Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000081 0x00000081 5   7            utf8    2GڒS) blocks=Basic Latin,Arabic
2    0x000000c8 0x000000c8 4   5            ascii   Rich
3    0x000001d8 0x000001d8 5   6            ascii   .text
4    0x000001ff 0x000001ff 7   8            ascii   `.rdata
5    0x00000227 0x00000227 6   7            ascii   @.data
6    0x00000250 0x00000250 5   6            ascii   .rsrc
7    0x00000277 0x00000277 7   8            ascii   @.reloc
8    0x0000102a 0x00401c2a 6   8    .text   utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
9    0x0000110d 0x00401d0d 4   5    .text   ascii   h@"D
10   0x00001160 0x00401d60 4   5    .text   ascii   PQVW
11   0x00001204 0x00401e04 4   5    .text   ascii   E\bVP
12   0x000012e7 0x00401ee7 5   7    .text   utf8    M\b3\bN
13   0x00001333 0x00401f33 4   5    .text   ascii   (SVW
14   0x0000134c 0x00401f4c 4   5    .text   ascii   }\bj 
15   0x00001440 0x00402040 4   5    .text   ascii   Y_^[
16   0x000014c9 0x004020c9 6   7    .text   ascii   ;;8t`j
17   0x00001547 0x00402147 7   8    .text   ascii   u\b;q\fs%
18   0x00001563 0x00402163 4   5    .text   ascii   ;p\fs
19   0x00001605 0x00402205 4   6    .text   utf8    \b3\tE
20   0x00001638 0x00402238 4   5    .text   ascii   ]\bV3
21   0x00001681 0x00402281 4   7    .text   utf8    F3ɋƺ blocks=Basic Latin,Latin Extended-B
22   0x000016bd 0x004022bd 4   5    .text   ascii   QRPW
23   0x00001788 0x00402388 5   7    .text   utf8    E\b3ۉ] blocks=Basic Latin,Arabic
24   0x000019c0 0x004025c0 4   5    .text   ascii   L$\bQ
25   0x00001a13 0x00402613 4   5    .text   ascii   (SVW
26   0x00001a29 0x00402629 5   7    .text   utf8    }\b3ۉ] blocks=Basic Latin,Arabic
27   0x00001a36 0x00402636 4   5    .text   ascii   u[j 
28   0x00001aa2 0x004026a2 4   5    .text   ascii   Y_^[
29   0x00001abb 0x004026bb 4   5    .text   ascii   D$\bP
30   0x00001b3e 0x0040273e 5   6    .text   ascii   M\fPQR
31   0x00001eb0 0x00402ab0 4   5    .text   ascii   D$\bP
32   0x00001eef 0x00402aef 4   5    .text   ascii   T$\bR
33   0x00001f2b 0x00402b2b 4   5    .text   ascii   L$\bQ
34   0x00002027 0x00402c27 5   6    .text   ascii   F\bRWj
35   0x000020ca 0x00402cca 5   6    .text   ascii   ^0_^[
36   0x000020d1 0x00402cd1 7   9    .text   utf8    ]É~0_^[ blocks=Basic Latin,Latin-1 Supplement
37   0x000020f6 0x00402cf6 5   6    .text   ascii   N\bPWS
38   0x00002106 0x00402d06 4   5    .text   ascii   [_^]
39   0x00002213 0x00402e13 4   9    .text   utf16le jjjj
40   0x000022f8 0x00402ef8 4   5    .text   ascii   M\bPQ
41   0x000023ae 0x00402fae 4   5    .text   ascii   SVWP
42   0x0000240a 0x0040300a 4   5    .text   ascii   L0\f3
43   0x0000243b 0x0040303b 4   5    .text   ascii   9Y8u
44   0x00002482 0x00403082 4   5    .text   ascii   9X@t
45   0x000024a0 0x004030a0 4   5    .text   ascii   =(wD
46   0x000024d4 0x004030d4 4   5    .text   ascii   Y_^[
47   0x0000250c 0x0040310c 7   9    .text   utf8    3ĉD$,VW blocks=Basic Latin,Latin Extended-A
48   0x0000251d 0x0040311d 4   5    .text   ascii   D$@d
49   0x00002552 0x00403152 4   5    .text   ascii   t$H;
50   0x0000268a 0x0040328a 6   8    .text   utf8    A\f\vǃy8 blocks=Basic Latin,Latin Extended-B
51   0x000026b4 0x004032b4 4   5    .text   ascii   L$@d
52   0x000026c2 0x004032c2 4   5    .text   ascii   L$,3
53   0x00002789 0x00403389 5   6    .text   ascii   t\vWVP
