[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000080 0x00000080 4    5            ascii   AYjj
2    0x00000099 0x00000099 5    6            ascii   $\n9\v8
3    0x000000cf 0x000000cf 5    6            ascii   9Rich
4    0x000001d8 0x000001d8 5    6            ascii   .text
5    0x000001ff 0x000001ff 7    8            ascii   `.rdata
6    0x00000227 0x00000227 6    7            ascii   @.data
7    0x00000250 0x00000250 5    6            ascii   .rsrc
8    0x0000102e 0x0040102e 6    8    .text   utf8    3\r|$Ff
9    0x0000107f 0x0040107f 4    5    .text   ascii   T$Dh
10   0x00001095 0x00401095 5    6    .text   ascii   L$LPQ
11   0x000010a0 0x004010a0 5    6    .text   ascii   T$Thx
12   0x000010b3 0x004010b3 5    7    .text   utf8    3\r|$ 
13   0x000010ca 0x004010ca 4    5    .text   ascii   L$DR
14   0x000010cf 0x004010cf 4    5    .text   ascii   D$\f<
15   0x00001101 0x00401101 6    7    .text   ascii   D$@j@P
16   0x00001136 0x00401136 5    7    .text   utf8    ,Uh܀@ blocks=Basic Latin,Syriac
17   0x00001186 0x00401186 6    7    .text   ascii   D$DUPj
18   0x00001198 0x00401198 4    5    .text   ascii   _^[u
19   0x000011c5 0x004011c5 4    5    .text   ascii   hpo@
20   0x00001635 0x00401635 4    9    .text   utf16le @jjj
21   0x000016b3 0x004016b3 5    6    .text   ascii   t\bAAf
22   0x000016be 0x004016be 5    6    .text   ascii   T$\bVf
23   0x000016c7 0x004016c7 6    7    .text   ascii   1AABBf
24   0x000016d1 0x004016d1 5    7    .text   utf8    ^ËL$\b blocks=Basic Latin,Latin-1 Supplement
25   0x000016fa 0x004016fa 4    5    .text   ascii   t$\bW
26   0x00001751 0x00401751 4    5    .text   ascii   QSVW
27   0x0000179c 0x0040179c 4    6    .text   utf8    t";؋ blocks=Basic Latin,Arabic
28   0x00001843 0x00401843 4    6    .text   utf8    ÃN\f  blocks=Latin-1 Supplement,Basic Latin
29   0x00001894 0x00401894 4    6    .text   utf8    YËD$ blocks=Basic Latin,Latin-1 Supplement
30   0x000018b1 0x004018b1 4    5    .text   ascii   t$\f+
31   0x000018b8 0x004018b8 6    7    .text   ascii   t\vf90t
32   0x000018e7 0x004018e7 4    5    .text   ascii   QSVW
33   0x00001929 0x00401929 6    7    .text   ascii   QQSVWd
34   0x00001a29 0x00401a29 4    5    .text   ascii   4SVW
35   0x00001b47 0x00401b47 5    6    .text   ascii   X_^[]
36   0x00001b85 0x00401b85 4    5    .text   ascii   ;H\b~
37   0x00001baf 0x00401baf 4    5    .text   ascii   ;G\fw
38   0x00001bcb 0x00401bcb 5    6    .text   ascii   SVWUj
39   0x00001be0 0x00401be0 4    5    .text   ascii   ]_^[
40   0x00001be6 0x00401be6 4    6    .text   utf8    ]ËL$ blocks=Basic Latin,Latin-1 Supplement
41   0x00001c34 0x00401c34 8    9    .text   ascii   t.;t$$t(
42   0x00001c6d 0x00401c6d 4    5    .text   ascii   \f_^[
43   0x00001c88 0x00401c88 6    7    .text   ascii   R\f9Q\bu
44   0x00001caf 0x00401caf 4    5    .text   ascii   k\fY[
45   0x00001cc0 0x00401cc0 4    5    .text   ascii   ht<@
46   0x00001cd5 0x00401cd5 4    5    .text   ascii   XSVW
47   0x00001d6f 0x00401d6f 4    5    .text   ascii   j\nXP
48   0x00001d9e 0x00401d9e 4    6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
49   0x00001dce 0x00401dce 6    9    .text   utf8    YYÃ=Щ@ blocks=Basic Latin,Latin-1 Supplement,Cyrillic
50   0x00001e14 0x00401e14 4    5    .text   ascii   Vt6P
51   0x00001e5e 0x00401e5e 4    5    .text   ascii   SUVW
52   0x00001f0c 0x00401f0c 4    5    .text   ascii   _^][
53   0x00001f5f 0x00401f5f 4    5    .text   ascii   F\r@t
54   0x00001f7a 0x00401f7a 4    5    .text   ascii   t$\f3
55   0x00001f9c 0x00401f9c 4    5    .text   ascii   ~&WP
56   0x00001fdc 0x00401fdc 4    5    .text   ascii   SVW3
57   0x00002095 0x00402095 4    5    .text   ascii   F\fu"
58   0x000020b1 0x004020b1 4    5    .text   ascii   Yu\aV
59   0x0000210e 0x0040210e 4    5    .text   ascii    t\rj
60   0x0000212b 0x0040212b 6    7    .text   ascii   E\b_WPS
61   0x0000213a 0x0040213a 7    8    .text   ascii   E\f9}\f_t
62   0x00002168 0x00402168 6    7    .text   ascii   M\bS;\r 
63   0x000021b0 0x004021b0 4    5    .text   ascii    t\fj
64   0x000021ce 0x004021ce 4    5    .text   ascii   E\f9}
65   0x000021e8 0x004021e8 5    6    .text   ascii   +M\f;M
66   0x0000224d 0x0040224d 5    6    .text   ascii   +E\f;E
67   0x00002262 0x00402262 6    7    .text   ascii   9}\bt_j
68   0x00002269 0x00402269 6    7    .text   ascii   X9E\buL
69   0x00002469 0x00402469 4    5    .text   ascii   E\b^_
70   0x00002475 0x00402475 4    5    .text   ascii   E\b^_
71   0x00002487 0x00402487 4    5    .text   ascii   E\b^_
72   0x000024a1 0x004024a1 4    5    .text   ascii   E\b^_
73   0x00002601 0x00402601 4    5    .text   ascii   E\b^_
74   0x0000260f 0x0040260f 4    5    .text   ascii   E\b^_
75   0x00002625 0x00402625 4    5    .text   ascii   E\b^_
76   0x0000263f 0x0040263f 4    5    .text   ascii   E\b^_
77   0x0000264b 0x0040264b 4    5    .text   ascii   U\fS3
78   0x0000268c 0x0040268c 4    5    .text   ascii   _BBf
79   0x0000271f 0x0040271f 6    7    .text   ascii   btHHt.
80   0x000027c1 0x004027c1 4    5    .text   ascii   SUV3
81   0x0000282e 0x0040282e 4    5    .text   ascii   _^][
82   0x00002842 0x00402842 5    7    .text   utf8    YYÃ|$ blocks=Basic Latin,Latin-1 Supplement
83   0x0000285a 0x0040285a 5    6    .text   ascii   9D$\bt
