Missing bin header main
Missing bin header dwarf
[Sections]

nth paddr          size vaddr         vsize perm name
―――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x00000000      0x0 0x00000000      0x0 ---- 
1   0x00000158     0x20 0x00400158     0x20 -r-- .note.ABI-tag
2   0x00000178     0x18 0x00400178     0x18 -r-x .init
3   0x00000190  0xff7f4 0x00400190  0xff7f4 -r-x .text
4   0x000ff984    0xa0a 0x004ff984    0xa0a -r-x __libc_freeres_fn
5   0x0010038e     0xb7 0x0050038e     0xb7 -r-x __libc_thread_freeres_fn
6   0x00100448      0xe 0x00500448      0xe -r-x .fini
7   0x00100460  0x60a8e 0x00500460  0x60a8e -r-- .rodata
8   0x00160ef0     0x70 0x00560ef0     0x70 -r-- __libc_subfreeres
9   0x00160f60      0x8 0x00560f60      0x8 -r-- __libc_atexit
10  0x00160f68      0x8 0x00560f68      0x8 -r-- __libc_thread_subfreeres
11  0x00160f70  0x25ae4 0x00560f70  0x25ae4 -r-- .eh_frame
12  0x00187000     0x28 0x00687000     0x28 -rw- .tdata
13  0x00187028      0x0 0x00687028     0x38 -rw- .tbss
14  0x00187028     0x10 0x00687028     0x10 -rw- .ctors
15  0x00187038     0x18 0x00687038     0x18 -rw- .dtors
16  0x00187050      0x8 0x00687050      0x8 -rw- .jcr
17  0x00187060    0xcc0 0x00687060    0xcc0 -rw- .data.rel.ro
18  0x00187d20     0xe0 0x00687d20     0xe0 -rw- .got
19  0x00187e00     0x18 0x00687e00     0x18 -rw- .got.plt
20  0x00187e20   0x3408 0x00687e20   0x3408 -rw- .data
21  0x0018b228      0x0 0x0068b240  0x14770 -rw- .bss
22  0x0018b228      0x0 0x0069f9b0     0x58 -rw- __libc_freeres_ptrs
23  0x0018b228   0x2f0a 0x00000000   0x2f0a ---- .comment
24  0x0018e132    0x104 0x00000000    0x104 ---- .shstrtab

[Segments]

nth paddr           size vaddr          vsize perm name
―――――――――――――――――――――――――――――――――――――――――――――――――――――――
0   0x00000000  0x186a54 0x00400000  0x186a54 -r-x LOAD0
1   0x00187000    0x4228 0x00687000   0x18a08 -rw- LOAD1
2   0x00000158      0x20 0x00400158      0x20 -r-- NOTE
3   0x00187000      0x28 0x00687000      0x60 -r-- TLS
4   0x00000000       0x0 0x00000000       0x0 -rw- GNU_STACK
5   0x00000000      0x40 0x00400000      0x40 -rw- ehdr

[Entrypoints]
vaddr=0x00400190 paddr=0x00000190 haddr=0x00000018 hvaddr=0x00400018 type=program

1 entrypoints
[Constructors]

0 entrypoints
[Imports]
nth vaddr bind type lib name
――――――――――――――――――――――――――――

[Symbols]

nth paddr vaddr bind type size lib name
―――――――――――――――――――――――――――――――――――――――
[Strings]
nth  paddr      vaddr      len size section type    string
37   0x0010165a 0x0050165a 9   10   .rodata ascii   libc.so.6
38   0x00101664 0x00501664 6   7    .rodata ascii   setuid
39   0x0010166b 0x0050166b 14  15   .rodata ascii   __xpg_basename
40   0x0010167a 0x0050167a 6   7    .rodata ascii   fflush
41   0x00101681 0x00501681 7   8    .rodata ascii   readdir
42   0x00101689 0x00501689 8   9    .rodata ascii   _IO_putc
43   0x00101692 0x00501692 9   10   .rodata ascii   setlocale
44   0x0010169c 0x0050169c 5   6    .rodata ascii   fopen
45   0x001016a2 0x005016a2 7   8    .rodata ascii   strncmp
46   0x001016aa 0x005016aa 9   10   .rodata ascii   ftruncate
47   0x001016b4 0x005016b4 4   5    .rodata ascii   wait
48   0x001016b9 0x005016b9 7   8    .rodata ascii   regexec
49   0x001016c1 0x005016c1 4   5    .rodata ascii   pipe
50   0x001016c6 0x005016c6 8   9    .rodata ascii   __strdup
51   0x001016cf 0x005016cf 6   7    .rodata ascii   perror
52   0x001016d6 0x005016d6 8   9    .rodata ascii   closedir
53   0x001016df 0x005016df 10  11   .rodata ascii   initgroups
54   0x001016ea 0x005016ea 5   6    .rodata ascii   ftell
55   0x001016f0 0x005016f0 6   7    .rodata ascii   signal
56   0x001016f7 0x005016f7 7   8    .rodata ascii   strncpy
57   0x001016ff 0x005016ff 4   5    .rodata ascii   puts
58   0x00101704 0x00501704 4   5    .rodata ascii   fork
59   0x00101709 0x00501709 11  12   .rodata ascii   sigprocmask
60   0x00101715 0x00501715 16  17   .rodata ascii   __stack_chk_fail
61   0x00101726 0x00501726 8   9    .rodata ascii   __lxstat
62   0x0010172f 0x0050172f 5   6    .rodata ascii   mkdir
63   0x00101735 0x00501735 7   8    .rodata ascii   realloc
64   0x0010173d 0x0050173d 5   6    .rodata ascii   abort
65   0x00101743 0x00501743 5   6    .rodata ascii   stdin
66   0x00101749 0x00501749 5   6    .rodata ascii   _exit
67   0x0010174f 0x0050174f 6   7    .rodata ascii   getpid
68   0x00101756 0x00501756 5   6    .rodata ascii   flock
69   0x0010175c 0x0050175c 6   7    .rodata ascii   rewind
70   0x00101763 0x00501763 6   7    .rodata ascii   gmtime
71   0x0010176a 0x0050176a 6   7    .rodata ascii   strtok
72   0x00101771 0x00501771 8   9    .rodata ascii   endpwent
73   0x0010177a 0x0050177a 6   7    .rodata ascii   strtol
74   0x00101781 0x00501781 6   7    .rodata ascii   execle
75   0x00101788 0x00501788 5   6    .rodata ascii   fgets
76   0x0010178e 0x0050178e 8   9    .rodata ascii   getpwnam
77   0x00101797 0x00501797 6   7    .rodata ascii   calloc
78   0x0010179e 0x0050179e 6   7    .rodata ascii   strlen
79   0x001017a5 0x005017a5 6   7    .rodata ascii   ungetc
80   0x001017ac 0x005017ac 7   8    .rodata ascii   tmpfile
81   0x001017b4 0x005017b4 11  12   .rodata ascii   sigemptyset
82   0x001017c0 0x005017c0 7   8    .rodata ascii   openlog
83   0x001017c8 0x005017c8 6   7    .rodata ascii   memset
84   0x001017cf 0x005017cf 16  17   .rodata ascii   __errno_location
85   0x001017e0 0x005017e0 5   6    .rodata ascii   fseek
86   0x001017e6 0x005017e6 5   6    .rodata ascii   chdir
87   0x001017ec 0x005017ec 12  13   .rodata ascii   __syslog_chk
88   0x001017f9 0x005017f9 6   7    .rodata ascii   getopt
89   0x00101800 0x00501800 4   5    .rodata ascii   dup2
90   0x00101805 0x00501805 13  14   .rodata ascii   __fprintf_chk
91   0x00101813 0x00501813 9   10   .rodata ascii   sigaddset
92   0x0010181d 0x0050181d 8   9    .rodata ascii   getgrnam
93   0x00101826 0x00501826 6   7    .rodata ascii   stdout
94   0x0010182d 0x0050182d 5   6    .rodata ascii   fputc
95   0x00101833 0x00501833 15  16   .rodata ascii   __isoc99_fscanf
96   0x00101843 0x00501843 7   8    .rodata ascii   strnlen
97   0x0010184b 0x0050184b 6   7    .rodata ascii   fclose
98   0x00101852 0x00501852 6   7    .rodata ascii   malloc
99   0x00101859 0x00501859 5   6    .rodata ascii   umask
100  0x0010185f 0x0050185f 10  11   .rodata ascii   strcasecmp
101  0x0010186a 0x0050186a 7   8    .rodata ascii   setegid
102  0x00101872 0x00501872 6   7    .rodata ascii   getgid
103  0x00101879 0x00501879 11  12   .rodata ascii   nl_langinfo
104  0x00101885 0x00501885 7   8    .rodata ascii   opendir
105  0x0010188d 0x0050188d 13  14   .rodata ascii   __ctype_b_loc
106  0x0010189b 0x0050189b 7   8    .rodata ascii   regcomp
107  0x001018a3 0x005018a3 6   7    .rodata ascii   optarg
108  0x001018aa 0x005018aa 6   7    .rodata ascii   stderr
109  0x001018b1 0x005018b1 14  15   .rodata ascii   __snprintf_chk
110  0x001018c0 0x005018c0 7   8    .rodata ascii   seteuid
111  0x001018c8 0x005018c8 6   7    .rodata ascii   getuid
112  0x001018cf 0x005018cf 7   8    .rodata ascii   getegid
113  0x001018d7 0x005018d7 6   7    .rodata ascii   execvp
114  0x001018de 0x005018de 7   8    .rodata ascii   freopen
115  0x001018e6 0x005018e6 5   6    .rodata ascii   creat
116  0x001018ec 0x005018ec 8   9    .rodata ascii   __fxstat
117  0x001018f5 0x005018f5 6   7    .rodata ascii   fileno
118  0x001018fc 0x005018fc 11  12   .rodata ascii   gethostname
119  0x00101908 0x00501908 5   6    .rodata ascii   chown
120  0x0010190e 0x0050190e 6   7    .rodata ascii   fwrite
121  0x00101915 0x00501915 5   6    .rodata ascii   fread
122  0x0010191b 0x0050191b 7   8    .rodata ascii   geteuid
123  0x00101923 0x00501923 7   8    .rodata ascii   waitpid
124  0x0010192b 0x0050192b 9   10   .rodata ascii   localtime
125  0x00101935 0x00501935 6   7    .rodata ascii   strchr
126  0x0010193c 0x0050193c 6   7    .rodata ascii   fdopen
127  0x00101943 0x00501943 5   6    .rodata ascii   sleep
128  0x00101949 0x00501949 19  20   .rodata ascii   __ctype_toupper_loc
129  0x0010195d 0x0050195d 12  13   .rodata ascii   __strcpy_chk
130  0x0010196a 0x0050196a 6   7    .rodata ascii   setsid
131  0x00101971 0x00501971 5   6    .rodata ascii   fcntl
132  0x00101977 0x00501977 13  14   .rodata ascii   __sprintf_chk
133  0x00101985 0x00501985 7   8    .rodata ascii   __xstat
134  0x0010198d 0x0050198d 13  14   .rodata ascii   getdtablesize
135  0x0010199b 0x0050199b 6   7    .rodata ascii   access
136  0x001019a2 0x005019a2 8   9    .rodata ascii   _IO_getc
137  0x001019ab 0x005019ab 6   7    .rodata ascii   setgid
138  0x001019b2 0x005019b2 6   7    .rodata ascii   strcmp
139  0x001019b9 0x005019b9 17  18   .rodata ascii   __libc_start_main
140  0x001019cb 0x005019cb 6   7    .rodata ascii   ferror
141  0x001019d2 0x005019d2 6   7    .rodata ascii   setenv
142  0x001019d9 0x005019d9 8   9    .rodata ascii   closelog
143  0x001019e2 0x005019e2 4   5    .rodata ascii   free
144  0x001019e7 0x005019e7 6   7    .rodata ascii   _edata
145  0x001019ee 0x005019ee 11  12   .rodata ascii   __bss_start
146  0x001019fa 0x005019fa 10  11   .rodata ascii   LIBPAM_1.0
147  0x00101a05 0x00501a05 9   10   .rodata ascii   GLIBC_2.4
148  0x00101a0f 0x00501a0f 9   10   .rodata ascii   GLIBC_2.7
149  0x00101a19 0x00501a19 11  12   .rodata ascii   GLIBC_2.3.4
150  0x00101a25 0x00501a25 11  12   .rodata ascii   GLIBC_2.2.5
151  0x00101a31 0x00501a31 9   10   .rodata ascii   GLIBC_2.3
152  0x00102861 0x00502861 4   5    .rodata ascii   %z| 
153  0x00102871 0x00502871 4   5    .rodata ascii   %r| 
154  0x00102881 0x00502881 4   5    .rodata ascii   %j| 
155  0x00102891 0x00502891 4   5    .rodata ascii   %b| 
156  0x001028a1 0x005028a1 4   5    .rodata ascii   %Z| 
157  0x001028b1 0x005028b1 4   5    .rodata ascii   %R| 
158  0x001028c1 0x005028c1 4   5    .rodata ascii   %J| 
159  0x001028d1 0x005028d1 4   5    .rodata ascii   %B| 
160  0x001028e1 0x005028e1 4   5    .rodata ascii   %:| 
161  0x001028f1 0x005028f1 4   5    .rodata ascii   %2| 
162  0x00102901 0x00502901 4   5    .rodata ascii   %*| 
163  0x00102911 0x00502911 4   5    .rodata ascii   %"| 
164  0x00102941 0x00502941 4   5    .rodata ascii   %\n| 
165  0x00102a61 0x00502a61 4   5    .rodata ascii   %z{ 
166  0x00102a71 0x00502a71 4   5    .rodata ascii   %r{ 
167  0x00102a81 0x00502a81 4   5    .rodata ascii   %j{ 
168  0x00102a91 0x00502a91 4   5    .rodata ascii   %b{ 
169  0x00102aa1 0x00502aa1 4   5    .rodata ascii   %Z{ 
170  0x00102ab1 0x00502ab1 4   5    .rodata ascii   %R{ 
171  0x00102ac1 0x00502ac1 4   5    .rodata ascii   %J{ 
172  0x00102ad1 0x00502ad1 4   5    .rodata ascii   %B{ 
173  0x00102ae1 0x00502ae1 4   5    .rodata ascii   %:{ 
174  0x00102af1 0x00502af1 4   5    .rodata ascii   %2{ 
175  0x00102b01 0x00502b01 4   5    .rodata ascii   %*{ 
176  0x00102b11 0x00502b11 4   5    .rodata ascii   %"{ 
177  0x00102b41 0x00502b41 4   5    .rodata ascii   %\n{ 
178  0x00102c61 0x00502c61 4   5    .rodata ascii   %zz 
179  0x00102c71 0x00502c71 4   5    .rodata ascii   %rz 
180  0x00102c81 0x00502c81 4   5    .rodata ascii   %jz 
181  0x00102c91 0x00502c91 4   5    .rodata ascii   %bz 
182  0x00102ca1 0x00502ca1 4   5    .rodata ascii   %Zz 
183  0x00102cb1 0x00502cb1 4   5    .rodata ascii   %Rz 
184  0x00102cc1 0x00502cc1 4   5    .rodata ascii   %Jz 
185  0x00102cd1 0x00502cd1 4   5    .rodata ascii   %Bz 
186  0x00102ce1 0x00502ce1 4   5    .rodata ascii   %:z 
187  0x00102cf1 0x00502cf1 4   5    .rodata ascii   %2z 
188  0x00102d01 0x00502d01 4   5    .rodata ascii   %*z 
189  0x00102d11 0x00502d11 4   5    .rodata ascii   %"z 
190  0x00102d41 0x00502d41 4   5    .rodata ascii   %\nz 
191  0x00102e61 0x00502e61 4   5    .rodata ascii   %zy 
192  0x00102e71 0x00502e71 4   5    .rodata ascii   %ry 
193  0x00102e81 0x00502e81 4   5    .rodata ascii   %jy 
194  0x00102e91 0x00502e91 4   5    .rodata ascii   %by 
195  0x00102ea1 0x00502ea1 4   5    .rodata ascii   %Zy 
196  0x00102eb1 0x00502eb1 4   5    .rodata ascii   %Ry 
197  0x00102ec1 0x00502ec1 4   5    .rodata ascii   %Jy 
198  0x00102ed1 0x00502ed1 4   5    .rodata ascii   %By 
199  0x00102ee1 0x00502ee1 4   5    .rodata ascii   %:y 
200  0x00102ef1 0x00502ef1 4   5    .rodata ascii   %2y 
201  0x00102f01 0x00502f01 4   5    .rodata ascii   %*y 
202  0x00102f11 0x00502f11 4   5    .rodata ascii   %"y 
203  0x00102f41 0x00502f41 4   5    .rodata ascii   %\ny 
204  0x00103059 0x00503059 4   5    .rodata ascii   D$(1
205  0x00103160 0x00503160 8   9    .rodata ascii   US-ASCII
206  0x001031a6 0x005031a6 4   6    .rodata utf8    ƿL~@ blocks=Latin Extended-B,Basic Latin
207  0x0010327c 0x0050327c 4   6    .rodata utf8    ƿL~@ blocks=Latin Extended-B,Basic Latin
208  0x00103337 0x00503337 4   5    .rodata ascii   t\a=M
209  0x00103486 0x00503486 4   6    .rodata utf8    ƿL~@ blocks=Latin Extended-B,Basic Latin
210  0x001034cd 0x005034cd 4   5    .rodata ascii   =Fu 
211  0x001034eb 0x005034eb 4   5    .rodata ascii   =(u 
212  0x00103565 0x00503565 4   5    .rodata ascii   UH-@
213  0x001035e1 0x005035e1 4   5    .rodata ascii   =At 
214  0x00103661 0x00503661 4   5    .rodata ascii   D$\b1
215  0x0010368f 0x0050368f 6   7    .rodata ascii   D$\bdH3
216  0x0010369c 0x0050369c 4   5    .rodata ascii   +u\aH
217  0x001036b6 0x005036b6 4   5    .rodata ascii   =es 
218  0x001036f4 0x005036f4 4   5    .rodata ascii   D$81
219  0x0010371e 0x0050371e 4   5    .rodata ascii   T$\bH
220  0x00103739 0x00503739 4   5    .rodata ascii   T$ H
221  0x00103742 0x00503742 4   5    .rodata ascii   T$(H
222  0x0010374f 0x0050374f 6   7    .rodata ascii   D$ u\b;
223  0x0010379d 0x0050379d 6   7    .rodata ascii   D$8dH3
224  0x001037d0 0x005037d0 11  12   .rodata ascii   AWAVAUATUSH
225  0x001037ec 0x005037ec 4   5    .rodata ascii   D$H1
226  0x0010388c 0x0050388c 5   6    .rodata ascii   t$<Hc
227  0x001038a2 0x005038a2 4   5    .rodata ascii   _ Ic
228  0x001038b2 0x005038b2 4   5    .rodata ascii   t+ D
229  0x001038c1 0x005038c1 4   5    .rodata ascii   t+(D
230  0x001038f5 0x005038f5 6   7    .rodata ascii   t$<tfE
231  0x00103919 0x00503919 4   5    .rodata ascii   \$0H
232  0x0010391e 0x0050391e 4   5    .rodata ascii   D$(H
233  0x00103923 0x00503923 4   5    .rodata ascii   L$ D
234  0x00103940 0x00503940 4   5    .rodata ascii   \$0H
235  0x00103945 0x00503945 4   5    .rodata ascii   D$(H
236  0x0010394a 0x0050394a 4   5    .rodata ascii   L$ D
237  0x0010397a 0x0050397a 6   7    .rodata ascii   D$HdH3
238  0x0010398b 0x0050398b 11  12   .rodata ascii   X[]A\A]A^A_
239  0x00103ab0 0x00503ab0 5   6    .rodata ascii   AVAUI
240  0x00103ab7 0x00503ab7 4   5    .rodata ascii   ATUI
241  0x00103b57 0x00503b57 4   5    .rodata ascii   D$\bH
242  0x00103b6f 0x00503b6f 11  12   .rodata ascii   \$\b[]A\A]A^
243  0x00103be0 0x00503be0 5   6    .rodata ascii   AWAVM
244  0x00103be7 0x00503be7 5   6    .rodata ascii   AUATM
245  0x00103ce4 0x00503ce4 5   6    .rodata ascii   EXH9B
246  0x00103d34 0x00503d34 4   5    .rodata ascii   T$\bH
247  0x00103e1e 0x00503e1e 10  11   .rodata ascii   []A\A]A^A_
248  0x00103e5e 0x00503e5e 10  11   .rodata ascii   []A\A]A^A_
249  0x00103ed2 0x00503ed2 9   10   .rodata ascii   ]A\A]A^A_
250  0x00103f6c 0x00503f6c 11  12   .rodata ascii   ([]A\A]A^A_
251  0x0010402b 0x0050402b 5   6    .rodata ascii   E\btiH
252  0x0010409f 0x0050409f 10  11   .rodata ascii   []A\A]A^A_
253  0x001040e0 0x005040e0 4   5    .rodata ascii   AUAT
254  0x001040fc 0x005040fc 5   6    .rodata ascii   T$0dH
255  0x00104165 0x00504165 4   5    .rodata ascii   H;E 
256  0x0010418e 0x0050418e 4   5    .rodata ascii   D$ H
257  0x0010423f 0x0050423f 8   9    .rodata ascii   *system*
258  0x00104288 0x00504288 4   5    .rodata ascii   L$0H
259  0x0010434a 0x0050434a 4   5    .rodata ascii   L$@H
260  0x001043ea 0x005043ea 4   5    .rodata ascii   D$\bH
261  0x00104405 0x00504405 4   5    .rodata ascii   D$ H
262  0x0010442a 0x0050442a 6   7    .rodata ascii   []A\A]
263  0x001045e0 0x005045e0 4   6    .rodata utf8    HǄ$8 blocks=Basic Latin,Latin Extended-B
264  0x00104650 0x00504650 4   6    .rodata utf8    ƿL~@ blocks=Latin Extended-B,Basic Latin
265  0x0010467c 0x0050467c 4   6    .rodata utf8    ƿL~@ blocks=Latin Extended-B,Basic Latin
266  0x001046d6 0x005046d6 4   6    .rodata utf8    ƿL~@ blocks=Latin Extended-B,Basic Latin
267  0x001046f6 0x005046f6 4   6    .rodata utf8    ƿL~@ blocks=Latin Extended-B,Basic Latin
268  0x00104710 0x00504710 7   8    .rodata ascii   AUATUSH
269  0x0010474d 0x0050474d 4   5    .rodata ascii   +txH
270  0x001047ba 0x005047ba 6   7    .rodata ascii   []A\A]
271  0x001047df 0x005047df 4   5    .rodata ascii   -dg 
272  0x00104900 0x00504900 5   6    .rodata ascii   AWAVI
273  0x00104907 0x00504907 5   6    .rodata ascii   AUATI
274  0x00104925 0x00504925 5   6    .rodata ascii   D$\bdH
275  0x001049ce 0x005049ce 4   5    .rodata ascii   T$8H
276  0x001049d3 0x005049d3 4   5    .rodata ascii   t$0L
277  0x001049e8 0x005049e8 4   5    .rodata ascii   |$ H
278  0x00104a02 0x00504a02 4   5    .rodata ascii   T$ H
279  0x00104a07 0x00504a07 4   5    .rodata ascii   t$8H
280  0x00104a1b 0x00504a1b 4   5    .rodata ascii   |$ A
281  0x00104a46 0x00504a46 4   5    .rodata ascii   t$(D
282  0x00104a77 0x00504a77 4   5    .rodata ascii   t$(L
283  0x00104b08 0x00504b08 4   5    .rodata ascii   |$`H
284  0x00104b61 0x00504b61 10  11   .rodata ascii   []A\A]A^A_
285  0x00104ba2 0x00504ba2 4   5    .rodata ascii   t$`L
286  0x00104bd1 0x00504bd1 4   5    .rodata ascii   5zc 
287  0x00104c80 0x00504c80 4   5    .rodata ascii   |$(H
288  0x00104cc1 0x00504cc1 8   9    .rodata ascii   system_u
289  0x00104de0 0x00504de0 5   6    .rodata ascii   AWAVA
290  0x00104de7 0x00504de7 6   7    .rodata ascii   AUATUS
291  0x00104dfb 0x00504dfb 4   5    .rodata ascii   l$ H
292  0x00104e09 0x00504e09 4   5    .rodata ascii   T$\bL
293  0x00104e8a 0x00504e8a 4   5    .rodata ascii   D$\bH
294  0x00104e98 0x00504e98 4   5    .rodata ascii   tfE1
295  0x00104ea2 0x00504ea2 4   5    .rodata ascii   D$\bI
296  0x00104ed9 0x00504ed9 6   7    .rodata ascii   dH3\f%(
297  0x00104eeb 0x00504eeb 10  11   .rodata ascii   []A\A]A^A_
298  0x00104f30 0x00504f30 5   6    .rodata ascii   AWAVI
299  0x00104f37 0x00504f37 5   6    .rodata ascii   AUATA
300  0x00104f92 0x00504f92 4   5    .rodata ascii   |$\fM
301  0x00104fc4 0x00504fc4 5   6    .rodata ascii   L$\fA9
302  0x00105030 0x00505030 4   5    .rodata ascii   T$\f9
303  0x0010508f 0x0050508f 4   5    .rodata ascii   |wA9
304  0x001050a6 0x005050a6 4   5    .rodata ascii   \nt/H
305  0x001050f9 0x005050f9 11  12   .rodata ascii   ([]A\A]A^A_
306  0x00105176 0x00505176 4   6    .rodata utf8    tȋT$ blocks=Basic Latin,Latin Extended-B
307  0x00105210 0x00505210 5   6    .rodata ascii   AWAVI
308  0x00105217 0x00505217 5   6    .rodata ascii   AUATI
309  0x00105512 0x00505512 4   5    .rodata ascii   \nt\rH
310  0x0010552c 0x0050552c 6   7    .rodata ascii   dH3\f%(
311  0x00105542 0x00505542 10  11   .rodata ascii   []A\A]A^A_
312  0x001059e8 0x005059e8 5   6    .rodata ascii   H9X\bu
313  0x00105a32 0x00505a32 4   6    .rodata utf8    \b[]ÿ blocks=Basic Latin,Latin-1 Supplement
314  0x00105a60 0x00505a60 4   5    .rodata ascii   ATU1
315  0x00105ab3 0x00505ab3 4   5    .rodata ascii   []A\
316  0x00105b34 0x00505b34 10  11   .rodata ascii   AWAVAUATSH
317  0x00105b49 0x00505b49 4   5    .rodata ascii   %Z\ 
318  0x00105cb4 0x00505cb4 4   5    .rodata ascii   t(I9
319  0x00105d05 0x00505d05 4   5    .rodata ascii   =^R 
320  0x00105d26 0x00505d26 4   5    .rodata ascii   ==R 
321  0x00105d42 0x00505d42 4   5    .rodata ascii   =!R 
322  0x00105eb1 0x00505eb1 4   6    .rodata utf8    E1:/
323  0x00105ee2 0x00505ee2 4   5    .rodata ascii   =9K 
324  0x00106001 0x00506001 4   6    .rodata utf8    ƿL~@ blocks=Latin Extended-B,Basic Latin
