[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c8 0x000000c8 5    6            ascii   Rich7
2    0x000001d0 0x000001d0 5    6            ascii   .text
3    0x000001f7 0x000001f7 7    8            ascii   `.rdata
4    0x0000021f 0x0000021f 6    7            ascii   @.data
5    0x00000248 0x00000248 5    6            ascii   .rsrc
6    0x00001111 0x00401111 4    5    .text   ascii   L$h3
7    0x00001165 0x00401165 6    8    .text   utf8    L$\b0\bÐ blocks=Basic Latin,Latin-1 Supplement
8    0x000011c7 0x004011c7 4    5    .text   ascii   D$8F
9    0x000011cc 0x004011cc 4    5    .text   ascii   D$9i
10   0x000011d1 0x004011d1 4    5    .text   ascii   D$:n
11   0x000011d6 0x004011d6 4    5    .text   ascii   D$;d
12   0x000011db 0x004011db 4    5    .text   ascii   D$<R
13   0x000011e0 0x004011e0 4    5    .text   ascii   D$>s
14   0x000011e9 0x004011e9 4    5    .text   ascii   D$@u
15   0x000011f2 0x004011f2 4    5    .text   ascii   D$Bc
16   0x000011f7 0x004011f7 4    5    .text   ascii   D$DA
17   0x00001200 0x00401200 4    5    .text   ascii   D$HS
18   0x00001205 0x00401205 4    5    .text   ascii   D$Ii
19   0x0000120a 0x0040120a 4    5    .text   ascii   D$Jz
20   0x00001213 0x00401213 4    5    .text   ascii   D$Mf
21   0x00001218 0x00401218 4    5    .text   ascii   D$NR
22   0x0000121d 0x0040121d 4    5    .text   ascii   D$Ps
23   0x00001226 0x00401226 4    5    .text   ascii   D$Ru
24   0x0000122f 0x0040122f 4    5    .text   ascii   D$Tc
25   0x00001238 0x00401238 4    5    .text   ascii   D$(L
26   0x00001241 0x00401241 4    5    .text   ascii   D$*a
27   0x00001246 0x00401246 4    5    .text   ascii   D$+d
28   0x0000124b 0x0040124b 4    5    .text   ascii   D$,R
29   0x00001250 0x00401250 4    5    .text   ascii   D$.s
30   0x00001259 0x00401259 4    5    .text   ascii   D$0u
31   0x00001262 0x00401262 4    5    .text   ascii   D$2c
32   0x00001274 0x00401274 4    5    .text   ascii   D$\en
33   0x00001283 0x00401283 4    5    .text   ascii   D$ .
34   0x00001288 0x00401288 4    5    .text   ascii   D$!d
35   0x000012b5 0x004012b5 5    6    .text   ascii   D$DPV
36   0x000012c1 0x004012c1 6    7    .text   ascii   T$XQRS
37   0x000012d6 0x004012d6 5    6    .text   ascii   L$`VS
38   0x000012e7 0x004012e7 4    5    .text   ascii   _^][
39   0x000012ed 0x004012ed 4    6    .text   utf8    DÐQU blocks=Basic Latin,Latin-1 Supplement
40   0x00001303 0x00401303 5    6    .text   ascii   L$\fUQ
41   0x00001312 0x00401312 4    5    .text   ascii   tFVW
42   0x0000131b 0x0040131b 5    7    .text   utf8    T$\f3Ɋ blocks=Basic Latin,Latin Extended-B
43   0x00001324 0x00401324 4    5    .text   ascii   4:<&
44   0x00001334 0x00401334 5    6    .text   ascii   t\vj&V
45   0x00001342 0x00401342 6    7    .text   ascii   D$\fU@P
46   0x00001358 0x00401358 5    7    .text   utf8    _^]YÐ blocks=Basic Latin,Latin-1 Supplement
47   0x00001381 0x00401381 4    5    .text   ascii   D$\fD
48   0x000013a1 0x004013a1 7    8    .text   ascii   L$\fPj\nQ
49   0x000013bf 0x004013bf 4    5    .text   ascii   T$\bR
50   0x000013d3 0x004013d3 4    5    .text   ascii   L$\bW
51   0x000013e8 0x004013e8 5    6    .text   ascii   L$\fQU
52   0x00001421 0x00401421 5    6    .text   ascii   L$8^3
53   0x0000157a 0x0040157a 4    6    .text   utf8    3\r|$
54   0x00001590 0x00401590 4    5    .text   ascii   D$\an
55   0x00001595 0x00401595 4    5    .text   ascii   D$\tt
56   0x0000159a 0x0040159a 4    5    .text   ascii   D$\va
57   0x0000159f 0x0040159f 4    5    .text   ascii   D$\fl
58   0x000015b3 0x004015b3 5    6    .text   ascii   Ph @@
59   0x000015e2 0x004015e2 4    5    .text   ascii   h\b#@
60   0x00001646 0x00401646 5    11   .text   utf16le @jjh\b
61   0x00001653 0x00401653 4    6    .text   utf8    ӋD$\f blocks=Cyrillic,Basic Latin
62   0x00001695 0x00401695 4    5    .text   ascii   V Qj
63   0x000016a8 0x004016a8 4    5    .text   ascii   L$\f_
64   0x000016c8 0x004016c8 4    5    .text   ascii   h(#@
65   0x00001712 0x00401712 4    5    .text   ascii   L$`d
66   0x00001728 0x00401728 4    5    .text   ascii   L$`d
67   0x00001777 0x00401777 4    5    .text   ascii   Pj'Q
68   0x00001797 0x00401797 5    6    .text   ascii   T$\fRP
69   0x00001884 0x00401884 4    5    .text   ascii   D$\eF
70   0x00001899 0x00401899 4    5    .text   ascii   D$@V
71   0x0000189e 0x0040189e 4    5    .text   ascii   D$Ai
72   0x000018a7 0x004018a7 4    5    .text   ascii   D$Ct
73   0x000018ac 0x004018ac 4    5    .text   ascii   D$Du
74   0x000018b1 0x004018b1 4    5    .text   ascii   D$Ea
75   0x000018b6 0x004018b6 4    5    .text   ascii   D$GP
76   0x000018bf 0x004018bf 4    5    .text   ascii   D$Io
77   0x000018c4 0x004018c4 4    5    .text   ascii   D$Jt
78   0x000018cd 0x004018cd 4    5    .text   ascii   D$Lc
79   0x000018d2 0x004018d2 4    5    .text   ascii   D$Mt
80   0x000018db 0x004018db 4    5    .text   ascii   D$0V
81   0x000018e0 0x004018e0 4    5    .text   ascii   D$1i
82   0x000018e9 0x004018e9 4    5    .text   ascii   D$3t
83   0x000018ee 0x004018ee 4    5    .text   ascii   D$4u
84   0x000018f3 0x004018f3 4    5    .text   ascii   D$5a
85   0x000018f8 0x004018f8 4    5    .text   ascii   D$7A
86   0x000018fd 0x004018fd 4    5    .text   ascii   D$:o
87   0x00001902 0x00401902 4    5    .text   ascii   D$;c
88   0x0000190b 0x0040190b 4    5    .text   ascii   D$ k
89   0x00001918 0x00401918 4    5    .text   ascii   D$#n
90   0x00001921 0x00401921 4    5    .text   ascii   D$&3
