Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2582 0x00020098 0x00031c98 4   5    .data   ascii   J|kZ
2583 0x000200c3 0x00031cc3 4   6    .data   utf8    ~Hb٤ blocks=Basic Latin,Arabic
2584 0x000200d8 0x00031cd8 6   7    .data   ascii   \t63w\]
2585 0x0002012b 0x00031d2b 5   6    .data   ascii   EY%r:
2586 0x00020135 0x00031d35 6   7    .data   ascii   A9u?lk
2587 0x00020178 0x00031d78 4   7    .data   utf8    k\trř blocks=Basic Latin,Latin Extended-A
2588 0x000201b8 0x00031db8 6   8    .data   utf8    ګEc\v\f8 blocks=Arabic,Basic Latin
2589 0x000201c9 0x00031dc9 4   5    .data   ascii   kU'5
2590 0x00020226 0x00031e26 4   5    .data   ascii   m0sB
2591 0x00020240 0x00031e40 4   6    .data   utf8    '!2ޚ blocks=Basic Latin,Thaana
2592 0x00020273 0x00031e73 4   6    .data   utf8    9Gē) blocks=Basic Latin,Latin Extended-A
2593 0x00020292 0x00031e92 5   6    .data   ascii   X\a<}/
2594 0x000202a0 0x00031ea0 4   6    .data   utf8    ۼ>H$ blocks=Arabic,Basic Latin
2595 0x000202eb 0x00031eeb 4   5    .data   ascii   c]Ip
2596 0x00020310 0x00031f10 4   5    .data   ascii   EM\r`
2597 0x000203a5 0x00031fa5 4   6    .data   utf8    jm=ڸ blocks=Basic Latin,Arabic
2598 0x000203b7 0x00031fb7 4   5    .data   ascii   :}Ce
2599 0x00020403 0x00032003 6   9    .data   utf8    oz*w㮉b blocks=Basic Latin,CJK Unified Ideographs Extension A
2600 0x00020418 0x00032018 4   5    .data   ascii   'rrf
2601 0x0002046a 0x0003206a 4   5    .data   ascii   4C2m
2602 0x00020478 0x00032078 4   5    .data   ascii   YvSq
2603 0x000204c8 0x000320c8 4   5    .data   ascii   Kg[ 
2604 0x000204d3 0x000320d3 5   6    .data   ascii   K ',\v
2605 0x000204d9 0x000320d9 6   7    .data   ascii   ?VjFb*
2606 0x0002052c 0x0003212c 4   5    .data   ascii   t`Vl
2607 0x00020556 0x00032156 6   7    .data   ascii   C0bN.^
2608 0x0002058a 0x0003218a 4   5    .data   ascii   ^UdI
2609 0x000205c5 0x000321c5 4   5    .data   ascii   qDTz
2610 0x000205e1 0x000321e1 4   5    .data   ascii   KR,\e
2611 0x00020639 0x00032239 5   6    .data   ascii   Tt]5J
2612 0x00020663 0x00032263 6   8    .data   utf8    Kb\f֣!5 blocks=Basic Latin,Hebrew
2613 0x00020690 0x00032290 7   11   .data   utf8    1\fÄ٠ǹ#. blocks=Basic Latin,Latin-1 Supplement,Arabic,Latin Extended-B
2614 0x000206e8 0x000322e8 4   5    .data   ascii   T38:
2615 0x00020730 0x00032330 4   5    .data   ascii   a%2Z
2616 0x0002073f 0x0003233f 4   5    .data   ascii   @2~U
2617 0x00020765 0x00032365 6   7    .data   ascii   )LU.7e
2618 0x000207b8 0x000323b8 4   5    .data   ascii   GD`~
2619 0x0002087e 0x0003247e 4   5    .data   ascii   ^Hwt
2620 0x000208b6 0x000324b6 6   7    .data   ascii   L-v5^b
2621 0x000208fc 0x000324fc 4   5    .data   ascii   Q!}f
2622 0x00020923 0x00032523 6   8    .data   utf8    \eb>@ܐl blocks=Basic Latin,Syriac
2623 0x0002093e 0x0003253e 4   5    .data   ascii   x_f#
2624 0x00020986 0x00032586 8   12   .data   utf8    wuH`J󹫧Qk blocks=Basic Latin,Supplementary Private Use Area-A
2625 0x000209a1 0x000325a1 4   5    .data   ascii   K8=u
2626 0x000209c3 0x000325c3 4   5    .data   ascii   `x^@
2627 0x00020a05 0x00032605 4   5    .data   ascii   `ZW)
2628 0x00020a26 0x00032626 5   7    .data   utf8    \a8>Ϣ} blocks=Basic Latin,Greek and Coptic
2629 0x00020a3a 0x0003263a 4   5    .data   ascii   21og
2630 0x00020ab7 0x000326b7 4   5    .data   ascii   \nB6j
2631 0x00020aeb 0x000326eb 5   6    .data   ascii   !['>X
2632 0x00020b1a 0x0003271a 4   5    .data   ascii   OR3h
2633 0x00020b23 0x00032723 4   5    .data   ascii   k=es
2634 0x00020b36 0x00032736 4   5    .data   ascii   J6 =
2635 0x00020b60 0x00032760 5   6    .data   ascii   \t?\vI(
2636 0x00020b78 0x00032778 6   7    .data   ascii   OU%.mc
2637 0x00020b84 0x00032784 5   6    .data   ascii   \b YOQ
2638 0x00020c0d 0x0003280d 6   7    .data   ascii   *zS/iQ
2639 0x00020c1a 0x0003281a 6   7    .data   ascii   pn{t6;
2640 0x00020c26 0x00032826 4   6    .data   utf8    ~.ÝA blocks=Basic Latin,Latin-1 Supplement
2641 0x00020c42 0x00032842 5   6    .data   ascii   S>6l"
2642 0x00020cd9 0x000328d9 5   7    .data   utf8    wΝO\t_ blocks=Basic Latin,Greek and Coptic
2643 0x00020ce2 0x000328e2 4   7    .data   utf8    1ޥ.Ѡ blocks=Basic Latin,Thaana,Cyrillic
2644 0x00020ced 0x000328ed 4   5    .data   ascii   ;~"\
2645 0x00020d0a 0x0003290a 5   8    .data   utf8    B،Ā%G blocks=Basic Latin,Arabic,Latin Extended-A
2646 0x00020d4e 0x0003294e 8   10   .data   utf8    CvCΖuzc( blocks=Basic Latin,Greek and Coptic
2647 0x00020da7 0x000329a7 4   5    .data   ascii   pB<k
2648 0x00020e3e 0x00032a3e 4   5    .data   ascii   E&wu
2649 0x00020e44 0x00032a44 9   10   .data   ascii   gRQk'_Dpf
2650 0x00020e72 0x00032a72 6   7    .data   ascii   i&ZJ%y
2651 0x00020e9e 0x00032a9e 7   9    .data   utf8    ӂ.{}W== blocks=Cyrillic,Basic Latin
2652 0x00020eac 0x00032aac 5   6    .data   ascii   &R/Z0
2653 0x00020edc 0x00032adc 6   8    .data   utf8    ͅV#\f<j blocks=Combining Diacritical Marks,Basic Latin
2654 0x00020f1b 0x00032b1b 4   5    .data   ascii   [1js
2655 0x00020f3c 0x00032b3c 4   5    .data   ascii   io\a=
2656 0x00020f82 0x00032b82 5   7    .data   utf8    :\nBҩN blocks=Basic Latin,Cyrillic
2657 0x00020fb1 0x00032bb1 5   9    .data   utf8    x&Ď}녻 blocks=Basic Latin,Latin Extended-A,Hangul Syllables
2658 0x00021067 0x00032c67 5   9    .data   utf8    P|ֲ,놟 blocks=Basic Latin,Hebrew,Hangul Syllables
2659 0x000210f1 0x00032cf1 4   5    .data   ascii   p}Pu
2660 0x000210fa 0x00032cfa 5   6    .data   ascii   R6{;!
2661 0x00021198 0x00032d98 4   5    .data   ascii   84Ru
2662 0x000211a6 0x00032da6 4   5    .data   ascii   \b(7:
2663 0x000211b2 0x00032db2 4   6    .data   utf8    s!Эk blocks=Basic Latin,Cyrillic
2664 0x000211e5 0x00032de5 4   5    .data   ascii   wDgq
2665 0x000211ed 0x00032ded 8   9    .data   ascii   _FI)M,\rD
2666 0x00021201 0x00032e01 4   8    .data   utf8    ؈i}ט blocks=Arabic,Basic Latin,Hebrew
2667 0x0002123a 0x00032e3a 4   5    .data   ascii   `x5C
2668 0x0002124e 0x00032e4e 4   5    .data   ascii   k"4N
2669 0x0002126f 0x00032e6f 5   7    .data   utf8    ߊxL\r) blocks=NKo,Basic Latin
2670 0x000212d3 0x00032ed3 4   6    .data   utf8    օSAJ blocks=Armenian,Basic Latin
2671 0x0002131f 0x00032f1f 4   7    .data   utf8    zc<㫜 blocks=Basic Latin,CJK Unified Ideographs Extension A
2672 0x0002134a 0x00032f4a 4   5    .data   ascii   k,G&
2673 0x0002137a 0x00032f7a 4   6    .data   utf8    ѝN&q blocks=Cyrillic,Basic Latin
2674 0x000213cd 0x00032fcd 5   6    .data   ascii   ?=cok
2675 0x0002143f 0x0003303f 5   8    .data   utf8    ?zL! blocks=Basic Latin,Private Use Area
2676 0x0002144c 0x0003304c 4   5    .data   ascii   `iQb
2677 0x000214a1 0x000330a1 4   5    .data   ascii   2\e3U
2678 0x000214a6 0x000330a6 4   5    .data   ascii   ;[]W
2679 0x000214bb 0x000330bb 4   6    .data   utf8    W;à~ blocks=Basic Latin,Latin-1 Supplement
2680 0x000214c7 0x000330c7 5   6    .data   ascii   (UK-,
2681 0x000214e0 0x000330e0 4   5    .data   ascii   n2U.
2682 0x00021508 0x00033108 4   6    .data   utf8    ,Sȍg blocks=Basic Latin,Latin Extended-B
2683 0x0002153c 0x0003313c 6   8    .data   utf8    nKH̷T9 blocks=Basic Latin,Combining Diacritical Marks
2684 0x00021559 0x00033159 5   6    .data   ascii   Eo0sy
2685 0x000215e8 0x000331e8 4   5    .data   ascii   o|oz
2686 0x0002163b 0x0003323b 4   5    .data   ascii   DvSm
2687 0x00021647 0x00033247 5   6    .data   ascii   Vw%rY
2688 0x00021659 0x00033259 5   8    .data   utf8    ,wF㣑w blocks=Basic Latin,CJK Unified Ideographs Extension A
2689 0x0002169b 0x0003329b 5   6    .data   ascii   8K6S9
2690 0x000216bc 0x000332bc 4   5    .data   ascii   yT)j
2691 0x000216d4 0x000332d4 5   6    .data   ascii   @-<N}
2692 0x00021726 0x00033326 4   6    .data   utf8    sKχl blocks=Basic Latin,Greek and Coptic
2693 0x0002173a 0x0003333a 4   5    .data   ascii   |-:g
2694 0x00021788 0x00033388 4   5    .data   ascii   tC|"
2695 0x000217a7 0x000333a7 5   8    .data   utf8    =/ڢ!ߔ blocks=Basic Latin,Arabic,NKo
2696 0x000217af 0x000333af 5   6    .data   ascii   (\v~$r
2697 0x000217bd 0x000333bd 4   5    .data   ascii   S\amd
2698 0x00021809 0x00033409 5   7    .data   utf8    4^M!˻ blocks=Basic Latin,Spacing Modifier Letters
2699 0x00021827 0x00033427 5   6    .data   ascii   u\vC4t
2700 0x000218b5 0x000334b5 5   7    .data   utf8    o~$3ň blocks=Basic Latin,Latin Extended-A
2701 0x000218f9 0x000334f9 4   5    .data   ascii   JG|}
2702 0x00021952 0x00033552 4   5    .data   ascii   D9aD
2703 0x00021976 0x00033576 4   5    .data   ascii   xJ-6
2704 0x000219e8 0x000335e8 7   8    .data   ascii   2VibQ<q
2705 0x000219f7 0x000335f7 4   5    .data   ascii   \aMa}
2706 0x00021a27 0x00033627 6   9    .data   utf8    oaˇڛz# blocks=Basic Latin,Spacing Modifier Letters,Arabic
2707 0x00021a5e 0x0003365e 6   7    .data   ascii   `_/)\Z
2708 0x00021a7a 0x0003367a 7   8    .data   ascii   RhFbX\nX
2709 0x00021a89 0x00033689 6   7    .data   ascii   `{\aI\fv
2710 0x00021ac7 0x000336c7 6   8    .data   utf8    Ѳ{&?*B blocks=Cyrillic,Basic Latin
2711 0x00021b10 0x00033710 5   7    .data   utf8    Osw8ܡ blocks=Basic Latin,Syriac
2712 0x00021b2b 0x0003372b 4   5    .data   ascii   :EV9
2713 0x00021b3c 0x0003373c 6   7    .data   ascii   BvSYwU
2714 0x00021b49 0x00033749 6   7    .data   ascii   }w-aE.
2715 0x00021bcf 0x000337cf 4   6    .data   utf8    \v\nDϼ blocks=Basic Latin,Greek and Coptic
2716 0x00021c1d 0x0003381d 5   6    .data   ascii   =(E5d
2717 0x00021c50 0x00033850 5   6    .data   ascii   7\nTp7
2718 0x00021c6c 0x0003386c 4   6    .data   utf8    .߹{\r blocks=Basic Latin,NKo
2719 0x00021ca6 0x000338a6 4   6    .data   utf8    Fҍ+Q blocks=Basic Latin,Cyrillic
2720 0x00021cb2 0x000338b2 4   5    .data   ascii   xadG
2721 0x00021cd1 0x000338d1 5   7    .data   utf8    ݂$6L_ blocks=Syriac,Basic Latin
2722 0x00021ce9 0x000338e9 5   6    .data   ascii   4#l,m
2723 0x00021d07 0x00033907 4   5    .data   ascii   K,18
2724 0x00021d38 0x00033938 5   8    .data   utf8    HbL\f⫼ blocks=Basic Latin,Supplemental Mathematical Operators
2725 0x00021dd4 0x000339d4 5   6    .data   ascii   p FQ3
2726 0x00021e06 0x00033a06 4   5    .data   ascii   0E(8
2727 0x00021e13 0x00033a13 5   6    .data   ascii   _\let
2728 0x00021e44 0x00033a44 6   9    .data   utf8    λǽY`Xz blocks=Greek and Coptic,Latin Extended-B,Basic Latin
2729 0x00021e68 0x00033a68 4   6    .data   utf8    ګ!m\v blocks=Arabic,Basic Latin
2730 0x00021ede 0x00033ade 7   9    .data   utf8    ӣ3JnQRR blocks=Cyrillic,Basic Latin
2731 0x00021f06 0x00033b06 4   5    .data   ascii   pxqA
2732 0x00021f35 0x00033b35 6   8    .data   utf8    !}Ԣ78/ blocks=Basic Latin,Cyrillic Supplement
2733 0x00021f42 0x00033b42 5   6    .data   ascii   H&]\v+
2734 0x00021fb9 0x00033bb9 4   5    .data   ascii   *\rRZ
2735 0x00021fef 0x00033bef 5   6    .data   ascii   AyFaT
2736 0x00021ffb 0x00033bfb 5   6    .data   ascii   H2RM\r
2737 0x0002200a 0x00033c0a 5   7    .data   utf8    ̘{j+9 blocks=Combining Diacritical Marks,Basic Latin
2738 0x0002201e 0x00033c1e 4   5    .data   ascii   /E( 
2739 0x0002207e 0x00033c7e 5   6    .data   ascii   n8a<a
2740 0x00022084 0x00033c84 6   7    .data   ascii   \v9\esWK
2741 0x0002208e 0x00033c8e 4   5    .data   ascii   `6Yb
2742 0x00022095 0x00033c95 4   6    .data   utf8    ߧJ'# blocks=NKo,Basic Latin
2743 0x000220a3 0x00033ca3 5   6    .data   ascii   \a(l$G
2744 0x000220d0 0x00033cd0 4   6    .data   utf8    sW9v
2745 0x00022124 0x00033d24 4   5    .data   ascii   ATVp
2746 0x00022144 0x00033d44 4   5    .data   ascii   8h e
2747 0x0002216f 0x00033d6f 4   5    .data   ascii   _b7k
2748 0x00022182 0x00033d82 4   6    .data   utf8    G&ۤ! blocks=Basic Latin,Arabic
2749 0x0002218b 0x00033d8b 5   6    .data   ascii   \vDZ?R
2750 0x000221dd 0x00033ddd 4   6    .data   utf8    PʄvY blocks=Basic Latin,IPA Extensions
2751 0x00022263 0x00033e63 4   5    .data   ascii   *U8R
2752 0x0002227f 0x00033e7f 5   6    .data   ascii   }k\t\ts
2753 0x000222d2 0x00033ed2 5   7    .data   utf8    L@Q<3
2754 0x000222e8 0x00033ee8 5   8    .data   utf8    ̫Z̊'Q blocks=Combining Diacritical Marks,Basic Latin
2755 0x000222fa 0x00033efa 4   5    .data   ascii   IFNd
2756 0x0002233a 0x00033f3a 4   6    .data   utf8    6֛Z\a blocks=Basic Latin,Hebrew
2757 0x0002234c 0x00033f4c 5   6    .data   ascii   qXWpU
2758 0x000223ad 0x00033fad 4   6    .data   utf8    Ȋ|\tF blocks=Latin Extended-B,Basic Latin
2759 0x000223d7 0x00033fd7 4   5    .data   ascii   )dPZ
2760 0x00022417 0x00034017 5   6    .data   ascii   SSK;2
2761 0x00022424 0x00034024 7   8    .data   ascii   &Uk\rnB7
2762 0x0002244d 0x0003404d 4   6    .data   utf8    B<ػo blocks=Basic Latin,Arabic
2763 0x0002248f 0x0003408f 4   5    .data   ascii   \f2d#
2764 0x000224ea 0x000340ea 4   5    .data   ascii   6r\tf
2765 0x000224f5 0x000340f5 5   7    .data   utf8    Mŵ\aER blocks=Basic Latin,Latin Extended-A
2766 0x00022561 0x00034161 5   7    .data   utf8    ǽ&L_g blocks=Latin Extended-B,Basic Latin
2767 0x00022593 0x00034193 9   10   .data   ascii   af\b\aeJ}&4
2768 0x000225ed 0x000341ed 4   6    .data   utf8    ߋ[1+ blocks=NKo,Basic Latin
2769 0x00022688 0x00034288 4   5    .data   ascii   f4eV
2770 0x00022698 0x00034298 5   6    .data   ascii   *GG%n
2771 0x000226bd 0x000342bd 8   10   .data   utf8    Q4gnTa^q
2772 0x000226cb 0x000342cb 5   6    .data   ascii   x%0oV
2773 0x000226ec 0x000342ec 6   9    .data   utf8    ʵH\bЋpx blocks=Spacing Modifier Letters,Basic Latin,Cyrillic
2774 0x0002270f 0x0003430f 4   5    .data   ascii   ABZn
2775 0x00022745 0x00034345 4   5    .data   ascii   ik:v
2776 0x00022757 0x00034357 4   5    .data   ascii   \f$<9
2777 0x00022775 0x00034375 5   6    .data   ascii   0F5$\e
2778 0x000228a6 0x000344a6 4   5    .data   ascii   d6&N
2779 0x000228dc 0x000344dc 8   10   .data   utf8    X^D3Ɍp`S blocks=Basic Latin,Latin Extended-B
2780 0x0002290b 0x0003450b 10  12   .data   utf8    Z\f%)l/ǖ)IO blocks=Basic Latin,Latin Extended-B
2781 0x00022979 0x00034579 4   6    .data   utf8    ~@ߗ9 blocks=Basic Latin,NKo
2782 0x00022994 0x00034594 4   5    .data   ascii   "\}<
2783 0x000229a7 0x000345a7 4   5    .data   ascii   "q0k
2784 0x000229b7 0x000345b7 7   10   .data   utf8    B⊨\teEi| blocks=Basic Latin,Mathematical Operators
2785 0x000229c1 0x000345c1 4   7    .data   utf8    ǖ6Ӹt blocks=Latin Extended-B,Basic Latin,Cyrillic
2786 0x00022a76 0x00034676 5   6    .data   ascii   (i6<=
2787 0x00022aa1 0x000346a1 4   5    .data   ascii   'i\a}
2788 0x00022aa7 0x000346a7 4   6    .data   utf8    <e\bȃ blocks=Basic Latin,Latin Extended-B
2789 0x00022b2e 0x0003472e 7   8    .data   ascii   gSknX)7
2790 0x00022b77 0x00034777 4   5    .data   ascii   +\t\n?
2791 0x00022bb4 0x000347b4 4   6    .data   utf8    `T@ł blocks=Basic Latin,Latin Extended-A
2792 0x00022bfc 0x000347fc 6   8    .data   utf8    \aVeB̛5 blocks=Basic Latin,Combining Diacritical Marks
2793 0x00022c05 0x00034805 4   6    .data   utf8    CE\bˡ blocks=Basic Latin,Spacing Modifier Letters
2794 0x00022c57 0x00034857 5   6    .data   ascii   -\r@>
2795 0x00022c89 0x00034889 4   5    .data   ascii   ^^]5
2796 0x00022ca4 0x000348a4 5   6    .data   ascii   hHqC;
2797 0x00022d0e 0x0003490e 5   6    .data   ascii   yf(L'
2798 0x00022d22 0x00034922 10  13   .data   utf8    ۄY\b5/ܴT[{F blocks=Arabic,Basic Latin,Syriac
2799 0x00022d33 0x00034933 4   6    .data   utf8    Χf-i blocks=Greek and Coptic,Basic Latin
2800 0x00022d5a 0x0003495a 4   5    .data   ascii   ]G'R
2801 0x00022d87 0x00034987 4   5    .data   ascii   iELu
2802 0x00022d99 0x00034999 4   6    .data   utf8    LΛ\na blocks=Basic Latin,Greek and Coptic
2803 0x00022da4 0x000349a4 5   8    .data   utf8    egş-Ձ blocks=Basic Latin,Latin Extended-A,Armenian
2804 0x00022dfb 0x000349fb 4   5    .data   ascii   \!H]
2805 0x00022e12 0x00034a12 5   6    .data   ascii   1Eod+
2806 0x00022e38 0x00034a38 5   6    .data   ascii   A%<l2
2807 0x00022e54 0x00034a54 5   7    .data   utf8    ׃-dke blocks=Hebrew,Basic Latin
2808 0x00022ea7 0x00034aa7 6   9    .data   utf8    ꕸ{;\r!w blocks=Vai,Basic Latin
2809 0x00022ebb 0x00034abb 4   6    .data   utf8    {a{ؼ blocks=Basic Latin,Arabic
2810 0x00022eca 0x00034aca 4   5    .data   ascii   :=?)
2811 0x00022ede 0x00034ade 4   5    .data   ascii   _)H`
2812 0x00022ee4 0x00034ae4 5   9    .data   utf8    ٳѶX\tŁ blocks=Arabic,Cyrillic,Basic Latin,Latin Extended-A
2813 0x00022f00 0x00034b00 4   5    .data   ascii   c.^~
2814 0x00022f08 0x00034b08 4   5    .data   ascii   ":D9
2815 0x00022f1f 0x00034b1f 5   7    .data   utf8    UӜLi6 blocks=Basic Latin,Cyrillic
2816 0x00022fe4 0x00034be4 4   5    .data   ascii   ejwN
2817 0x00022fec 0x00034bec 5   6    .data   ascii   @\e4S~
2818 0x00023049 0x00034c49 4   5    .data   ascii   yb:s
2819 0x000230a2 0x00034ca2 4   6    .data   utf8    7M'ڔ blocks=Basic Latin,Arabic
2820 0x000230b6 0x00034cb6 6   7    .data   ascii   Z&cD*l
2821 0x0002311f 0x00034d1f 4   5    .data   ascii   AS55
2822 0x00023153 0x00034d53 5   6    .data   ascii   \vnmEm
2823 0x00023164 0x00034d64 4   5    .data   ascii   *Gk/
2824 0x00023172 0x00034d72 5   6    .data   ascii   O]-a$
2825 0x000231b0 0x00034db0 6   7    .data   ascii   +c\b~%'
2826 0x000231fc 0x00034dfc 4   5    .data   ascii   fovq
2827 0x00023220 0x00034e20 5   7    .data   utf8    \nqߔ;5 blocks=Basic Latin,NKo
2828 0x00023229 0x00034e29 4   6    .data   utf8    wɁA6 blocks=Basic Latin,Latin Extended-B
2829 0x0002322f 0x00034e2f 5   6    .data   ascii   R9Wg'
2830 0x0002323a 0x00034e3a 4   5    .data   ascii   ME\eR
2831 0x00023245 0x00034e45 5   7    .data   utf8    W\̦M? blocks=Basic Latin,Combining Diacritical Marks
2832 0x00023254 0x00034e54 4   5    .data   ascii   S!E8
2833 0x0002326c 0x00034e6c 4   5    .data   ascii   Wvyl
2834 0x0002327f 0x00034e7f 4   6    .data   utf8    ^[ϸ\f blocks=Basic Latin,Greek and Coptic
2835 0x000232ab 0x00034eab 8   9    .data   ascii   ?2{\ee\nI>
2836 0x00023300 0x00034f00 4   5    .data   ascii   $~h\b
2837 0x00023313 0x00034f13 4   5    .data   ascii   x^T?
2838 0x00023318 0x00034f18 4   5    .data   ascii   LRVJ
2839 0x00023320 0x00034f20 4   5    .data   ascii   S_88
2840 0x0002333b 0x00034f3b 5   6    .data   ascii   (?u&V
2841 0x00023362 0x00034f62 7   9    .data   utf8    o*=)ōh\ blocks=Basic Latin,Latin Extended-A
2842 0x0002336e 0x00034f6e 8   10   .data   utf8    L\\~sΉ;| blocks=Basic Latin,Greek and Coptic
2843 0x000233a0 0x00034fa0 4   5    .data   ascii   $_';
2844 0x000233b6 0x00034fb6 7   8    .data   ascii   i|2UzFB
2845 0x000233fe 0x00034ffe 4   5    .data   ascii   U)J8
2846 0x0002340c 0x0003500c 5   6    .data   ascii   6cB"N
2847 0x0002342f 0x0003502f 5   6    .data   ascii   I$wYw
2848 0x0002346d 0x0003506d 6   7    .data   ascii   wDkcU*
2849 0x0002347f 0x0003507f 4   5    .data   ascii   Z>g#
2850 0x00023494 0x00035094 7   9    .data   utf8    ޏ1_:^O* blocks=Thaana,Basic Latin
2851 0x000234a8 0x000350a8 5   6    .data   ascii   \tr\azg
2852 0x000234c2 0x000350c2 5   6    .data   ascii    FR\#
2853 0x000234cd 0x000350cd 5   6    .data   ascii   lDC;_
2854 0x00023505 0x00035105 4   5    .data   ascii   =yeH
2855 0x00023577 0x00035177 4   5    .data   ascii   W\t/@
2856 0x00023593 0x00035193 4   5    .data   ascii   J5Gd
2857 0x000235d7 0x000351d7 9   10   .data   ascii   xwTLi"x+V
2858 0x000235e1 0x000351e1 4   5    .data   ascii   GV }
2859 0x000235f3 0x000351f3 4   7    .data   utf8    >G侬_ blocks=Basic Latin,CJK Unified Ideographs
2860 0x00023606 0x00035206 5   7    .data   utf8    Y-hحi blocks=Basic Latin,Arabic
2861 0x00023628 0x00035228 4   5    .data   ascii   \:\t,
2862 0x0002363b 0x0003523b 5   7    .data   utf8    4K\b|ϴ blocks=Basic Latin,Greek and Coptic
2863 0x000236fe 0x000352fe 4   6    .data   utf8    MÞA& blocks=Basic Latin,Latin-1 Supplement
2864 0x0002373f 0x0003533f 4   5    .data   ascii   u\e7
2865 0x0002377b 0x0003537b 4   5    .data   ascii   1VrE
2866 0x00023789 0x00035389 5   6    .data   ascii   '1n4_
2867 0x000237d1 0x000353d1 5   6    .data   ascii   RURoB
2868 0x00023806 0x00035406 5   6    .data   ascii   v5O\a\a
2869 0x00023810 0x00035410 5   6    .data   ascii   Cziry
2870 0x0002383e 0x0003543e 5   7    .data   utf8    \v\f>wh
2871 0x000238a4 0x000354a4 5   8    .data   utf8    ڰpۂkX blocks=Arabic,Basic Latin
2872 0x000238af 0x000354af 4   6    .data   utf8    }δaX blocks=Basic Latin,Greek and Coptic
2873 0x000238b7 0x000354b7 6   9    .data   utf8    ֹRfӱ\r@ blocks=Hebrew,Basic Latin,Cyrillic
2874 0x00023906 0x00035506 5   6    .data   ascii   fuH6x
2875 0x00023927 0x00035527 4   6    .data   utf8    \f֫i^ blocks=Basic Latin,Hebrew
2876 0x0002393b 0x0003553b 4   5    .data   ascii   @u\@
2877 0x00023952 0x00035552 4   5    .data   ascii   T(:|
2878 0x0002399e 0x0003559e 4   5    .data   ascii   6\f@K
2879 0x000239b2 0x000355b2 7   8    .data   ascii   `"J-F,5
2880 0x000239f0 0x000355f0 4   6    .data   utf8    }^ќv blocks=Basic Latin,Cyrillic
2881 0x00023a20 0x00035620 4   5    .data   ascii   oJRA
2882 0x00023a2a 0x0003562a 5   6    .data   ascii   a&C,\a
2883 0x00023a6e 0x0003566e 4   5    .data   ascii   8.`[
2884 0x00023ab6 0x000356b6 8   10   .data   utf8    ɘMc~-JV= blocks=IPA Extensions,Basic Latin
2885 0x00023ad7 0x000356d7 5   6    .data   ascii   3\v.B|
2886 0x00023b57 0x00035757 5   6    .data   ascii   3*3)q
2887 0x00023b6b 0x0003576b 4   6    .data   utf8    1[ˎ$ blocks=Basic Latin,Spacing Modifier Letters
2888 0x00023b96 0x00035796 6   7    .data   ascii   L"@XNr
2889 0x00023bc0 0x000357c0 4   5    .data   ascii   x07U
2890 0x00023c0d 0x0003580d 4   6    .data   utf8    fܷo0 blocks=Basic Latin,Syriac
2891 0x00023c19 0x00035819 4   6    .data   utf8    O]iѿ blocks=Basic Latin,Cyrillic
2892 0x00023c2f 0x0003582f 4   5    .data   ascii   Mr\L
2893 0x00023c3a 0x0003583a 5   6    .data   ascii   5}dEa
2894 0x00023c53 0x00035853 4   6    .data   utf8    nb]E
2895 0x00023c8a 0x0003588a 5   8    .data   utf8    p䊺Nl% blocks=Basic Latin,CJK Unified Ideographs Extension A
2896 0x00023cca 0x000358ca 5   6    .data   ascii   2!U)c
2897 0x00023d24 0x00035924 4   5    .data   ascii   /T%$
2898 0x00023d68 0x00035968 4   5    .data   ascii   P2]F
2899 0x00023dd4 0x000359d4 5   8    .data   utf8    <tv듑J blocks=Basic Latin,Hangul Syllables
