[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000215 0x00000215 7   8            ascii   tx\aJ{%\a
2    0x0000021d 0x0000021d 7   8            ascii   tx\aJ{'\a
3    0x00000225 0x00000225 7   8            ascii   tx\aJ{w\a
4    0x00000245 0x00000245 7   8            ascii   tx\aRich
5    0x00000358 0x00000358 5   6            ascii   .text
6    0x0000037f 0x0000037f 7   8            ascii   h.rdata
7    0x000003a7 0x000003a7 6   7            ascii   H.data
8    0x000003d0 0x000003d0 4   5            ascii   PAGE
9    0x000003f7 0x000003f7 5   6            ascii   `INIT
10   0x00000420 0x00000420 6   7            ascii   .reloc
11   0x000004e1 0x000104e1 7   8    .text   ascii   u\f@@AA:
12   0x00000513 0x00010513 5   6    .text   ascii   tsWSV
13   0x00000588 0x00010588 4   5    .text   ascii   _^[]
14   0x000005e2 0x000105e2 4   5    .text   ascii   j`hh
15   0x00000632 0x00010632 6   7    .text   ascii   f9H$u\n
16   0x00000651 0x00010651 4   6    .text   utf8    EċE\f blocks=Basic Latin,Latin Extended-A
17   0x0000068c 0x0001068c 4   6    .text   utf8    3#\bE
18   0x0000070d 0x0001070d 5   6    .text   ascii   VVVVP
19   0x000007a5 0x000107a5 5   6    .text   ascii   hRptr
20   0x00000895 0x00010895 7   8    .text   ascii   H ;M\bu+
21   0x000008da 0x000108da 7   8    .text   ascii   M\b9H u"
22   0x00000930 0x00010930 7   8    .text   ascii   M\b9N u:
23   0x0000094a 0x0001094a 4   6    .text   utf8    ӋNP2 blocks=Cyrillic,Basic Latin
24   0x00000981 0x00010981 4   5    .text   ascii   _^[]
25   0x000009bb 0x000109bb 7   8    .text   ascii   NX;M\bt"
26   0x00000a2f 0x00010a2f 7   8    .text   ascii   NX;M\bt"
27   0x00000b29 0x00010b29 4   5    .text   ascii   Z\bVW
28   0x00000b56 0x00010b56 4   5    .text   ascii   J\nf;
29   0x00000b66 0x00010b66 8   9    .text   ascii   HNf;M\buA
30   0x00000b6f 0x00010b6f 7   8    .text   ascii   H<;J u9
31   0x00000b93 0x00010b93 7   8    .text   ascii   HNf;M\bu
32   0x00000bc4 0x00010bc4 7   8    .text   ascii   J\nf;H$u
33   0x00000bd9 0x00010bd9 6   7    .text   ascii   x<;z t
34   0x00000bfd 0x00010bfd 4   5    .text   ascii   J\nf;
35   0x00000c0c 0x00010c0c 4   5    .text   ascii   H8;J
36   0x00000c16 0x00010c16 4   5    .text   ascii   HNf;
37   0x00000c1e 0x00010c1e 5   6    .text   ascii   H(;J\f
38   0x00000c3c 0x00010c3c 4   5    .text   ascii   H8;J
39   0x00000c46 0x00010c46 4   5    .text   ascii   HNf;
40   0x00000c83 0x00010c83 4   5    .text   ascii   J\nf;
41   0x00000c96 0x00010c96 4   5    .text   ascii   H8;J
42   0x00000ca4 0x00010ca4 6   7    .text   ascii   HNf;M\b
43   0x00000cde 0x00010cde 4   5    .text   ascii   H8;J
44   0x00000ce8 0x00010ce8 8   9    .text   ascii   HNf;M\buc
45   0x00000cf5 0x00010cf5 46  47   .text   ascii   uK8X)uF8X*uA8X+u<8X,u78X-u28X.u-8X/u(8X0u#8X1u
46   0x00000d24 0x00010d24 4   5    .text   ascii   8X2u
47   0x00000d29 0x00010d29 4   5    .text   ascii   8X3u
48   0x00000d2e 0x00010d2e 4   5    .text   ascii   8X4u
49   0x00000d33 0x00010d33 9   10   .text   ascii   8X5u\n8X6u
50   0x00000d3d 0x00010d3d 4   5    .text   ascii   8X7t
51   0x00000d5e 0x00010d5e 5   7    .text   utf8    \n3ۋ@  blocks=Basic Latin,Arabic
52   0x00000d69 0x00010d69 4   5    .text   ascii   _^[]
53   0x00000daf 0x00010daf 4   5    .text   ascii   PVVV
54   0x00000eb9 0x00010eb9 4   5    .text   ascii   ^_[j
55   0x00000ef2 0x00010ef2 5   6    .text   ascii   @\b;E\b
56   0x00001028 0x00011028 5   6    .text   ascii   \a=oz&
57   0x00001042 0x00011042 5   6    .text   ascii   "=~z&
58   0x000010ae 0x000110ae 4   5    .text   ascii   _[^]
59   0x000010d7 0x000110d7 7   8    .text   ascii   I\b;M\bud
60   0x000011d3 0x000111d3 7   8    .text   ascii   @\b;E\bu@
61   0x000012ed 0x000112ed 4   5    .text   ascii   _^[]
62   0x0000131a 0x0001131a 7   8    .text   ascii   I\b;M\buk
63   0x0000141d 0x0001141d 8   9    .text   ascii   I\bW;M\bu7
64   0x000014ac 0x000114ac 4   5    .text   ascii   C#V3
65   0x0000157c 0x0001157c 4   5    .text   ascii   E\fS3
66   0x00001581 0x00011581 5   6    .text   ascii   8X!t\a
67   0x00001591 0x00011591 9   10   .text   ascii   I\b;M\buM9X
68   0x0000166f 0x0001166f 8   9    .text   ascii   I\b;M\bt\a3
69   0x0000167d 0x0001167d 4   5    .text   ascii   SVW3
70   0x00001720 0x00011720 4   5    .text   ascii   _^[]
71   0x00001787 0x00011787 8   9    .text   ascii   @\b;E\bt\a3
72   0x00001796 0x00011796 4   5    .text   ascii   E\fS3
73   0x0000183b 0x0001183b 4   5    .text   ascii   _^[]
74   0x00001941 0x00011941 4   7    .text   utf8    3\r}ث blocks=Basic Latin,Arabic
75   0x000019cc 0x000119cc 4   5    .text   ascii   t&;\r
76   0x00001abc 0x00011abc 4   5    .text   ascii   j\bXf
77   0x00001b85 0x00011b85 8   9    .text   ascii   I\b;M\bt\a3
78   0x00001c57 0x00011c57 4   5    .text   ascii   _^[]
79   0x00001e4b 0x00011e4b 5   6    .text   ascii   HHPWS
80   0x0000200e 0x0001200e 5   8    .text   utf8    C3\r}ȫ blocks=Basic Latin,Latin Extended-B
81   0x00002018 0x00012018 4   7    .text   utf8    3\r}ث blocks=Basic Latin,Arabic
82   0x000020a3 0x000120a3 4   5    .text   ascii   t&;\r
83   0x0000218f 0x0001218f 4   5    .text   ascii   j\bXf
84   0x00002229 0x00012229 5   6    .text   ascii   8_!t\a
85   0x00002247 0x00012247 7   8    .text   ascii   @\b;E\bt8
86   0x000022f3 0x000122f3 4   5    .text   ascii   _^[]
87   0x00002307 0x00012307 5   6    .text   ascii   ]\bVW3
88   0x000023a3 0x000123a3 4   5    .text   ascii   _^[]
89   0x000023b7 0x000123b7 4   5    .text   ascii   ]\bVj
90   0x000025bd 0x000125bd 4   5    .text   ascii   _^[]
91   0x00002655 0x00012655 4   7    .text   utf8    3\r}ȫ blocks=Basic Latin,Latin Extended-B
92   0x000026b9 0x000126b9 4   5    .text   ascii   j\bXf
93   0x00002755 0x00012755 4   5    .text   ascii   VVVV
94   0x0000276f 0x0001276f 4   5    .text   ascii   t+Vh
95   0x0000281f 0x0001281f 4   5    .text   ascii   u\fRW
96   0x0000283c 0x0001283c 5   6    .text   ascii   u\rPRQ
97   0x0000285a 0x0001285a 5   6    .text   ascii   Nt"Nt
98   0x00002860 0x00012860 6   7    .text   ascii   NtbNtU
99   0x00002869 0x00012869 5   6    .text   ascii   udPRQ
100  0x00002874 0x00012874 4   5    .text   ascii   cPRQ
101  0x0000287e 0x0001287e 4   5    .text   ascii   YPRQ
102  0x00002895 0x00012895 5   6    .text   ascii   t.Nt!
103  0x000028a3 0x000128a3 7   8    .text   ascii   NNu(PRQ
104  0x000028b0 0x000128b0 4   5    .text   ascii   'PRQ
105  0x0000295c 0x0001295c 5   6    .text   ascii   Ht0Ht
106  0x000029fa 0x000129fa 4   5    .text   ascii   u\tWS
