[Strings]
nth  paddr      vaddr      len  size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44   45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000ee 0x000000ee 6    7            ascii   WGRich
2    0x000001f8 0x000001f8 5    6            ascii   .text
3    0x0000021f 0x0000021f 7    8            ascii   `.rdata
4    0x00000247 0x00000247 6    7            ascii   @.data
5    0x00000270 0x00000270 5    6            ascii   .rsrc
6    0x00000297 0x00000297 7    8            ascii   @.reloc
7    0x000006a5 0x100012a5 6    7    .text   ascii   4SVW_^
8    0x00000714 0x10001314 4    5    .text   ascii   f1LE
9    0x000007a3 0x100013a3 4    5    .text   ascii   5hg\f
10   0x00000aaf 0x100016af 4    5    .text   ascii   =Dh\f
11   0x00000ac4 0x100016c4 4    5    .text   ascii   =Hh\f
12   0x00000aca 0x100016ca 4    5    .text   ascii   \rDh\f
13   0x00000bb5 0x100017b5 4    5    .text   ascii   h}U\t
14   0x00001074 0x10001c74 5    9    .text   utf8    >벋Ëu\f blocks=Basic Latin,Hangul Syllables,Latin-1 Supplement
15   0x000010bb 0x10001cbb 4    6    .text   utf8    _^+ڋ blocks=Basic Latin,Arabic
16   0x00001202 0x10001e02 4    5    .text   ascii   WVSQ
17   0x00001219 0x10001e19 4    5    .text   ascii   WRPQ
18   0x00001233 0x10001e33 4    6    .text   utf8    O\b+ȃ blocks=Basic Latin,Latin Extended-B
19   0x000012da 0x10001eda 4    5    .text   ascii   $SVW
20   0x000012e2 0x10001ee2 4    7    .text   utf8    ى]ԋ3 blocks=Arabic,Basic Latin,Cyrillic Supplement
21   0x000012e9 0x10001ee9 4    6    .text   utf8    U\b+ָ blocks=Basic Latin,Hebrew
22   0x00001326 0x10001f26 6    9    .text   utf8    }܋K\b+θ blocks=Basic Latin,Syriac,Greek and Coptic
23   0x000013f6 0x10001ff6 4    5    .text   ascii   SWRP
24   0x0000140b 0x1000200b 4    5    .text   ascii   SVQP
25   0x0000143a 0x1000203a 4    5    .text   ascii   ;u\bu
26   0x00001442 0x10002042 4    6    .text   utf8    K\b+θ blocks=Basic Latin,Greek and Coptic
27   0x00001484 0x10002084 4    6    .text   utf8    E܍\f@ blocks=Basic Latin,Syriac
28   0x00001550 0x10002150 4    5    .text   ascii   t\n;u
29   0x0000156e 0x1000216e 4    5    .text   ascii   E\b[_
30   0x00001645 0x10002245 4    5    .text   ascii   h=V\t
31   0x000016cf 0x100022cf 4    5    .text   ascii   _^[d
32   0x000016e4 0x100022e4 7    9    .text   utf8    M\f3\vU\bS
33   0x0000172b 0x1000232b 4    5    .text   ascii   M\f_;
34   0x0000176a 0x1000236a 7    9    .text   utf8    DSVW3ۍM blocks=Basic Latin,Arabic
35   0x0000179e 0x1000239e 4    6    .text   utf8    9=Ȩ\f blocks=Basic Latin,Latin Extended-B
36   0x000017d8 0x100023d8 4    5    .text   ascii   ;z\fs
37   0x000017fd 0x100023fd 4    5    .text   ascii   ;x\fs
38   0x000018fa 0x100024fa 4    5    .text   ascii   _^[d
39   0x0000192a 0x1000252a 5    7    .text   utf8    TV3\rM
40   0x0000199b 0x1000259b 4    5    .text   ascii   ;z\fs
41   0x000019c0 0x100025c0 4    5    .text   ascii   ;x\fs
42   0x00001d8a 0x1000298a 4    5    .text   ascii   _^[d
43   0x00001e6b 0x10002a6b 4    5    .text   ascii   AQWP
44   0x00001e82 0x10002a82 4    5    .text   ascii   _^[]
45   0x00001ed1 0x10002ad1 4    5    .text   ascii   wY;F
46   0x00002098 0x10002c98 4    5    .text   ascii   _^[]
47   0x000020e1 0x10002ce1 4    5    .text   ascii   wb;F
48   0x0000222e 0x10002e2e 4    5    .text   ascii   E\fWP
49   0x00002395 0x10002f95 4    5    .text   ascii   h]X\t
50   0x00002483 0x10003083 4    5    .text   ascii   ~@ f
51   0x00002680 0x10003280 4    5    .text   ascii   t$PV
52   0x000026c5 0x100032c5 4    5    .text   ascii   h'Y\t
53   0x000026da 0x100032da 4    5    .text   ascii   XSVW
54   0x00002719 0x10003319 4    5    .text   ascii   t\eh8
55   0x0000283b 0x1000343b 4    5    .text   ascii   wJQR
56   0x00002877 0x10003477 4    5    .text   ascii   _^[d
57   0x00002895 0x10003495 4    5    .text   ascii   hUY\t
58   0x00002925 0x10003525 4    5    .text   ascii   h}Y\t
59   0x00002995 0x10003595 4    5    .text   ascii   hUY\t
60   0x00002a15 0x10003615 4    5    .text   ascii   hUY\t
61   0x00002a85 0x10003685 4    5    .text   ascii   h}Y\t
62   0x00002c95 0x10003895 4    5    .text   ascii   wJQR
63   0x00002cf5 0x100038f5 4    5    .text   ascii   hUY\t
64   0x00002d75 0x10003975 4    5    .text   ascii   h%Z\t
65   0x00002df5 0x100039f5 4    5    .text   ascii   h}Y\t
66   0x00002e65 0x10003a65 4    5    .text   ascii   hMZ\t
67   0x00002ef5 0x10003af5 4    5    .text   ascii   h}Z\t
68   0x00003167 0x10003d67 5    6    .text   ascii   F<9\au
69   0x00003171 0x10003d71 4    6    .text   utf8    NP+щ blocks=Basic Latin,Cyrillic
70   0x00003235 0x10003e35 4    5    .text   ascii   h\e[\t
71   0x00003365 0x10003f65 4    5    .text   ascii   hM[\t
72   0x00003482 0x10004082 4    6    .text   utf8    N\b+ȃ blocks=Basic Latin,Latin Extended-B
73   0x000037d5 0x100043d5 4    5    .text   ascii   h}Y\t
74   0x00003825 0x10004425 4    5    .text   ascii   hE\\t
75   0x00003875 0x10004475 4    5    .text   ascii   hE\\t
76   0x00003905 0x10004505 4    5    .text   ascii   hm\\t
77   0x00003ae4 0x100046e4 4    5    .text   ascii   H ^]
78   0x00003af4 0x100046f4 7    8    .text   ascii   E\bSVW_^
79   0x00003b64 0x10004764 7    8    .text   ascii   E\bSVW_^
80   0x00003bd5 0x100047d5 4    5    .text   ascii   h3]\t
81   0x00003c8f 0x1000488f 5    6    .text   ascii   t\vjXV
82   0x00003d1f 0x1000491f 5    6    .text   ascii   t\vjHV
