[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000080 0x00000080 4   5            ascii   ZQ\ni
2    0x0000009d 0x0000009d 4   5            ascii   0d:9
3    0x000000a9 0x000000a9 7   8            ascii   0e:W0d:
4    0x000000b3 0x000000b3 5   6            ascii   :T0d:
5    0x000000cd 0x000000cd 7   8            ascii   0d:Rich
6    0x000001e0 0x000001e0 5   6            ascii   .text
7    0x00000207 0x00000207 7   8            ascii   `.rdata
8    0x0000022f 0x0000022f 6   7            ascii   @.data
9    0x00000258 0x00000258 5   6            ascii   .rsrc
10   0x00000461 0x00401061 4   5    .text   ascii   D$\ni
11   0x0000047a 0x0040107a 4   5    .text   ascii   T$\n:
12   0x00000488 0x00401088 6   7    .text   ascii   D$\n<Qu
13   0x00000496 0x00401096 5   7    .text   utf8    T$\niɃ blocks=Basic Latin,Latin Extended-B
14   0x000004a5 0x004010a5 5   7    .text   utf8    3ʈL$\n blocks=Basic Latin,IPA Extensions
15   0x000004bd 0x004010bd 4   5    .text   ascii   L$\n3
16   0x000004e9 0x004010e9 6   7    .text   ascii   L$\v<Aw
17   0x000004fe 0x004010fe 5   7    .text   utf8    D$\n3Ѐ blocks=Basic Latin,Cyrillic
18   0x00000573 0x00401173 4   5    .text   ascii   L$\v#
19   0x0000058b 0x0040118b 4   5    .text   ascii   D$\v]
20   0x00000596 0x00401196 5   7    .text   utf8    ÊL$\nV blocks=Latin-1 Supplement,Basic Latin
21   0x000005d3 0x004011d3 4   6    .text   utf8    UPkɚ blocks=Basic Latin,IPA Extensions
22   0x00000694 0x00401294 5   6    .text   ascii   L$ Qj
23   0x00000738 0x00401338 5   7    .text   utf8    !3ЈT$ blocks=Basic Latin,Cyrillic
24   0x00000810 0x00401410 5   7    .text   utf8    \t#ʈL$ blocks=Basic Latin,IPA Extensions
25   0x000008e6 0x004014e6 4   6    .text   utf8    3ЋD$ blocks=Basic Latin,Cyrillic
26   0x00000a3b 0x0040163b 4   5    .text   ascii   +A\ff
27   0x00000a47 0x00401647 4   6    .text   utf8    ȉL$\f blocks=Latin Extended-B,Basic Latin
28   0x00000b87 0x00401787 5   7    .text   utf8    ʋT$ % blocks=IPA Extensions,Basic Latin
29   0x00000c5d 0x0040185d 4   5    .text   ascii   _^][
30   0x00000c91 0x00401891 4   5    .text   ascii   L$\bV
31   0x00000cba 0x004018ba 5   7    .text   utf8    T$\fiң blocks=Basic Latin,Cyrillic
32   0x00000ccf 0x004018cf 4   5    .text   ascii   Lqer
33   0x00000cf1 0x004018f1 4   5    .text   ascii   L$\fi
34   0x00000d38 0x00401938 4   5    .text   ascii   32.d
35   0x00000d97 0x00401997 4   7    .text   utf8    D$\a뤃 blocks=Basic Latin,Hangul Syllables
36   0x00000da2 0x004019a2 4   5    .text   ascii   D$\f^
37   0x00000da8 0x004019a8 4   6    .text   utf8    (ËL$ blocks=Basic Latin,Latin-1 Supplement
38   0x00000ddb 0x004019db 4   5    .text   ascii   D$\f3
39   0x00000de2 0x004019e2 4   5    .text   ascii   D$\bf
40   0x00000e11 0x00401a11 4   5    .text   ascii   D$ P
41   0x00000e7f 0x00401a7f 5   7    .text   utf8    D$\f3Ѓ blocks=Basic Latin,Cyrillic
42   0x00000e89 0x00401a89 6   7    .text   ascii   rqewRV
43   0x00000ecd 0x00401acd 4   5    .text   ascii   t$\f4
44   0x00000f39 0x00401b39 4   6    .text   utf8    (ËT$ blocks=Basic Latin,Latin-1 Supplement
45   0x00000f67 0x00401b67 4   6    .text   utf8    (ËT$ blocks=Basic Latin,Latin-1 Supplement
46   0x00000fc1 0x00401bc1 5   6    .text   ascii   D$\f=4
47   0x00001015 0x00401c15 4   5    .text   ascii   L$\af
48   0x00001062 0x00401c62 4   5    .text   ascii   pSU3
49   0x000010b3 0x00401cb3 5   7    .text   utf8    |$L29
50   0x000010d2 0x00401cd2 4   5    .text   ascii   T$\f+
51   0x000010e9 0x00401ce9 5   6    .text   ascii   L$\f_]
52   0x00001192 0x00401d92 4   5    .text   ascii   Ss3f
53   0x000011fb 0x00401dfb 4   5    .text   ascii   T$@f
54   0x0000128e 0x00401e8e 4   5    .text   ascii   =s&f
55   0x0000130c 0x00401f0c 4   5    .text   ascii   l$|f
56   0x00001372 0x00401f72 4   5    .text   ascii   D$,;
57   0x000013c1 0x00401fc1 4   5    .text   ascii   D$0;
58   0x0000140e 0x0040200e 6   7    .text   ascii   #d\e)QV
59   0x00001433 0x00402033 4   5    .text   ascii   l$4f
60   0x0000150d 0x0040210d 4   5    .text   ascii   0w1f
61   0x000015e8 0x004021e8 4   5    .text   ascii   |$(f
62   0x00001689 0x00402289 4   5    .text   ascii   Grgf
63   0x000016a9 0x004022a9 4   5    .text   ascii   t$(f
64   0x000016da 0x004022da 5   6    .text   ascii   T$PRQ
65   0x000016fb 0x004022fb 4   5    .text   ascii   \ru7f
66   0x0000171a 0x0040231a 4   5    .text   ascii   \beRV
67   0x000017e4 0x004023e4 4   5    .text   ascii   L$@Q
68   0x000017e9 0x004023e9 6   8    .text   utf8    T$lR3ҹ blocks=Basic Latin,Cyrillic
69   0x0000180e 0x0040240e 4   5    .text   ascii   T$(R
70   0x00001855 0x00402455 4   5    .text   ascii   T$X%
71   0x0000186e 0x0040246e 4   6    .text   utf8    +ȉT$ blocks=Basic Latin,Latin Extended-B
72   0x000018d3 0x004024d3 4   6    .text   utf8    ȋD$  blocks=Latin Extended-B,Basic Latin
73   0x000018e6 0x004024e6 4   5    .text   ascii   T$ R
74   0x000018f8 0x004024f8 5   6    .text   ascii   T$dRP
75   0x00001913 0x00402513 4   5    .text   ascii   D$PP
76   0x00001939 0x00402539 4   5    .text   ascii   D$8P
77   0x0000195b 0x0040255b 4   5    .text   ascii   T$XP
78   0x00001960 0x00402560 6   7    .text   ascii   D$$QRP
79   0x00001a02 0x00402602 4   6    .text   utf8    ډD$H blocks=Arabic,Basic Latin
80   0x00001a32 0x00402632 5   6    .text   ascii   L$HQj
81   0x00001a7b 0x0040267b 4   5    .text   ascii   *vtf
82   0x00001b0a 0x0040270a 4   5    .text   ascii   Ps+f
83   0x00001b3f 0x0040273f 4   6    .text   utf8    ɸYe@ blocks=IPA Extensions,Basic Latin
84   0x00001bac 0x004027ac 4   5    .text   ascii   D$<P
85   0x00001bbc 0x004027bc 4   5    .text   ascii   D$ P
86   0x00001bc1 0x004027c1 5   6    .text   ascii   L$`QR
87   0x00001bf2 0x004027f2 4   5    .text   ascii   $u f
88   0x00001c28 0x00402828 4   5    .text   ascii   T$`P
89   0x00001c31 0x00402831 7   9    .text   utf8    ЍL$$QPf blocks=Cyrillic,Basic Latin
90   0x00001c3a 0x0040283a 4   5    .text   ascii   D$ R
91   0x00001cd5 0x004028d5 5   6    .text   ascii   T$XRj
92   0x00001d37 0x00402937 5   6    .text   ascii   L$\QR
93   0x00001d87 0x00402987 4   5    .text   ascii   ^_]#
94   0x00001dbb 0x004029bb 4   5    .text   ascii   T$\b[
95   0x00001e11 0x00402a11 5   7    .text   utf8    D$\b3Ҿ blocks=Basic Latin,Cyrillic
96   0x00001e5b 0x00402a5b 5   7    .text   utf8    +ЉT$\b blocks=Basic Latin,Cyrillic
97   0x00001e6d 0x00402a6d 5   7    .text   utf8    ^#ЉT$ blocks=Basic Latin,Cyrillic
98   0x00001ec5 0x00402ac5 4   5    .text   ascii   D$\bP
99   0x00001f17 0x00402b17 6   8    .text   utf8    $+ЋD$\b blocks=Basic Latin,Cyrillic
100  0x00001f62 0x00402b62 4   5    .text   ascii   T$\v+
101  0x00001f79 0x00402b79 6   7    .text   ascii   L$(uMf
102  0x00001fba 0x00402bba 7   8    .text   ascii   D$\v<\ru'
103  0x00001fc2 0x00402bc2 5   6    .text   ascii   L$\v_^
104  0x00001fca 0x00402bca 5   7    .text   utf8    ÊD$\v< blocks=Latin-1 Supplement,Basic Latin
105  0x00001fd1 0x00402bd1 5   7    .text   utf8    u͊T$\v blocks=Basic Latin,Combining Diacritical Marks
106  0x00001fe6 0x00402be6 5   8    .text   utf8    뼊T$\vS blocks=Hangul Syllables,Basic Latin
107  0x00002102 0x00402d02 4   6    .text   utf8    ȋt$  blocks=Latin Extended-B,Basic Latin
108  0x000021d3 0x00402dd3 4   5    .text   ascii   +D$$
109  0x00002203 0x00402e03 5   6    .text   ascii   D$ =I
110  0x00002240 0x00402e40 5   6    .text   ascii   L$ %a
111  0x00002248 0x00402e48 5   7    .text   utf8    \vID$ 
112  0x00002261 0x00402e61 5   6    .text   ascii   D$ =I
113  0x000022d9 0x00402ed9 5   6    .text   ascii   d$ Zf
114  0x000022ee 0x00402eee 4   5    .text   ascii   D$(;
115  0x00002315 0x00402f15 4   6    .text   utf8    \vʈL$ blocks=Basic Latin,IPA Extensions
116  0x0000232a 0x00402f2a 6   8    .text   utf8    f;KL$4
117  0x000023c0 0x00402fc0 4   5    .text   ascii   ][_^
118  0x000023cd 0x00402fcd 4   5    .text   ascii   ][_^
119  0x000023da 0x00402fda 4   5    .text   ascii   ][_^
120  0x000023e7 0x00402fe7 4   5    .text   ascii   ][_^
121  0x00002456 0x00403056 4   5    .text   ascii   ][_^
122  0x00002483 0x00403083 4   5    .text   ascii   ][_^
123  0x000024e9 0x004030e9 4   5    .text   ascii   L$\b^
124  0x00002500 0x00403100 6   7    .text   ascii   @VWAVH
125  0x00002519 0x00403119 4   5    .text   ascii   L$`L
126  0x00002525 0x00403125 4   5    .text   ascii   D$P.
127  0x0000252d 0x0040312d 4   6    .text   utf8    D$Pi
128  0x0000253b 0x0040313b 4   5    .text   ascii   D$P%
129  0x0000254b 0x0040314b 5   7    .text   utf8    D$P=ڑ blocks=Basic Latin,Arabic
130  0x00002556 0x00403156 5   7    .text   utf8    D$P=ڑ blocks=Basic Latin,Arabic
131  0x00002562 0x00403162 6   8    .text   utf8    |$h39(
132  0x0000257a 0x0040317a 4   5    .text   ascii   D$P5
133  0x0000258c 0x0040318c 4   5    .text   ascii   D$PH
134  0x000025a5 0x004031a5 5   7    .text   utf8    D$P=ڑ blocks=Basic Latin,Arabic
135  0x000025c6 0x004031c6 5   7    .text   utf8    D$P=ڑ blocks=Basic Latin,Arabic
136  0x0000268a 0x0040328a 7   10   .text   utf8    +ȋD$PǄ$ blocks=Basic Latin,Latin Extended-B
137  0x00002708 0x00403308 4   5    .text   ascii   <au\t
138  0x000027cd 0x004033cd 4   6    .text   utf8    ՋL$P blocks=Armenian,Basic Latin
139  0x000027e2 0x004033e2 5   6    .text   ascii   L$PtP
140  0x00002871 0x00403471 5   6    .text   ascii   L$PEi
141  0x00002883 0x00403483 4   5    .text   ascii   D$XH
142  0x00002888 0x00403488 4   5    .text   ascii   T$p\v
143  0x0000288f 0x0040348f 4   5    .text   ascii   L$`A
144  0x000028bd 0x004034bd 4   5    .text   ascii   L$`f
145  0x00002960 0x00403560 4   5    .text   ascii   A^_^
146  0x00002a09 0x00403609 4   5    .text   ascii   D$P=
147  0x00002b2e 0x0040372e 4   5    .text   ascii   D$P=
148  0x00002bb7 0x004037b7 4   7    .text   utf8    ȁP{\t blocks=Latin Extended-B,Basic Latin
149  0x00002bfb 0x004037fb 4   5    .text   ascii   Ew(@
150  0x00002c27 0x00403827 5   6    .text   ascii   D$P=l
151  0x00002c42 0x00403842 4   5    .text   ascii   T$PH
152  0x00002cb4 0x004038b4 4   5    .text   ascii   D$P5
153  0x00002cfc 0x004038fc 4   5    .text   ascii   <'v+
