[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8 4   5            ascii   Rich
2    0x000001f0 0x000001f0 5   6            ascii   .text
3    0x00000217 0x00000217 7   8            ascii   `.rdata
4    0x0000023f 0x0000023f 6   7            ascii   @.data
5    0x00000268 0x00000268 5   6            ascii   .rsrc
6    0x0000028f 0x0000028f 7   8            ascii   @.reloc
7    0x00000420 0x00401020 6   7    .text   ascii   j h|3C
8    0x000004c2 0x004010c2 4   5    .text   ascii   h\b4C
9    0x000004e2 0x004010e2 4   5    .text   ascii   h{3C
10   0x00000502 0x00401102 4   5    .text   ascii   h{3C
11   0x00000522 0x00401122 4   5    .text   ascii   h{3C
12   0x00000542 0x00401142 4   5    .text   ascii   h{3C
13   0x00000560 0x00401160 6   7    .text   ascii   j\bh$4C
14   0x00000582 0x00401182 4   5    .text   ascii   h04C
15   0x000005a2 0x004011a2 4   5    .text   ascii   hD4C
16   0x000005c0 0x004011c0 6   7    .text   ascii   j\fhX4C
17   0x000005e0 0x004011e0 6   7    .text   ascii   j(hh4C
18   0x00000680 0x00401280 6   7    .text   ascii   j\fhX5C
19   0x000006a2 0x004012a2 4   5    .text   ascii   hh5C
20   0x000006c2 0x004012c2 4   5    .text   ascii   hp5C
21   0x00000760 0x00401360 6   7    .text   ascii   jXh\b6C
22   0x00000782 0x00401382 4   5    .text   ascii   hd6C
23   0x000007a0 0x004013a0 6   7    .text   ascii   j\bh|6C
24   0x00000982 0x00401582 4   5    .text   ascii   h(7C
25   0x000009a2 0x004015a2 4   5    .text   ascii   hD7C
26   0x000009c2 0x004015c2 4   5    .text   ascii   hL7C
27   0x000009e2 0x004015e2 4   5    .text   ascii   hT7C
28   0x00000a00 0x00401600 6   7    .text   ascii   j\bh\7C
29   0x00000a20 0x00401620 6   7    .text   ascii   j\fhh7C
30   0x00000a40 0x00401640 6   7    .text   ascii   j\fhx7C
31   0x00000c02 0x00401802 4   5    .text   ascii   h\b8C
32   0x00000c42 0x00401842 4   5    .text   ascii   h<8C
33   0x00000c62 0x00401862 4   5    .text   ascii   hP8C
34   0x00000c80 0x00401880 6   7    .text   ascii   j\bhh8C
35   0x00000ca2 0x004018a2 4   5    .text   ascii   ht8C
36   0x00000da0 0x004019a0 6   7    .text   ascii   j\bh\b9C
37   0x00000de2 0x004019e2 4   5    .text   ascii   h 9C
38   0x00000e02 0x00401a02 4   5    .text   ascii   h49C
39   0x00000e22 0x00401a22 4   5    .text   ascii   hH9C
40   0x00000e42 0x00401a42 4   5    .text   ascii   hP9C
41   0x00000e60 0x00401a60 6   7    .text   ascii   j@hX9C
42   0x00000ee0 0x00401ae0 6   7    .text   ascii   j\fh8:C
43   0x00000f00 0x00401b00 6   7    .text   ascii   j\bhH:C
44   0x00000f20 0x00401b20 6   7    .text   ascii   j\bhT:C
45   0x00000f40 0x00401b40 6   7    .text   ascii   j\bh`:C
46   0x00000f60 0x00401b60 6   7    .text   ascii   j@hp:C
47   0x00000fa2 0x00401ba2 4   5    .text   ascii   h\f;C
48   0x00000fc0 0x00401bc0 6   7    .text   ascii   j4h ;C
49   0x00000fe0 0x00401be0 6   7    .text   ascii   j\fhX;C
50   0x00001000 0x00401c00 6   7    .text   ascii   jPhh;C
51   0x00001080 0x00401c80 6   7    .text   ascii   j$h <C
52   0x000010a0 0x00401ca0 6   7    .text   ascii   j$hH<C
53   0x000010c0 0x00401cc0 6   7    .text   ascii   j<hp<C
54   0x000011e2 0x00401de2 4   5    .text   ascii   h(=C
55   0x00001200 0x00401e00 6   7    .text   ascii   j\fh0=C
56   0x00001240 0x00401e40 6   7    .text   ascii   j\bh@=C
57   0x00001260 0x00401e60 6   7    .text   ascii   j\bhL=C
58   0x00001280 0x00401e80 6   7    .text   ascii   j\bhX=C
59   0x000012a2 0x00401ea2 4   5    .text   ascii   hd=C
