Metadata Signature: 0x4d880 0x10001424a5342 16
.NET Version: v4.0.30319
Number of Metadata Streams: 9
DirectoryAddress: b4 Size: 1520
Stream name: #~ 4
DirectoryAddress: 15d4 Size: 7eb4
Stream name: #Strings 12
DirectoryAddress: 9488 Size: 126c
Stream name: #US 4
DirectoryAddress: a6f4 Size: 10
Stream name: #GUID 8
DirectoryAddress: a704 Size: 74c
Stream name: #Blob 8
DirectoryAddress: ae50 Size: 10
Stream name: #GUID 8
DirectoryAddress: ae60 Size: 4
Stream name: #Strings 12
DirectoryAddress: ae64 Size: 4
Stream name: #Blob 8
DirectoryAddress: ae68 Size: 4
Stream name: #Schema 8
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 6   7            ascii   `.rsrc
3    0x000001c7 0x000001c7 7   8            ascii   @.reloc
4    0x0000025f 0x0040205f 8   10   .text   utf8    װU<&9@84 blocks=Hebrew,Basic Latin
5    0x0000029a 0x0040209a 4   5    .text   ascii   y9zu
6    0x00000363 0x00402163 5   7    .text   utf8    c@9dγ blocks=Basic Latin,Greek and Coptic
7    0x00000371 0x00402171 4   5    .text   ascii   tJ ,
8    0x000003b3 0x004021b3 4   6    .text   utf8    ]R%K
9    0x000003b9 0x004021b9 4   7    .text   utf8    c磺sg blocks=Basic Latin,CJK Unified Ideographs
10   0x000003d1 0x004021d1 4   5    .text   ascii   :U9=
11   0x0000046c 0x0040226c 5   6    .text   ascii   @/p2Y
12   0x00000486 0x00402286 4   5    .text   ascii   k8%[
13   0x0000049b 0x0040229b 4   5    .text   ascii   SfME
14   0x000004bb 0x004022bb 4   5    .text   ascii   A&\vf
15   0x0000051b 0x0040231b 4   5    .text   ascii   5G\nj
16   0x00000531 0x00402331 4   6    .text   utf8    с/7m blocks=Cyrillic,Basic Latin
17   0x0000057d 0x0040237d 4   5    .text   ascii   -tEe
18   0x0000059f 0x0040239f 5   7    .text   utf8    eľn\e6 blocks=Basic Latin,Latin Extended-A
19   0x00000665 0x00402465 4   5    .text   ascii    XvF
20   0x000006b4 0x004024b4 4   5    .text   ascii   Vs*I
21   0x000006c5 0x004024c5 10  11   .text   ascii   J#"-\v{&mZp
22   0x000006e8 0x004024e8 4   5    .text   ascii   f64\f
23   0x000006fd 0x004024fd 6   7    .text   ascii   8.!\s\
24   0x00000705 0x00402505 6   7    .text   ascii   u\tb9;o
25   0x00000726 0x00402526 4   5    .text   ascii   7}mp
26   0x00000764 0x00402564 4   6    .text   utf8    `ĎQz blocks=Basic Latin,Latin Extended-A
27   0x00000785 0x00402585 4   5    .text   ascii   `+3t
28   0x00000793 0x00402593 5   7    .text   utf8    v'1ϊa blocks=Basic Latin,Greek and Coptic
29   0x000007ed 0x004025ed 4   5    .text   ascii   ZVhN
30   0x00000803 0x00402603 6   7    .text   ascii   y<\v[>#
31   0x000009e8 0x004027e8 4   5    .text   ascii   m^5)
32   0x00000a35 0x00402835 4   5    .text   ascii   _Q\a8
33   0x00000a8c 0x0040288c 5   6    .text   ascii   56](\
34   0x00000ad1 0x004028d1 4   5    .text   ascii   \bw,v
35   0x00000afe 0x004028fe 4   5    .text   ascii   /Z]a
36   0x00000b0a 0x0040290a 4   5    .text   ascii   4|ex
37   0x00000b17 0x00402917 4   5    .text   ascii   u('e
38   0x00000b67 0x00402967 4   6    .text   utf8    /ޓ%) blocks=Basic Latin,Thaana
39   0x00000bb4 0x004029b4 4   5    .text   ascii   $Cj}
40   0x00000bb9 0x004029b9 6   9    .text   utf8    7-^䘐/u blocks=Basic Latin,CJK Unified Ideographs Extension A
41   0x00000be1 0x004029e1 4   5    .text   ascii   >W01
42   0x00000bfe 0x004029fe 4   5    .text   ascii   NdJ2
43   0x00000c20 0x00402a20 5   6    .text   ascii   *H3LB
44   0x00000c26 0x00402a26 4   6    .text   utf8    hޱ$z blocks=Basic Latin,Thaana
45   0x00000c6e 0x00402a6e 5   6    .text   ascii   HT\fdd
46   0x00000c7c 0x00402a7c 6   7    .text   ascii   c"]s~o
47   0x00000c86 0x00402a86 4   5    .text   ascii   P$5M
48   0x00000ca9 0x00402aa9 4   5    .text   ascii   Og\b\f
49   0x00000cae 0x00402aae 5   6    .text   ascii   R{_wj
50   0x00000cbb 0x00402abb 6   8    .text   utf8    V~K[Ȩh blocks=Basic Latin,Latin Extended-B
51   0x00000cd6 0x00402ad6 5   6    .text   ascii   5@X) 
52   0x00000d15 0x00402b15 5   6    .text   ascii   \v#\\tH
53   0x00000d2e 0x00402b2e 4   5    .text   ascii   OF>N
54   0x00000d4c 0x00402b4c 5   6    .text   ascii   VqB,.
55   0x00000d91 0x00402b91 5   6    .text   ascii   ]8k>b
56   0x00000e65 0x00402c65 4   5    .text   ascii   `cf.
57   0x00000e88 0x00402c88 4   5    .text   ascii   LD"{
58   0x00000eb3 0x00402cb3 4   6    .text   utf8    Wg7à blocks=Basic Latin,Latin-1 Supplement
59   0x00000ee5 0x00402ce5 4   5    .text   ascii   jQhT
60   0x00000eec 0x00402cec 4   5    .text   ascii   uGI-
61   0x00000efe 0x00402cfe 4   6    .text   utf8    0W,۹ blocks=Basic Latin,Arabic
62   0x00000f30 0x00402d30 4   5    .text   ascii   k},X
63   0x00000f50 0x00402d50 4   6    .text   utf8    nUެ\f blocks=Basic Latin,Thaana
64   0x00000f9d 0x00402d9d 4   5    .text   ascii   h$xF
65   0x00000fd7 0x00402dd7 4   5    .text   ascii   2L1>
66   0x00000fe8 0x00402de8 4   5    .text   ascii   !|x]
67   0x0000101d 0x00402e1d 4   5    .text   ascii   STp\a
68   0x00001046 0x00402e46 4   5    .text   ascii   ;[qq
69   0x0000104d 0x00402e4d 4   5    .text   ascii   k!Ue
70   0x000010dd 0x00402edd 4   5    .text   ascii   3blI
71   0x000010e8 0x00402ee8 4   5    .text   ascii   X@bR
72   0x00001161 0x00402f61 4   6    .text   utf8    pzýV blocks=Basic Latin,Latin-1 Supplement
73   0x00001178 0x00402f78 4   5    .text   ascii   V%gE
74   0x0000118e 0x00402f8e 9   11   .text   utf8    %d!R5}^`ݾ blocks=Basic Latin,Arabic Supplement
75   0x000011a5 0x00402fa5 4   5    .text   ascii   qqu2
76   0x000011be 0x00402fbe 4   5    .text   ascii   JkEo
77   0x000011ef 0x00402fef 5   6    .text   ascii   Za[J'
78   0x00001220 0x00403020 4   7    .text   utf8    \fs!j
79   0x0000126c 0x0040306c 7   8    .text   ascii    \a;}4[c
80   0x000012d4 0x004030d4 10  11   .text   ascii   >U\eyv+7ag\a
81   0x000012ea 0x004030ea 4   5    .text   ascii   $_B`
82   0x0000133c 0x0040313c 4   5    .text   ascii   @WF3
83   0x00001347 0x00403147 4   5    .text   ascii   :-Y>
84   0x0000134c 0x0040314c 4   5    .text   ascii   8Am4
