[Strings]
nth  paddr      vaddr      len size section type    string
1223 0x0000c290 0x0000c290 6   7            ascii   UUUUUU
1224 0x0000c2c0 0x0000c2c0 6   7            ascii   UUUUUU
1225 0x0000c341 0x0000c341 5   6            ascii   TUUUU
1226 0x0000c363 0x0000c363 5   6            ascii   \a#Ib?
1227 0x0000c3a0 0x0000c3a0 7   16           utf16le CONOUT$
1228 0x0000c4f3 0x0000c4f3 4   6            utf8    pdƮ? blocks=Basic Latin,Latin Extended-B
1229 0x0000cbe1 0x0000cbe1 4   5            ascii   \r.3i
1230 0x0000cbef 0x0000cbef 6   7            ascii   =imb;D
1231 0x0000cbf7 0x0000cbf7 4   5            ascii   =W>6
1232 0x0000cc64 0x0000cc64 4   5            ascii   \vz\t>
1233 0x0000ccba 0x0000ccba 4   5            ascii   :\t\tr
1234 0x0000ccdf 0x0000ccdf 4   5            ascii   >[^j
1235 0x0000cce7 0x0000cce7 4   5            ascii   >Kb|
1236 0x0000ccf3 0x0000ccf3 5   8            utf8    β>\t>ޔ blocks=Greek and Coptic,Basic Latin,Thaana
1237 0x0000cd26 0x0000cd26 4   5            ascii   +>De
1238 0x0000cd37 0x0000cd37 4   5            ascii   >`\ez
1239 0x0000cd59 0x0000cd59 8   9            ascii   \b1<.\t/>:
1240 0x0000cd79 0x0000cd79 6   8            utf8    \vMǛ/#> blocks=Basic Latin,Latin Extended-B
1241 0x0000cd99 0x0000cd99 4   5            ascii   11Y@
1242 0x0000cd9e 0x0000cd9e 6   7            ascii   />58d%
1243 0x0000cdb4 0x0000cdb4 4   5            ascii   MJ$>
1244 0x0000cdc4 0x0000cdc4 4   5            ascii   H\v*>
1245 0x0000cdcf 0x0000cdcf 4   5            ascii   >cQ6
1246 0x0000cdd5 0x0000cdd5 6   7            ascii   \f!>6'Y
1247 0x0000cde7 0x0000cde7 6   7            ascii   >jtm}S
1248 0x0000ce1f 0x0000ce1f 4   5            ascii   >77:
1249 0x0000ce3e 0x0000ce3e 6   7            ascii   )>6{1n
1250 0x0000ce4a 0x0000ce4a 7   8            ascii   r\tVr.>T
1251 0x0000ce5c 0x0000ce5c 6   7            ascii   +f)>0'
1252 0x0000ce74 0x0000ce74 4   5            ascii   \f4\n>
1253 0x0000ce96 0x0000ce96 5   6            ascii   .>\f5b
1254 0x0000ceab 0x0000ceab 5   6            ascii   Lj[;>
1255 0x0000cece 0x0000cece 5   6            ascii   3>fvw
1256 0x0000cedc 0x0000cedc 6   7            ascii   ;H9>&X
1257 0x0000cf02 0x0000cf02 7   8            ascii   *StO9>T
1258 0x0000cf0c 0x0000cf0c 4   5            ascii   '4\a>
1259 0x0000cf2e 0x0000cf2e 13  15           utf8    .>Tu\n\f.(!>ʧY3 blocks=Basic Latin,IPA Extensions
1260 0x0000cf3d 0x0000cf3d 5   6            ascii   p\r>%@
1261 0x0000cf4c 0x0000cf4c 6   7            ascii   n03>Pu
1262 0x0000cfc6 0x0000cfc6 4   5            ascii   />\tV
1263 0x0000cfcd 0x0000cfcd 4   5            ascii   S9>H
1264 0x0000cffc 0x0000cffc 4   5            ascii   .\f0>
1265 0x0000d014 0x0000d014 4   5            ascii   x.&>
1266 0x0000d022 0x0000d022 7   8            ascii   K~Je#>!
1267 0x0000d034 0x0000d034 5   6            ascii   -/!>\f
1268 0x0000d046 0x0000d046 4   5            ascii   (>aI
1269 0x0000d04f 0x0000d04f 4   5            ascii   =cQ6
1270 0x0000d05b 0x0000d05b 5   6            ascii   +M<7>
1271 0x0000d06c 0x0000d06c 5   7            utf8    ư*>f[ blocks=Latin Extended-B,Basic Latin
1272 0x0000d07c 0x0000d07c 4   5            ascii   o ->
1273 0x0000d09c 0x0000d09c 4   5            ascii   l(>>
1274 0x0000d0a1 0x0000d0a1 9   10           ascii   \n"I\vc(>\,
1275 0x0000d0b4 0x0000d0b4 4   5            ascii   ET5>
1276 0x0000d0be 0x0000d0be 4   5            ascii   ;>9l
1277 0x0000d0d4 0x0000d0d4 4   5            ascii   mG4>
1278 0x0000d0fb 0x0000d0fb 9   11           utf8    bp(=>?gҀ8 blocks=Basic Latin,Cyrillic
1279 0x0000d10c 0x0000d10c 4   5            ascii   36,>
1280 0x0000d11e 0x0000d11e 5   7            utf8    ;>PӽD blocks=Basic Latin,Cyrillic
1281 0x0000d15d 0x0000d15d 4   5            ascii   37>k
1282 0x0000d181 0x0000d181 4   5            ascii   \bm"e
1283 0x0000d18c 0x0000d18c 4   5            ascii   ~X3>
1284 0x0000d19e 0x0000d19e 5   6            ascii   6>J`\b
1285 0x0000d1a5 0x0000d1a5 5   6            ascii   \a?>!T
1286 0x0000d1ad 0x0000d1ad 6   7            ascii   4<>\v0A
1287 0x0000d1b6 0x0000d1b6 17  19           utf8    8>c\eքBC?>6t9^\tc:> blocks=Basic Latin,Armenian
1288 0x0000d1dd 0x0000d1dd 4   5            ascii   8'>0
1289 0x0000d201 0x0000d201 4   5            ascii   '._M
1290 0x0000d20f 0x0000d20f 4   5            ascii   =4<,
1291 0x0000d215 0x0000d215 5   6            ascii   BF>^G
1292 0x0000d225 0x0000d225 6   7            ascii   K&>.yC
1293 0x0000d22c 0x0000d22c 4   5            ascii   B\r)>
1294 0x0000d233 0x0000d233 6   7            ascii   \b 'L>[
1295 0x0000d23c 0x0000d23c 6   7            ascii   .xJ>Hf
1296 0x0000d243 0x0000d243 6   7            ascii   y\PD>!
1297 0x0000d252 0x0000d252 6   7            ascii   |b=})>
1298 0x0000d263 0x0000d263 7   8            ascii   c [1>H'
1299 0x0000d274 0x0000d274 4   5            ascii   dL?>
1300 0x0000d2a2 0x0000d2a2 6   7            ascii   uzKs@>
1301 0x0000d2be 0x0000d2be 6   7            ascii   3>N;kU
1302 0x0000d2dd 0x0000d2dd 4   5            ascii   \eK>V
1303 0x0000d2ec 0x0000d2ec 7   8            ascii   \tkE>fvw
1304 0x0000d305 0x0000d305 4   5            ascii   eF>t
1305 0x0000d316 0x0000d316 4   5            ascii   L>ev
1306 0x0000d32e 0x0000d32e 5   6            ascii   A>pP&
1307 0x0000d334 0x0000d334 8   9            ascii   V6E>`"(5
1308 0x0000d33d 0x0000d33d 6   8            utf8    ~7>ҹ@0 blocks=Basic Latin,Cyrillic
1309 0x0000d37d 0x0000d37d 4   5            ascii   ,=>B
1310 0x0000d386 0x0000d386 4   5            ascii   ">}t
1311 0x0000d3ac 0x0000d3ac 5   6            ascii   0iN>/
1312 0x0000d3bc 0x0000d3bc 5   6            ascii   +h->|
1313 0x0000d3ce 0x0000d3ce 5   6            ascii   @>%>b
1314 0x0000d40f 0x0000d40f 4   5            ascii   ?qBJ
1315 0x0000d4b7 0x0000d4b7 5   7            utf8    ?ƿD\n blocks=Basic Latin,Latin Extended-B
1316 0x0000d4e9 0x0000d4e9 4   6            utf8    I\rєX blocks=Basic Latin,Cyrillic
1317 0x0000d53f 0x0000d53f 5   8            utf8    ?O\e贁N blocks=Basic Latin,CJK Unified Ideographs
1318 0x0000d54f 0x0000d54f 6   8            utf8    ?ـl@6  blocks=Basic Latin,Arabic
1319 0x0000d59a 0x0000d59a 4   5            ascii   h\aAW
1320 0x0000d5c7 0x0000d5c7 4   5            ascii   ?-hk
1321 0x0000d699 0x0000d699 4   5            ascii   OZQ%
1322 0x0000d717 0x0000d717 4   6            utf8    ?aȁ& blocks=Basic Latin,Latin Extended-B
1323 0x0000d75f 0x0000d75f 5   6            ascii   ?d!\vY
1324 0x0000d789 0x0000d789 4   5            ascii   -)4d
1325 0x0000d7cf 0x0000d7cf 5   6            ascii   ?:kP<
1326 0x0000d7df 0x0000d7df 7   8            ascii   ?UUUUUU
1327 0x0000d827 0x0000d827 5   7            utf8    ?L,ܾC blocks=Basic Latin,Syriac
1328 0x0000d867 0x0000d867 5   6            ascii   ?f`Y4
1329 0x0000d897 0x0000d897 5   6            ascii   ?QY^&
1330 0x0000d8d7 0x0000d8d7 4   5            ascii   ?U)#
1331 0x0000d9b7 0x0000d9b7 4   6            utf8    ?MΡ8 blocks=Basic Latin,Greek and Coptic
1332 0x0000da12 0x0000da12 4   5            ascii   g\fG\v
1333 0x0000da8f 0x0000da8f 4   5            ascii   ?ysB
1334 0x0000da9f 0x0000da9f 5   6            ascii   ?\r'u_
1335 0x0000dab7 0x0000dab7 4   5            ascii   ?$G4
1336 0x0000dacf 0x0000dacf 4   5            ascii   ?30]
1337 0x0000db1f 0x0000db1f 5   7            utf8    ?;ڼOq blocks=Basic Latin,Arabic
1338 0x0000db72 0x0000db72 4   5            ascii   G\n&s
1339 0x0000dbc7 0x0000dbc7 6   7            ascii   ?7zQ6$
1340 0x0000dbf0 0x0000dbf0 4   5            ascii   logf
1341 0x0000dbf8 0x0000dbf8 6   7            ascii   log10f
1342 0x0000dc04 0x0000dc04 5   6            ascii   log10
1343 0x0000dde8 0x0000dde8 4   5            ascii   sinh
1344 0x0000ddf0 0x0000ddf0 4   5            ascii   cosh
1345 0x0000ddf8 0x0000ddf8 4   5            ascii   tanh
1346 0x0000de00 0x0000de00 4   5            ascii   asin
1347 0x0000de08 0x0000de08 4   5            ascii   acos
1348 0x0000de10 0x0000de10 4   5            ascii   atan
1349 0x0000de18 0x0000de18 5   6            ascii   atan2
1350 0x0000de20 0x0000de20 4   5            ascii   sqrt
1351 0x0000de34 0x0000de34 4   5            ascii   ceil
1352 0x0000de3c 0x0000de3c 5   6            ascii   floor
1353 0x0000de44 0x0000de44 4   5            ascii   fabs
1354 0x0000de4c 0x0000de4c 4   5            ascii   modf
1355 0x0000de54 0x0000de54 5   6            ascii   ldexp
1356 0x0000de5c 0x0000de5c 5   6            ascii   _cabs
1357 0x0000de64 0x0000de64 6   7            ascii   _hypot
1358 0x0000de6c 0x0000de6c 4   5            ascii   fmod
1359 0x0000de74 0x0000de74 5   6            ascii   frexp
1360 0x0000de88 0x0000de88 5   6            ascii   _logb
1361 0x0000de90 0x0000de90 10  11           ascii   _nextafter
1362 0x0000def8 0x0000def8 20  21           ascii   CreateDirectory (%s)
1363 0x0000df10 0x0000df10 15  16           ascii   CreateFile (%s)
1364 0x0000df20 0x0000df20 22  23           ascii   CreateFileMapping (%s)
1365 0x0000df38 0x0000df38 18  19           ascii   MapViewOfFile (%s)
1366 0x0000df4c 0x0000df4c 5   6            ascii   1.2.8
1367 0x0000df58 0x0000df58 23  24           ascii   inflateInit2 returns %d
1368 0x0000df70 0x0000df70 18  19           ascii   inflate returns %d
1369 0x0000df88 0x0000df88 21  22           ascii   inflateEnd returns %d
1370 0x0000dfa8 0x0000dfa8 7   8            ascii   PURELIB
1371 0x0000dfb0 0x0000dfb0 7   8            ascii   PLATLIB
1372 0x0000dfb8 0x0000dfb8 7   8            ascii   HEADERS
1373 0x0000dfc0 0x0000dfc0 7   8            ascii   SCRIPTS
1374 0x0000dfc8 0x0000dfc8 8   9            ascii   Scripts\
1375 0x0000dfd4 0x0000dfd4 4   5            ascii   DATA
1376 0x0000dfe0 0x0000dfe0 18  19           ascii   Lib\site-packages\
1377 0x0000dff8 0x0000dff8 20  21           ascii   Installation failed.
1378 0x0000e010 0x0000e010 45  46           ascii   import py_compile; py_compile.compile (r'%s')
1379 0x0000e040 0x0000e040 4   5            ascii   %s%c
1380 0x0000e048 0x0000e048 13  14           ascii   Py_Initialize
1381 0x0000e058 0x0000e058 17  18           ascii   Py_SetProgramName
1382 0x0000e070 0x0000e070 11  12           ascii   Py_Finalize
1383 0x0000e080 0x0000e080 18  19           ascii   PyRun_SimpleString
1384 0x0000e098 0x0000e098 15  16           ascii   PySys_GetObject
1385 0x0000e0a8 0x0000e0a8 15  16           ascii   Py_OptimizeFlag
1386 0x0000e0b8 0x0000e0b8 22  23           ascii   CSIDL_COMMON_STARTMENU
1387 0x0000e0d0 0x0000e0d0 15  16           ascii   CSIDL_STARTMENU
1388 0x0000e0e0 0x0000e0e0 13  14           ascii   CSIDL_APPDATA
1389 0x0000e0f0 0x0000e0f0 29  30           ascii   CSIDL_COMMON_DESKTOPDIRECTORY
1390 0x0000e110 0x0000e110 22  23           ascii   CSIDL_DESKTOPDIRECTORY
1391 0x0000e128 0x0000e128 20  21           ascii   CSIDL_COMMON_STARTUP
1392 0x0000e140 0x0000e140 13  14           ascii   CSIDL_STARTUP
1393 0x0000e150 0x0000e150 21  22           ascii   CSIDL_COMMON_PROGRAMS
1394 0x0000e168 0x0000e168 14  15           ascii   CSIDL_PROGRAMS
1395 0x0000e178 0x0000e178 11  12           ascii   CSIDL_FONTS
1396 0x0000e188 0x0000e188 11  12           ascii   shell32.dll
1397 0x0000e198 0x0000e198 22  23           ascii   function not available
1398 0x0000e1b0 0x0000e1b0 23  24           ascii   SHGetSpecialFolderPathA
1399 0x0000e1c8 0x0000e1c8 19  20           ascii   no such folder (%s)
1400 0x0000e1e0 0x0000e1e0 18  19           ascii   unknown CSIDL (%s)
1401 0x0000e1f8 0x0000e1f8 31  32           ascii   CoInitialize failed, error 0x%x
1402 0x0000e218 0x0000e218 8   9            ascii   sss|sssi
1403 0x0000e228 0x0000e228 35  36           ascii   CoCreateInstance failed, error 0x%x
1404 0x0000e250 0x0000e250 39  40           ascii   QueryInterface(IPersistFile) error 0x%x
1405 0x0000e278 0x0000e278 28  29           ascii   SetPath() failed, error 0x%x
1406 0x0000e298 0x0000e298 35  36           ascii   SetDescription() failed, error 0x%x
1407 0x0000e2c0 0x0000e2c0 25  26           ascii   SetArguments() error 0x%x
1408 0x0000e2e0 0x0000e2e0 28  29           ascii   SetIconLocation() error 0x%x
1409 0x0000e300 0x0000e300 32  33           ascii   SetWorkingDirectory() error 0x%x
1410 0x0000e328 0x0000e328 43  44           ascii   Failed to create shortcut '%s' - error 0x%x
1411 0x0000e360 0x0000e360 15  16           ascii   create_shortcut
1412 0x0000e370 0x0000e370 23  24           ascii   get_special_folder_path
1413 0x0000e388 0x0000e388 13  14           ascii   get_root_hkey
1414 0x0000e398 0x0000e398 12  13           ascii   file_created
1415 0x0000e3a8 0x0000e3a8 17  18           ascii   directory_created
1416 0x0000e3c0 0x0000e3c0 11  12           ascii   message_box
1417 0x0000e3d0 0x0000e3d0 13  14           ascii   PYTHONHOME=%s
1418 0x0000e3e0 0x0000e3e0 46  47           ascii   SOFTWARE\Python\PythonCore\%d.%d%s\InstallPath
1419 0x0000e410 0x0000e410 21  22           ascii   PyImport_ImportModule
1420 0x0000e428 0x0000e428 22  23           ascii   PyObject_SetAttrString
1421 0x0000e440 0x0000e440 22  23           ascii   PyObject_GetAttrString
1422 0x0000e458 0x0000e458 15  16           ascii   PyCFunction_New
1423 0x0000e468 0x0000e468 13  14           ascii   Py_BuildValue
1424 0x0000e478 0x0000e478 16  17           ascii   PyArg_ParseTuple
1425 0x0000e490 0x0000e490 12  13           ascii   PyErr_Format
1426 0x0000e4a0 0x0000e4a0 18  19           ascii   PyLong_FromVoidPtr
1427 0x0000e4b8 0x0000e4b8 8   9            ascii   builtins
1428 0x0000e4c8 0x0000e4c8 10  11           ascii   ValueError
1429 0x0000e4d8 0x0000e4d8 7   8            ascii   OSError
1430 0x0000e4e0 0x0000e4e0 13  14           ascii   PySys_SetArgv
1431 0x0000e4f0 0x0000e4f0 37  38           ascii   Could not open postinstall-script %s\n
1432 0x0000e518 0x0000e518 17  18           ascii   Running Script...
1433 0x0000e530 0x0000e530 29  30           ascii   *** Could not load Python ***
1434 0x0000e550 0x0000e550 11  12           ascii   PyErr_Print
1435 0x0000e560 0x0000e560 45  46           ascii   Can't load Python for pre-install script (%d)
1436 0x0000e590 0x0000e590 44  45           ascii   Running the pre-installation script failed\r\n
1437 0x0000e5c0 0x0000e5c0 14  15           ascii   Out of memory!
1438 0x0000e5d0 0x0000e5d0 13  14           ascii   Runtime Error
1439 0x0000e5e0 0x0000e5e0 17  18           ascii   100 Made Dir: %s\n
1440 0x0000e5f8 0x0000e5f8 18  19           ascii   200 File Copy: %s\n
1441 0x0000e610 0x0000e610 23  24           ascii   200 File Overwrite: %s\n
1442 0x0000e62c 0x0000e62c 5   6            ascii   Error
1443 0x0000e638 0x0000e638 51  52           ascii   Invalid cfgdata magic number (see bdist_wininst.py)
1444 0x0000e670 0x0000e670 31  32           ascii   Could not create temporary file
1445 0x0000e690 0x0000e690 11  12           ascii   Times Roman
1446 0x0000e6a0 0x0000e6a0 16  17           ascii   SetupWindowClass
1447 0x0000e6b8 0x0000e6b8 9   10           ascii   Setup.exe
1448 0x0000e6c8 0x0000e6c8 31  32           ascii   Could not register window class
1449 0x0000e6e8 0x0000e6e8 8   9            ascii   Setup %s
1450 0x0000e700 0x0000e700 104 105          ascii   This Wizard will install %s on your computer. Click Next to continue or Cancel to exit the Setup Wizard.
1451 0x0000e770 0x0000e770 26  27           ascii   Software\Python\PythonCore
1452 0x0000e790 0x0000e790 37  38           ascii   Python Version %s (found in registry)
1453 0x0000e7b8 0x0000e7b8 41  42           ascii   Software\Python\PythonCore\%s\InstallPath
1454 0x0000e7e8 0x0000e7e8 7   8            ascii   Strange
1455 0x0000e7f0 0x0000e7f0 37  38           ascii   Don't know Python's installation type
1456 0x0000e820 0x0000e820 67  68           ascii   Python %s is required for this package. Select installation to use:
1457 0x0000e870 0x0000e870 64  65           ascii   Python version %s required, which was not found in the registry.
1458 0x0000e8b8 0x0000e8b8 45  46           ascii   No Python installation found in the registry.
1459 0x0000e8e8 0x0000e8e8 14  15           ascii   Cannot install
1460 0x0000e8f8 0x0000e8f8 20  21           ascii   Python Version %d.%d
1461 0x0000e910 0x0000e910 14  15           ascii   python%d%d.dll
1462 0x0000e920 0x0000e920 18  19           ascii   HKEY_LOCAL_MACHINE
1463 0x0000e938 0x0000e938 17  18           ascii   HKEY_CURRENT_USER
1464 0x0000e950 0x0000e950 89  90           ascii   You do not seem to have sufficient access rights\non this machine to install this software
1465 0x0000e9b0 0x0000e9b0 18  19           ascii   Could not open key
1466 0x0000e9c8 0x0000e9c8 17  18           ascii   %s\%s-wininst.log
1467 0x0000e9e0 0x0000e9e0 71  72           ascii   Can't create "%s" (%s).\n\nTry to execute the installer as administrator.
1468 0x0000ea28 0x0000ea28 44  45           ascii   *** Installation started %Y/%m/%d %H:%M ***\n
1469 0x0000ea58 0x0000ea58 11  12           ascii   Source: %s\n
1470 0x0000ea68 0x0000ea68 17  18           ascii   999 Root Key: %s\n
1471 0x0000ea80 0x0000ea80 10  11           ascii   %s-py%d.%d
1472 0x0000ea90 0x0000ea90 20  21           ascii   Could not create key
1473 0x0000eaa8 0x0000eaa8 23  24           ascii   020 Reg DB Key: [%s]%s\n
1474 0x0000eac0 0x0000eac0 15  16           ascii   Python %d.%d %s
1475 0x0000ead0 0x0000ead0 11  12           ascii   DisplayName
1476 0x0000eae0 0x0000eae0 23  24           ascii   Could not set key value
1477 0x0000eaf8 0x0000eaf8 31  32           ascii   040 Reg DB Value: [%s\%s]%s=%s\n
1478 0x0000eb18 0x0000eb18 15  16           ascii   %s\Remove%s.exe
1479 0x0000eb30 0x0000eb30 40  41           ascii   "%s\Remove%s.exe" -u "%s\%s-wininst.log"
1480 0x0000eb60 0x0000eb60 15  16           ascii   UninstallString
1481 0x0000eb70 0x0000eb70 45  46           ascii   *** Installation finished %Y/%m/%d %H:%M ***\n
1482 0x0000eba0 0x0000eba0 156 157          ascii   Click Next to begin the installation of %s. If you want to review or change any of your  installation settings, click Back. Click Cancel to exit the wizard.
1483 0x0000ec40 0x0000ec40 16  17           ascii   Ready to install
1484 0x0000ec58 0x0000ec58 31  32           ascii   Running pre-installation script
1485 0x0000ec78 0x0000ec78 19  20           ascii   Installing files...
1486 0x0000ec90 0x0000ec90 34  35           ascii   Failed to unzip installation files
1487 0x0000ecb8 0x0000ecb8 26  27           ascii   Compiling files to .pyc...
1488 0x0000ecd8 0x0000ecd8 17  18           ascii   Loading python...
1489 0x0000ecf0 0x0000ecf0 26  27           ascii   Compiling files to .pyo...
1490 0x0000ed10 0x0000ed10 8   9            ascii   -install
1491 0x0000ed20 0x0000ed20 47  48           ascii   Please wait while running postinstall script...
1492 0x0000ed50 0x0000ed50 9   10           ascii   \Scripts\
1493 0x0000ed60 0x0000ed60 23  24           ascii   300 Run Script: [%s]%s\n
1494 0x0000ed78 0x0000ed78 47  48           ascii   *** run_installscript: internal error 0x%X ***\n
1495 0x0000edb0 0x0000edb0 78  79           ascii   Postinstall script finished.\nClick the Finish button to exit the Setup wizard.
1496 0x0000ee00 0x0000ee00 13  14           ascii   IsUserAnAdmin
1497 0x0000ee10 0x0000ee10 5   6            ascii   runas
1498 0x0000ee18 0x0000ee18 59  60           ascii   Failed to start elevated process (ShellExecute returned %d)
1499 0x0000ee54 0x0000ee54 5   6            ascii   Setup
1500 0x0000ee5c 0x0000ee5c 5   6            ascii   title
1501 0x0000ee64 0x0000ee64 4   5            ascii   info
1502 0x0000ee70 0x0000ee70 10  11           ascii   build_info
1503 0x0000ee80 0x0000ee80 14  15           ascii   target_compile
1504 0x0000ee90 0x0000ee90 15  16           ascii   target_optimize
1505 0x0000eea0 0x0000eea0 14  15           ascii   target_version
1506 0x0000eeb0 0x0000eeb0 4   5            ascii   name
1507 0x0000eeb8 0x0000eeb8 8   9            ascii   metadata
1508 0x0000eec8 0x0000eec8 14  15           ascii   install_script
1509 0x0000eed8 0x0000eed8 19  20           ascii   user_access_control
1510 0x0000eeec 0x0000eeec 5   6            ascii   force
1511 0x0000eef4 0x0000eef4 4   5            ascii   auto
1512 0x0000eefc 0x0000eefc 4   5            ascii   none
1513 0x0000ef04 0x0000ef04 4   5            ascii   oops
1514 0x0000ef10 0x0000ef10 29  30           ascii   Bad user_access_control value
1515 0x0000ef30 0x0000ef30 6   7            ascii   %s.bat
1516 0x0000ef40 0x0000ef40 8   9            ascii   :Repeat\n
1517 0x0000ef50 0x0000ef50 9   10           ascii   del "%s"\n
1518 0x0000ef60 0x0000ef60 26  27           ascii   if exist "%s" goto Repeat\n
1519 0x0000ef80 0x0000ef80 20  21           ascii   Could not delete key
1520 0x0000ef98 0x0000ef98 22  23           ascii   Could not delete value
1521 0x0000efb0 0x0000efb0 7   8            ascii   -remove
1522 0x0000efb8 0x0000efb8 41  42           ascii   *** Could not run installation script ***
1523 0x0000efe8 0x0000efe8 16  17           ascii   uninstall-script
1524 0x0000f000 0x0000f000 20  21           ascii   Wrong number of args
1525 0x0000f020 0x0000f020 16  17           ascii   2. arg is not -u
1526 0x0000f038 0x0000f038 22  23           ascii   could not open logfile
1527 0x0000f050 0x0000f050 13  14           ascii   Out of memory
1528 0x0000f060 0x0000f060 14  15           ascii   Please confirm
1529 0x0000f070 0x0000f070 64  65           ascii   Are you sure you want to remove\nthis package from your computer?
1530 0x0000f0b8 0x0000f0b8 15  16           ascii   %d Root Key: %s
1531 0x0000f0d0 0x0000f0d0 91  92           ascii   You do not seem to have sufficient access rights\non this machine to uninstall this software
1532 0x0000f130 0x0000f130 15  16           ascii   %d Made Dir: %s
1533 0x0000f140 0x0000f140 16  17           ascii   %d File Copy: %s
1534 0x0000f158 0x0000f158 21  22           ascii   %d File Overwrite: %s
1535 0x0000f170 0x0000f170 17  18           ascii   %d Reg DB Key: %s
1536 0x0000f188 0x0000f188 19  20           ascii   %d Reg DB Value: %s
1537 0x0000f1a0 0x0000f1a0 17  18           ascii   %d Run Script: %s
1538 0x0000f1c0 0x0000f1c0 80  81           ascii   %d files and %d directories removed\n%d files or directories could not be removed
1539 0x0000f218 0x0000f218 35  36           ascii   %d files and %d directories removed
1540 0x0000f240 0x0000f240 19  20           ascii   Uninstall Finished!
1541 0x0000f258 0x0000f258 22  23           ascii   Could not open archive
1542 0x0000f270 0x0000f270 6   7            ascii   Remove
1543 0x0000f278 0x0000f278 43  44           ascii   This program is normally started by windows
1544 0x0000f2a8 0x0000f2a8 32  33           ascii   Setup program invalid or damaged
1545 0x0000f2e5 0x0000f2e5 5   6            ascii   0\aw,a
1546 0x0000f344 0x0000f344 4   6            utf8    (kdz
1547 0x0000f361 0x0000f361 4   5            ascii    n;^
1548 0x0000f3b3 0x0000f3b3 4   6            utf8    !#ĳV blocks=Basic Latin,Latin Extended-A
1549 0x0000f414 0x0000f414 4   5            ascii   -=m\b
1550 0x0000f421 0x0000f421 6   7            ascii   Qkkbal
1551 0x0000f459 0x0000f459 4   6            utf8    |ӌeL blocks=Basic Latin,Cyrillic
1552 0x0000f497 0x0000f497 4   5            ascii   3_L\n
1553 0x0000f4ed 0x0000f4ed 4   6            utf8    ұt9G blocks=Cyrillic,Basic Latin
1554 0x0000f508 0x0000f508 4   5            ascii   >jm\r
1555 0x0000f50d 0x0000f50d 4   5            ascii   Zjz\v
1556 0x0000f52f 0x0000f52f 4   5            ascii   i]Wb
1557 0x0000f53e 0x0000f53e 4   5            ascii   knv\e
1558 0x0000f545 0x0000f545 4   6            utf8    +ӉZz blocks=Basic Latin,Cyrillic
1559 0x0000f5e6 0x0000f5e6 5   8            utf8    c윣ju\n blocks=Basic Latin,Hangul Syllables
1560 0x0000f66f 0x0000f66f 4   5            ascii   9a&g
1561 0x0000f678 0x0000f678 4   5            ascii   MGiI
1562 0x0000f67d 0x0000f67d 6   8            utf8    wn>JjѮ blocks=Basic Latin,Cyrillic
1563 0x0000f6bf 0x0000f6bf 4   5            ascii   #.zf
1564 0x0000f6cd 0x0000f6cd 4   5            ascii   +o*7
1565 0x0000f6fa 0x0000f6fa 6   8            utf8    ZVǖAO\b blocks=Basic Latin,Latin Extended-B
1566 0x0000f795 0x0000f795 9   10           ascii   Z* ,\t\a\vm8
1567 0x0000f7a1 0x0000f7a1 5   7            utf8    6F߲\a] blocks=Basic Latin,NKo
1568 0x0000f7c8 0x0000f7c8 4   6            utf8    yީ%8 blocks=Basic Latin,Thaana
1569 0x0000f800 0x0000f800 4   6            utf8    \rŠ8L blocks=Basic Latin,Latin Extended-A
1570 0x0000f878 0x0000f878 4   6            utf8    !̧3` blocks=Basic Latin,Combining Diacritical Marks
1571 0x0000f8a5 0x0000f8a5 6   7            ascii   H$6t\e\t
1572 0x0000f909 0x0000f909 5   7            utf8    pl@Aw
1573 0x0000f934 0x0000f934 4   5            ascii   _~6\f
1574 0x0000f971 0x0000f971 5   7            utf8    ykʬHp blocks=Basic Latin,IPA Extensions
1575 0x0000f9c6 0x0000f9c6 5   6            ascii   \a52F*
1576 0x0000f9cc 0x0000f9cc 4   5            ascii   sw1\a
1577 0x0000fa75 0x0000fa75 10  11           ascii   \a\t#jT$\b+e?
1578 0x0000fb1b 0x0000fb1b 6   7            ascii   \n=G\\vp
1579 0x0000fb82 0x0000fb82 4   5            ascii   ^6o}
1580 0x0000fbad 0x0000fbad 9   10           ascii   [-&LMb#{'
1581 0x0000fbcb 0x0000fbcb 5   6            ascii   )q\n>(
1582 0x0000fbf3 0x0000fbf3 6   7            ascii   w+OQvr
1583 0x0000fbff 0x0000fbff 5   7            utf8    ux܉~O blocks=Basic Latin,Syriac
1584 0x0000fc09 0x0000fc09 5   6            ascii   \b\r}!b
1585 0x0000fc39 0x0000fc39 5   6            ascii   R1h58
1586 0x0000fc6a 0x0000fc6a 4   5            ascii   SKyu
1587 0x0000fcaa 0x0000fcaa 5   7            utf8    uW\tַV blocks=Basic Latin,Hebrew
1588 0x0000fcd6 0x0000fcd6 8   9            ascii   )\ZEo^m/
1589 0x0000ff03 0x0000ff03 5   7            utf8    ŊO\b}d blocks=Latin Extended-A,Basic Latin
1590 0x0000ff37 0x0000ff37 7   8            ascii   gC\bru&o
1591 0x0000ff5d 0x0000ff5d 4   5            ascii   Gz\b>
1592 0x0000ff70 0x0000ff70 6   7            ascii   i8P/\f_
1593 0x0000ff8c 0x0000ff8c 4   5            ascii   ?(3w
1594 0x0000ff95 0x0000ff95 4   5            ascii   wXR\r
1595 0x0000ffa7 0x0000ffa7 7   8            ascii   H*0"ZOW
