[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5142 0x00091a84 0x00493284 21  22   .rdata  ascii   WakeConditionVariable
5143 0x00091a9c 0x0049329c 24  25   .rdata  ascii   WakeAllConditionVariable
5144 0x00091ab8 0x004932b8 24  25   .rdata  ascii   SleepConditionVariableCS
5145 0x00091ad4 0x004932d4 17  18   .rdata  ascii   InitializeSRWLock
5146 0x00091ae8 0x004932e8 23  24   .rdata  ascii   AcquireSRWLockExclusive
5147 0x00091b00 0x00493300 26  27   .rdata  ascii   TryAcquireSRWLockExclusive
5148 0x00091b1c 0x0049331c 23  24   .rdata  ascii   ReleaseSRWLockExclusive
5149 0x00091b34 0x00493334 25  26   .rdata  ascii   SleepConditionVariableSRW
5150 0x00091b50 0x00493350 20  21   .rdata  ascii   CreateThreadpoolWork
5151 0x00091b68 0x00493368 20  21   .rdata  ascii   SubmitThreadpoolWork
5152 0x00091b80 0x00493380 19  20   .rdata  ascii   CloseThreadpoolWork
5153 0x00091b94 0x00493394 15  16   .rdata  ascii   CompareStringEx
5154 0x00091ba4 0x004933a4 15  16   .rdata  ascii   GetLocaleInfoEx
5155 0x00091bb4 0x004933b4 13  14   .rdata  ascii   LCMapStringEx
5156 0x00092a98 0x00494298 6   14   .rdata  utf16le zh-CHS
5157 0x00092c98 0x00494498 5   12   .rdata  utf16le ar-SA
5158 0x00092ca4 0x004944a4 5   12   .rdata  utf16le bg-BG
5159 0x00092cb0 0x004944b0 5   12   .rdata  utf16le ca-ES
5160 0x00092cbc 0x004944bc 5   12   .rdata  utf16le zh-TW
5161 0x00092cc8 0x004944c8 5   12   .rdata  utf16le cs-CZ
5162 0x00092cd4 0x004944d4 5   12   .rdata  utf16le da-DK
5163 0x00092ce0 0x004944e0 5   12   .rdata  utf16le de-DE
5164 0x00092cec 0x004944ec 5   12   .rdata  utf16le el-GR
5165 0x00092cf8 0x004944f8 5   12   .rdata  utf16le en-US
5166 0x00092d04 0x00494504 5   12   .rdata  utf16le fi-FI
5167 0x00092d10 0x00494510 5   12   .rdata  utf16le fr-FR
5168 0x00092d1c 0x0049451c 5   12   .rdata  utf16le he-IL
5169 0x00092d28 0x00494528 5   12   .rdata  utf16le hu-HU
5170 0x00092d34 0x00494534 5   12   .rdata  utf16le is-IS
5171 0x00092d40 0x00494540 5   12   .rdata  utf16le it-IT
5172 0x00092d4c 0x0049454c 5   12   .rdata  utf16le ja-JP
5173 0x00092d58 0x00494558 5   12   .rdata  utf16le ko-KR
5174 0x00092d64 0x00494564 5   12   .rdata  utf16le nl-NL
5175 0x00092d70 0x00494570 5   12   .rdata  utf16le nb-NO
5176 0x00092d7c 0x0049457c 5   12   .rdata  utf16le pl-PL
5177 0x00092d88 0x00494588 5   12   .rdata  utf16le pt-BR
5178 0x00092d94 0x00494594 5   12   .rdata  utf16le ro-RO
5179 0x00092da0 0x004945a0 5   12   .rdata  utf16le ru-RU
5180 0x00092dac 0x004945ac 5   12   .rdata  utf16le hr-HR
5181 0x00092db8 0x004945b8 5   12   .rdata  utf16le sk-SK
5182 0x00092dc4 0x004945c4 5   12   .rdata  utf16le sq-AL
5183 0x00092dd0 0x004945d0 5   12   .rdata  utf16le sv-SE
5184 0x00092ddc 0x004945dc 5   12   .rdata  utf16le th-TH
5185 0x00092de8 0x004945e8 5   12   .rdata  utf16le tr-TR
5186 0x00092df4 0x004945f4 5   12   .rdata  utf16le ur-PK
5187 0x00092e00 0x00494600 5   12   .rdata  utf16le id-ID
5188 0x00092e0c 0x0049460c 5   12   .rdata  utf16le uk-UA
5189 0x00092e18 0x00494618 5   12   .rdata  utf16le be-BY
5190 0x00092e24 0x00494624 5   12   .rdata  utf16le sl-SI
5191 0x00092e30 0x00494630 5   12   .rdata  utf16le et-EE
5192 0x00092e3c 0x0049463c 5   12   .rdata  utf16le lv-LV
5193 0x00092e48 0x00494648 5   12   .rdata  utf16le lt-LT
5194 0x00092e54 0x00494654 5   12   .rdata  utf16le fa-IR
5195 0x00092e60 0x00494660 5   12   .rdata  utf16le vi-VN
5196 0x00092e6c 0x0049466c 5   12   .rdata  utf16le hy-AM
5197 0x00092e78 0x00494678 10  22   .rdata  utf16le az-AZ-Latn
5198 0x00092e90 0x00494690 5   12   .rdata  utf16le eu-ES
5199 0x00092e9c 0x0049469c 5   12   .rdata  utf16le mk-MK
5200 0x00092ea8 0x004946a8 5   12   .rdata  utf16le tn-ZA
5201 0x00092eb4 0x004946b4 5   12   .rdata  utf16le xh-ZA
5202 0x00092ec0 0x004946c0 5   12   .rdata  utf16le zu-ZA
5203 0x00092ecc 0x004946cc 5   12   .rdata  utf16le af-ZA
5204 0x00092ed8 0x004946d8 5   12   .rdata  utf16le ka-GE
5205 0x00092ee4 0x004946e4 5   12   .rdata  utf16le fo-FO
5206 0x00092ef0 0x004946f0 5   12   .rdata  utf16le hi-IN
5207 0x00092efc 0x004946fc 5   12   .rdata  utf16le mt-MT
5208 0x00092f08 0x00494708 5   12   .rdata  utf16le se-NO
5209 0x00092f14 0x00494714 5   12   .rdata  utf16le ms-MY
5210 0x00092f20 0x00494720 5   12   .rdata  utf16le kk-KZ
5211 0x00092f2c 0x0049472c 5   12   .rdata  utf16le ky-KG
5212 0x00092f38 0x00494738 5   12   .rdata  utf16le sw-KE
5213 0x00092f44 0x00494744 10  22   .rdata  utf16le uz-UZ-Latn
5214 0x00092f5c 0x0049475c 5   12   .rdata  utf16le tt-RU
5215 0x00092f68 0x00494768 5   12   .rdata  utf16le bn-IN
5216 0x00092f74 0x00494774 5   12   .rdata  utf16le pa-IN
5217 0x00092f80 0x00494780 5   12   .rdata  utf16le gu-IN
5218 0x00092f8c 0x0049478c 5   12   .rdata  utf16le ta-IN
5219 0x00092f98 0x00494798 5   12   .rdata  utf16le te-IN
5220 0x00092fa4 0x004947a4 5   12   .rdata  utf16le kn-IN
5221 0x00092fb0 0x004947b0 5   12   .rdata  utf16le ml-IN
5222 0x00092fbc 0x004947bc 5   12   .rdata  utf16le mr-IN
5223 0x00092fc8 0x004947c8 5   12   .rdata  utf16le sa-IN
5224 0x00092fd4 0x004947d4 5   12   .rdata  utf16le mn-MN
5225 0x00092fe0 0x004947e0 5   12   .rdata  utf16le cy-GB
5226 0x00092fec 0x004947ec 5   12   .rdata  utf16le gl-ES
5227 0x00092ff8 0x004947f8 6   14   .rdata  utf16le kok-IN
5228 0x00093008 0x00494808 6   14   .rdata  utf16le syr-SY
5229 0x00093018 0x00494818 6   14   .rdata  utf16le div-MV
5230 0x00093028 0x00494828 6   14   .rdata  utf16le quz-BO
5231 0x00093038 0x00494838 5   12   .rdata  utf16le ns-ZA
5232 0x00093044 0x00494844 5   12   .rdata  utf16le mi-NZ
5233 0x00093050 0x00494850 5   12   .rdata  utf16le ar-IQ
5234 0x0009305c 0x0049485c 5   12   .rdata  utf16le zh-CN
5235 0x00093068 0x00494868 5   12   .rdata  utf16le de-CH
5236 0x00093074 0x00494874 5   12   .rdata  utf16le en-GB
5237 0x00093080 0x00494880 5   12   .rdata  utf16le es-MX
5238 0x0009308c 0x0049488c 5   12   .rdata  utf16le fr-BE
5239 0x00093098 0x00494898 5   12   .rdata  utf16le it-CH
5240 0x000930a4 0x004948a4 5   12   .rdata  utf16le nl-BE
5241 0x000930b0 0x004948b0 5   12   .rdata  utf16le nn-NO
5242 0x000930bc 0x004948bc 5   12   .rdata  utf16le pt-PT
5243 0x000930c8 0x004948c8 10  22   .rdata  utf16le sr-SP-Latn
5244 0x000930e0 0x004948e0 5   12   .rdata  utf16le sv-FI
5245 0x000930ec 0x004948ec 10  22   .rdata  utf16le az-AZ-Cyrl
5246 0x00093104 0x00494904 5   12   .rdata  utf16le se-SE
5247 0x00093110 0x00494910 5   12   .rdata  utf16le ms-BN
5248 0x0009311c 0x0049491c 10  22   .rdata  utf16le uz-UZ-Cyrl
5249 0x00093134 0x00494934 6   14   .rdata  utf16le quz-EC
5250 0x00093144 0x00494944 5   12   .rdata  utf16le ar-EG
5251 0x00093150 0x00494950 5   12   .rdata  utf16le zh-HK
5252 0x0009315c 0x0049495c 5   12   .rdata  utf16le de-AT
5253 0x00093168 0x00494968 5   12   .rdata  utf16le en-AU
5254 0x00093174 0x00494974 5   12   .rdata  utf16le es-ES
5255 0x00093180 0x00494980 5   12   .rdata  utf16le fr-CA
5256 0x0009318c 0x0049498c 10  22   .rdata  utf16le sr-SP-Cyrl
5257 0x000931a4 0x004949a4 5   12   .rdata  utf16le se-FI
5258 0x000931b0 0x004949b0 6   14   .rdata  utf16le quz-PE
5259 0x000931c0 0x004949c0 5   12   .rdata  utf16le ar-LY
5260 0x000931cc 0x004949cc 5   12   .rdata  utf16le zh-SG
5261 0x000931d8 0x004949d8 5   12   .rdata  utf16le de-LU
5262 0x000931e4 0x004949e4 5   12   .rdata  utf16le en-CA
5263 0x000931f0 0x004949f0 5   12   .rdata  utf16le es-GT
5264 0x000931fc 0x004949fc 5   12   .rdata  utf16le fr-CH
5265 0x00093208 0x00494a08 5   12   .rdata  utf16le hr-BA
5266 0x00093214 0x00494a14 6   14   .rdata  utf16le smj-NO
5267 0x00093224 0x00494a24 5   12   .rdata  utf16le ar-DZ
5268 0x00093230 0x00494a30 5   12   .rdata  utf16le zh-MO
5269 0x0009323c 0x00494a3c 5   12   .rdata  utf16le de-LI
5270 0x00093248 0x00494a48 5   12   .rdata  utf16le en-NZ
5271 0x00093254 0x00494a54 5   12   .rdata  utf16le es-CR
5272 0x00093260 0x00494a60 5   12   .rdata  utf16le fr-LU
5273 0x0009326c 0x00494a6c 10  22   .rdata  utf16le bs-BA-Latn
5274 0x00093284 0x00494a84 6   14   .rdata  utf16le smj-SE
5275 0x00093294 0x00494a94 5   12   .rdata  utf16le ar-MA
5276 0x000932a0 0x00494aa0 5   12   .rdata  utf16le en-IE
5277 0x000932ac 0x00494aac 5   12   .rdata  utf16le es-PA
5278 0x000932b8 0x00494ab8 5   12   .rdata  utf16le fr-MC
5279 0x000932c4 0x00494ac4 10  22   .rdata  utf16le sr-BA-Latn
5280 0x000932dc 0x00494adc 6   14   .rdata  utf16le sma-NO
5281 0x000932ec 0x00494aec 5   12   .rdata  utf16le ar-TN
5282 0x000932f8 0x00494af8 5   12   .rdata  utf16le en-ZA
5283 0x00093304 0x00494b04 5   12   .rdata  utf16le es-DO
5284 0x00093310 0x00494b10 10  22   .rdata  utf16le sr-BA-Cyrl
5285 0x00093328 0x00494b28 6   14   .rdata  utf16le sma-SE
5286 0x00093338 0x00494b38 5   12   .rdata  utf16le ar-OM
5287 0x00093344 0x00494b44 5   12   .rdata  utf16le en-JM
5288 0x00093350 0x00494b50 5   12   .rdata  utf16le es-VE
5289 0x0009335c 0x00494b5c 6   14   .rdata  utf16le sms-FI
5290 0x0009336c 0x00494b6c 5   12   .rdata  utf16le ar-YE
5291 0x00093378 0x00494b78 5   12   .rdata  utf16le en-CB
5292 0x00093384 0x00494b84 5   12   .rdata  utf16le es-CO
5293 0x00093390 0x00494b90 6   14   .rdata  utf16le smn-FI
5294 0x000933a0 0x00494ba0 5   12   .rdata  utf16le ar-SY
5295 0x000933ac 0x00494bac 5   12   .rdata  utf16le en-BZ
5296 0x000933b8 0x00494bb8 5   12   .rdata  utf16le es-PE
5297 0x000933c4 0x00494bc4 5   12   .rdata  utf16le ar-JO
5298 0x000933d0 0x00494bd0 5   12   .rdata  utf16le en-TT
5299 0x000933dc 0x00494bdc 5   12   .rdata  utf16le es-AR
5300 0x000933e8 0x00494be8 5   12   .rdata  utf16le ar-LB
5301 0x000933f4 0x00494bf4 5   12   .rdata  utf16le en-ZW
5302 0x00093400 0x00494c00 5   12   .rdata  utf16le es-EC
5303 0x0009340c 0x00494c0c 5   12   .rdata  utf16le ar-KW
5304 0x00093418 0x00494c18 5   12   .rdata  utf16le en-PH
5305 0x00093424 0x00494c24 5   12   .rdata  utf16le es-CL
5306 0x00093430 0x00494c30 5   12   .rdata  utf16le ar-AE
5307 0x0009343c 0x00494c3c 5   12   .rdata  utf16le es-UY
5308 0x00093448 0x00494c48 5   12   .rdata  utf16le ar-BH
5309 0x00093454 0x00494c54 5   12   .rdata  utf16le es-PY
5310 0x00093460 0x00494c60 5   12   .rdata  utf16le ar-QA
5311 0x0009346c 0x00494c6c 5   12   .rdata  utf16le es-BO
5312 0x00093478 0x00494c78 5   12   .rdata  utf16le es-SV
5313 0x00093484 0x00494c84 5   12   .rdata  utf16le es-HN
5314 0x00093490 0x00494c90 5   12   .rdata  utf16le es-NI
5315 0x0009349c 0x00494c9c 5   12   .rdata  utf16le es-PR
5316 0x000934a8 0x00494ca8 6   14   .rdata  utf16le zh-CHT
5317 0x000934c0 0x00494cc0 5   12   .rdata  utf16le af-za
5318 0x000934cc 0x00494ccc 5   12   .rdata  utf16le ar-ae
5319 0x000934d8 0x00494cd8 5   12   .rdata  utf16le ar-bh
5320 0x000934e4 0x00494ce4 5   12   .rdata  utf16le ar-dz
5321 0x000934f0 0x00494cf0 5   12   .rdata  utf16le ar-eg
5322 0x000934fc 0x00494cfc 5   12   .rdata  utf16le ar-iq
5323 0x00093508 0x00494d08 5   12   .rdata  utf16le ar-jo
5324 0x00093514 0x00494d14 5   12   .rdata  utf16le ar-kw
5325 0x00093520 0x00494d20 5   12   .rdata  utf16le ar-lb
5326 0x0009352c 0x00494d2c 5   12   .rdata  utf16le ar-ly
5327 0x00093538 0x00494d38 5   12   .rdata  utf16le ar-ma
5328 0x00093544 0x00494d44 5   12   .rdata  utf16le ar-om
5329 0x00093550 0x00494d50 5   12   .rdata  utf16le ar-qa
5330 0x0009355c 0x00494d5c 5   12   .rdata  utf16le ar-sa
5331 0x00093568 0x00494d68 5   12   .rdata  utf16le ar-sy
5332 0x00093574 0x00494d74 5   12   .rdata  utf16le ar-tn
5333 0x00093580 0x00494d80 5   12   .rdata  utf16le ar-ye
5334 0x0009358c 0x00494d8c 10  22   .rdata  utf16le az-az-cyrl
5335 0x000935a4 0x00494da4 10  22   .rdata  utf16le az-az-latn
5336 0x000935bc 0x00494dbc 5   12   .rdata  utf16le be-by
5337 0x000935c8 0x00494dc8 5   12   .rdata  utf16le bg-bg
5338 0x000935d4 0x00494dd4 5   12   .rdata  utf16le bn-in
5339 0x000935e0 0x00494de0 10  22   .rdata  utf16le bs-ba-latn
5340 0x000935f8 0x00494df8 5   12   .rdata  utf16le ca-es
5341 0x00093604 0x00494e04 5   12   .rdata  utf16le cs-cz
5342 0x00093610 0x00494e10 5   12   .rdata  utf16le cy-gb
5343 0x0009361c 0x00494e1c 5   12   .rdata  utf16le da-dk
5344 0x00093628 0x00494e28 5   12   .rdata  utf16le de-at
5345 0x00093634 0x00494e34 5   12   .rdata  utf16le de-ch
5346 0x00093640 0x00494e40 5   12   .rdata  utf16le de-de
5347 0x0009364c 0x00494e4c 5   12   .rdata  utf16le de-li
5348 0x00093658 0x00494e58 5   12   .rdata  utf16le de-lu
5349 0x00093664 0x00494e64 6   14   .rdata  utf16le div-mv
5350 0x00093674 0x00494e74 5   12   .rdata  utf16le el-gr
5351 0x00093680 0x00494e80 5   12   .rdata  utf16le en-au
5352 0x0009368c 0x00494e8c 5   12   .rdata  utf16le en-bz
5353 0x00093698 0x00494e98 5   12   .rdata  utf16le en-ca
5354 0x000936a4 0x00494ea4 5   12   .rdata  utf16le en-cb
5355 0x000936b0 0x00494eb0 5   12   .rdata  utf16le en-gb
5356 0x000936bc 0x00494ebc 5   12   .rdata  utf16le en-ie
5357 0x000936c8 0x00494ec8 5   12   .rdata  utf16le en-jm
5358 0x000936d4 0x00494ed4 5   12   .rdata  utf16le en-nz
5359 0x000936e0 0x00494ee0 5   12   .rdata  utf16le en-ph
5360 0x000936ec 0x00494eec 5   12   .rdata  utf16le en-tt
5361 0x000936f8 0x00494ef8 5   12   .rdata  utf16le en-us
5362 0x00093704 0x00494f04 5   12   .rdata  utf16le en-za
5363 0x00093710 0x00494f10 5   12   .rdata  utf16le en-zw
5364 0x0009371c 0x00494f1c 5   12   .rdata  utf16le es-ar
5365 0x00093728 0x00494f28 5   12   .rdata  utf16le es-bo
5366 0x00093734 0x00494f34 5   12   .rdata  utf16le es-cl
5367 0x00093740 0x00494f40 5   12   .rdata  utf16le es-co
5368 0x0009374c 0x00494f4c 5   12   .rdata  utf16le es-cr
5369 0x00093758 0x00494f58 5   12   .rdata  utf16le es-do
5370 0x00093764 0x00494f64 5   12   .rdata  utf16le es-ec
5371 0x00093770 0x00494f70 5   12   .rdata  utf16le es-es
5372 0x0009377c 0x00494f7c 5   12   .rdata  utf16le es-gt
5373 0x00093788 0x00494f88 5   12   .rdata  utf16le es-hn
5374 0x00093794 0x00494f94 5   12   .rdata  utf16le es-mx
5375 0x000937a0 0x00494fa0 5   12   .rdata  utf16le es-ni
5376 0x000937ac 0x00494fac 5   12   .rdata  utf16le es-pa
5377 0x000937b8 0x00494fb8 5   12   .rdata  utf16le es-pe
5378 0x000937c4 0x00494fc4 5   12   .rdata  utf16le es-pr
5379 0x000937d0 0x00494fd0 5   12   .rdata  utf16le es-py
5380 0x000937dc 0x00494fdc 5   12   .rdata  utf16le es-sv
5381 0x000937e8 0x00494fe8 5   12   .rdata  utf16le es-uy
5382 0x000937f4 0x00494ff4 5   12   .rdata  utf16le es-ve
5383 0x00093800 0x00495000 5   12   .rdata  utf16le et-ee
5384 0x0009380c 0x0049500c 5   12   .rdata  utf16le eu-es
5385 0x00093818 0x00495018 5   12   .rdata  utf16le fa-ir
5386 0x00093824 0x00495024 5   12   .rdata  utf16le fi-fi
5387 0x00093830 0x00495030 5   12   .rdata  utf16le fo-fo
5388 0x0009383c 0x0049503c 5   12   .rdata  utf16le fr-be
5389 0x00093848 0x00495048 5   12   .rdata  utf16le fr-ca
5390 0x00093854 0x00495054 5   12   .rdata  utf16le fr-ch
5391 0x00093860 0x00495060 5   12   .rdata  utf16le fr-fr
5392 0x0009386c 0x0049506c 5   12   .rdata  utf16le fr-lu
5393 0x00093878 0x00495078 5   12   .rdata  utf16le fr-mc
5394 0x00093884 0x00495084 5   12   .rdata  utf16le gl-es
5395 0x00093890 0x00495090 5   12   .rdata  utf16le gu-in
5396 0x0009389c 0x0049509c 5   12   .rdata  utf16le he-il
5397 0x000938a8 0x004950a8 5   12   .rdata  utf16le hi-in
5398 0x000938b4 0x004950b4 5   12   .rdata  utf16le hr-ba
5399 0x000938c0 0x004950c0 5   12   .rdata  utf16le hr-hr
5400 0x000938cc 0x004950cc 5   12   .rdata  utf16le hu-hu
5401 0x000938d8 0x004950d8 5   12   .rdata  utf16le hy-am
5402 0x000938e4 0x004950e4 5   12   .rdata  utf16le id-id
5403 0x000938f0 0x004950f0 5   12   .rdata  utf16le is-is
5404 0x000938fc 0x004950fc 5   12   .rdata  utf16le it-ch
5405 0x00093908 0x00495108 5   12   .rdata  utf16le it-it
5406 0x00093914 0x00495114 5   12   .rdata  utf16le ja-jp
5407 0x00093920 0x00495120 5   12   .rdata  utf16le ka-ge
5408 0x0009392c 0x0049512c 5   12   .rdata  utf16le kk-kz
5409 0x00093938 0x00495138 5   12   .rdata  utf16le kn-in
5410 0x00093944 0x00495144 5   12   .rdata  utf16le ko-kr
5411 0x00093950 0x00495150 6   14   .rdata  utf16le kok-in
5412 0x00093960 0x00495160 5   12   .rdata  utf16le ky-kg
5413 0x0009396c 0x0049516c 5   12   .rdata  utf16le lt-lt
5414 0x00093978 0x00495178 5   12   .rdata  utf16le lv-lv
5415 0x00093984 0x00495184 5   12   .rdata  utf16le mi-nz
5416 0x00093990 0x00495190 5   12   .rdata  utf16le mk-mk
5417 0x0009399c 0x0049519c 5   12   .rdata  utf16le ml-in
5418 0x000939a8 0x004951a8 5   12   .rdata  utf16le mn-mn
5419 0x000939b4 0x004951b4 5   12   .rdata  utf16le mr-in
5420 0x000939c0 0x004951c0 5   12   .rdata  utf16le ms-bn
5421 0x000939cc 0x004951cc 5   12   .rdata  utf16le ms-my
5422 0x000939d8 0x004951d8 5   12   .rdata  utf16le mt-mt
5423 0x000939e4 0x004951e4 5   12   .rdata  utf16le nb-no
5424 0x000939f0 0x004951f0 5   12   .rdata  utf16le nl-be
5425 0x000939fc 0x004951fc 5   12   .rdata  utf16le nl-nl
5426 0x00093a08 0x00495208 5   12   .rdata  utf16le nn-no
5427 0x00093a14 0x00495214 5   12   .rdata  utf16le ns-za
5428 0x00093a20 0x00495220 5   12   .rdata  utf16le pa-in
5429 0x00093a2c 0x0049522c 5   12   .rdata  utf16le pl-pl
5430 0x00093a38 0x00495238 5   12   .rdata  utf16le pt-br
5431 0x00093a44 0x00495244 5   12   .rdata  utf16le pt-pt
5432 0x00093a50 0x00495250 6   14   .rdata  utf16le quz-bo
5433 0x00093a60 0x00495260 6   14   .rdata  utf16le quz-ec
5434 0x00093a70 0x00495270 6   14   .rdata  utf16le quz-pe
5435 0x00093a80 0x00495280 5   12   .rdata  utf16le ro-ro
5436 0x00093a8c 0x0049528c 5   12   .rdata  utf16le ru-ru
5437 0x00093a98 0x00495298 5   12   .rdata  utf16le sa-in
5438 0x00093aa4 0x004952a4 5   12   .rdata  utf16le se-fi
5439 0x00093ab0 0x004952b0 5   12   .rdata  utf16le se-no
5440 0x00093abc 0x004952bc 5   12   .rdata  utf16le se-se
5441 0x00093ac8 0x004952c8 5   12   .rdata  utf16le sk-sk
5442 0x00093ad4 0x004952d4 5   12   .rdata  utf16le sl-si
5443 0x00093ae0 0x004952e0 6   14   .rdata  utf16le sma-no
5444 0x00093af0 0x004952f0 6   14   .rdata  utf16le sma-se
5445 0x00093b00 0x00495300 6   14   .rdata  utf16le smj-no
5446 0x00093b10 0x00495310 6   14   .rdata  utf16le smj-se
5447 0x00093b20 0x00495320 6   14   .rdata  utf16le smn-fi
5448 0x00093b30 0x00495330 6   14   .rdata  utf16le sms-fi
5449 0x00093b40 0x00495340 5   12   .rdata  utf16le sq-al
5450 0x00093b4c 0x0049534c 10  22   .rdata  utf16le sr-ba-cyrl
5451 0x00093b64 0x00495364 10  22   .rdata  utf16le sr-ba-latn
5452 0x00093b7c 0x0049537c 10  22   .rdata  utf16le sr-sp-cyrl
5453 0x00093b94 0x00495394 10  22   .rdata  utf16le sr-sp-latn
5454 0x00093bac 0x004953ac 5   12   .rdata  utf16le sv-fi
5455 0x00093bb8 0x004953b8 5   12   .rdata  utf16le sv-se
5456 0x00093bc4 0x004953c4 5   12   .rdata  utf16le sw-ke
5457 0x00093bd0 0x004953d0 6   14   .rdata  utf16le syr-sy
5458 0x00093be0 0x004953e0 5   12   .rdata  utf16le ta-in
5459 0x00093bec 0x004953ec 5   12   .rdata  utf16le te-in
5460 0x00093bf8 0x004953f8 5   12   .rdata  utf16le th-th
5461 0x00093c04 0x00495404 5   12   .rdata  utf16le tn-za
5462 0x00093c10 0x00495410 5   12   .rdata  utf16le tr-tr
5463 0x00093c1c 0x0049541c 5   12   .rdata  utf16le tt-ru
5464 0x00093c28 0x00495428 5   12   .rdata  utf16le uk-ua
5465 0x00093c34 0x00495434 5   12   .rdata  utf16le ur-pk
5466 0x00093c40 0x00495440 10  22   .rdata  utf16le uz-uz-cyrl
5467 0x00093c58 0x00495458 10  22   .rdata  utf16le uz-uz-latn
5468 0x00093c70 0x00495470 5   12   .rdata  utf16le vi-vn
5469 0x00093c7c 0x0049547c 5   12   .rdata  utf16le xh-za
5470 0x00093c88 0x00495488 6   14   .rdata  utf16le zh-chs
5471 0x00093c98 0x00495498 6   14   .rdata  utf16le zh-cht
5472 0x00093ca8 0x004954a8 5   12   .rdata  utf16le zh-cn
5473 0x00093cb4 0x004954b4 5   12   .rdata  utf16le zh-hk
5474 0x00093cc0 0x004954c0 5   12   .rdata  utf16le zh-mo
5475 0x00093ccc 0x004954cc 5   12   .rdata  utf16le zh-sg
5476 0x00093cd8 0x004954d8 5   12   .rdata  utf16le zh-tw
5477 0x00093ce4 0x004954e4 5   12   .rdata  utf16le zu-za
5478 0x00093d60 0x00495560 13  14   .rdata  ascii   Unknown error
5479 0x00093d8c 0x0049558c 20  21   .rdata  ascii   bad array new length
5480 0x00093dcc 0x004955cc 14  15   .rdata  ascii   original_token
5481 0x00093df0 0x004955f0 56  57   .rdata  ascii   option '%canonical_option%' only takes a single argument
5482 0x00093e40 0x00495640 62  63   .rdata  ascii   option '%canonical_option%' cannot be specified more than once
5483 0x00093f1c 0x0049571c 32  33   .rdata  ascii   <unrepresentable unicode string>
5484 0x00093f48 0x00495748 5   6    .rdata  ascii   value
5485 0x00093f50 0x00495750 27  28   .rdata  ascii   option '%canonical_option%'
5486 0x00093f6c 0x0049576c 16  17   .rdata  ascii   canonical_option
5487 0x00093f80 0x00495780 8   9    .rdata  ascii   argument
5488 0x00093f8c 0x0049578c 20  21   .rdata  ascii   argument ('%value%')
5489 0x00093fa4 0x004957a4 8   9    .rdata  ascii   %prefix%
5490 0x00093fb0 0x004957b0 6   7    .rdata  ascii   prefix
5491 0x00093fc0 0x004957c0 141 142  .rdata  ascii   error_with_option_name::m_option_style can only be one of [0, allow_dash_for_short, allow_slash_for_short, allow_long_disguise or allow_long]
5492 0x00094050 0x00495850 13  14   .rdata  ascii    and matches 
5493 0x00094064 0x00495864 9   10   .rdata  ascii   '%prefix%
5494 0x00094070 0x00495870 4   5    .rdata  ascii   and 
5495 0x00094078 0x00495878 22  23   .rdata  ascii   different versions of 
5496 0x00094090 0x00495890 129 130  .rdata  ascii   the argument ('%value%') for option '%canonical_option%' is invalid. Valid choices are 'on|off', 'yes|no', '1|0' and 'true|false'
5497 0x00094118 0x00495918 67  68   .rdata  ascii   the argument ('%value%') for option '%canonical_option%' is invalid
5498 0x0009415c 0x0049595c 58  59   .rdata  ascii   option '%canonical_option%' requires at least one argument
5499 0x00094198 0x00495998 40  41   .rdata  ascii   option '%canonical_option%' is not valid
5500 0x00094354 0x00495b54 55  56   .rdata  ascii   the option '%canonical_option%' is required but missing
5501 0x00094424 0x00495c24 40  41   .rdata  ascii   unrecognised option '%canonical_option%'
5502 0x00094464 0x00495c64 40  41   .rdata  ascii   option '%canonical_option%' is ambiguous
5503 0x000944e0 0x00495ce0 5   6    .rdata  ascii    [ --
5504 0x000944f0 0x00495cf0 64  65   .rdata  ascii   Only one tab per paragraph is allowed in the options description
5505 0x000946c0 0x00495ec0 67  68   .rdata  ascii   too many positional options have been specified on the command line
5506 0x00094740 0x00495f40 91  92   .rdata  ascii   the argument for option '%canonical_option%' should follow immediately after the equal sign
5507 0x000947a0 0x00495fa0 64  65   .rdata  ascii   the required argument for option '%canonical_option%' is missing
5508 0x000947e8 0x00495fe8 72  73   .rdata  ascii   the options configuration file contains an invalid line '%invalid_line%'
5509 0x00094834 0x00496034 58  59   .rdata  ascii   the unabbreviated option '%canonical_option%' is not valid
5510 0x00094870 0x00496070 73  74   .rdata  ascii   the unabbreviated option '%canonical_option%' does not take any arguments
5511 0x000948c0 0x004960c0 71  72   .rdata  ascii   the abbreviated option '%canonical_option%' does not take any arguments
5512 0x00094908 0x00496108 55  56   .rdata  ascii   option '%canonical_option%' does not take any arguments
5513 0x00094940 0x00496140 42  43   .rdata  ascii   unknown command line syntax error for '%s'
5514 0x00094970 0x00496170 223 224  .rdata  ascii   boost::program_options misconfiguration: choose one or other of 'command_line_style::long_allow_next' (whitespace separated arguments) or 'command_line_style::long_allow_adjacent' ('=' separated arguments) for long options.
5515 0x00094a50 0x00496250 226 227  .rdata  ascii   boost::program_options misconfiguration: choose one or other of 'command_line_style::short_allow_next' (whitespace separated arguments) or 'command_line_style::short_allow_adjacent' ('=' separated arguments) for short options.
