[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2027 0x0003a0aa 0x0043acaa 5   7    .text   utf8    ]ËM\bh blocks=Basic Latin,Latin-1 Supplement
2028 0x0003a0c6 0x0043acc6 4   5    .text   ascii   UVWS
2029 0x0003a101 0x0043ad01 4   7    .text   utf8    QPS臲 blocks=Basic Latin,CJK Unified Ideographs
2030 0x0003a11d 0x0043ad1d 6   7    .text   ascii   8_^][Y
2031 0x0003a12e 0x0043ad2e 5   6    .text   ascii   0^][Y
2032 0x0003a140 0x0043ad40 4   5    .text   ascii   SUVW
2033 0x0003a16c 0x0043ad6c 4   6    .text   utf8    Ǎ4\b; blocks=Latin Extended-B,Basic Latin
2034 0x0003a1de 0x0043adde 8   10   .text   utf8    3ŉExSVWP blocks=Basic Latin,Latin Extended-A
2035 0x0003a493 0x0043b093 4   5    .text   ascii   \vQPV
2036 0x0003a51d 0x0043b11d 4   5    .text   ascii   Y_^[
2037 0x0003a595 0x0043b195 4   5    .text   ascii   h44I
2038 0x0003a5ac 0x0043b1ac 4   5    .text   ascii   \bt\t=
2039 0x0003a5e5 0x0043b1e5 4   5    .text   ascii   D$\fP
2040 0x0003a70e 0x0043b30e 4   5    .text   ascii   SVWP
2041 0x0003a7f2 0x0043b3f2 4   5    .text   ascii   \br\r@
2042 0x0003a8f0 0x0043b4f0 4   5    .text   ascii   Y_^[
2043 0x0003a92e 0x0043b52e 4   5    .text   ascii   SVWP
2044 0x0003a93c 0x0043b53c 4   6    .text   utf8    MċE\b blocks=Basic Latin,Latin Extended-A
2045 0x0003a9af 0x0043b5af 4   5    .text   ascii   \br\r@
2046 0x0003aa17 0x0043b617 4   5    .text   ascii   \br\r@
2047 0x0003aaf8 0x0043b6f8 4   5    .text   ascii   Y_^[
2048 0x0003ab12 0x0043b712 4   5    .text   ascii   t$\bW
2049 0x0003ab88 0x0043b788 5   7    .text   utf8    3ĉD$p blocks=Basic Latin,Latin Extended-A
2050 0x0003abc8 0x0043b7c8 5   7    .text   utf8    3ĉD$p blocks=Basic Latin,Latin Extended-A
2051 0x0003ac6e 0x0043b86e 4   5    .text   ascii   SVWP
2052 0x0003ad19 0x0043b919 6   7    .text   ascii   j\rhPXI
2053 0x0003ad69 0x0043b969 4   5    .text   ascii   hdXI
2054 0x0003ad74 0x0043b974 4   5    .text   ascii   h`XI
2055 0x0003adf7 0x0043b9f7 4   5    .text   ascii   hpXI
2056 0x0003ae0e 0x0043ba0e 4   5    .text   ascii   *+KP
2057 0x0003ae2b 0x0043ba2b 4   5    .text   ascii   hxXI
2058 0x0003ae3f 0x0043ba3f 4   5    .text   ascii   hdXI
2059 0x0003af4e 0x0043bb4e 4   5    .text   ascii   Y_^[
2060 0x0003af8e 0x0043bb8e 4   5    .text   ascii   SVWP
2061 0x0003afcb 0x0043bbcb 4   5    .text   ascii   hlWI
2062 0x0003b215 0x0043be15 5   6    .text   ascii   ;p\bu\v
2063 0x0003b340 0x0043bf40 5   6    .text   ascii   ;p\bu\v
2064 0x0003b393 0x0043bf93 4   5    .text   ascii   Y_^[
2065 0x0003b40e 0x0043c00e 4   5    .text   ascii   SVWP
2066 0x0003b465 0x0043c065 4   5    .text   ascii   \ahZI
2067 0x0003b4af 0x0043c0af 4   5    .text   ascii   Y_^[
2068 0x0003b4f9 0x0043c0f9 5   6    .text   ascii   G8_^r
2069 0x0003b531 0x0043c131 4   5    .text   ascii   SVWP
2070 0x0003b53f 0x0043c13f 4   6    .text   utf8    u\bǅl blocks=Basic Latin,Latin Extended-B
2071 0x0003b56f 0x0043c16f 4   7    .text   utf8    ˋ8+ϸ blocks=Spacing Modifier Letters,Basic Latin,Greek and Coptic
2072 0x0003b624 0x0043c224 4   5    .text   ascii   Y_^[
2073 0x0003b6e9 0x0043c2e9 4   5    .text   ascii   Y_^[
2074 0x0003b75e 0x0043c35e 4   5    .text   ascii   ;A\bu
2075 0x0003b788 0x0043c388 7   8    .text   ascii   tq;p\bu\n
2076 0x0003b7de 0x0043c3de 5   6    .text   ascii   ;H\bu\v
2077 0x0003b814 0x0043c414 5   6    .text   ascii   ];0u\n
2078 0x0003b8f2 0x0043c4f2 4   5    .text   ascii   \a;\bu
2079 0x0003b8ff 0x0043c4ff 5   6    .text   ascii   \a;H\bu
2080 0x0003b92a 0x0043c52a 7   8    .text   ascii   tq;p\bu\n
2081 0x0003b980 0x0043c580 5   6    .text   ascii   ;H\bu\v
2082 0x0003b9b6 0x0043c5b6 5   6    .text   ascii   ];0u\n
2083 0x0003baac 0x0043c6ac 4   5    .text   ascii   Y_^[
2084 0x0003bab9 0x0043c6b9 6   7    .text   ascii   u\f;7u=
2085 0x0003baf2 0x0043c6f2 4   5    .text   ascii   Y_^[
2086 0x0003bb1f 0x0043c71f 4   5    .text   ascii   u\bWj
2087 0x0003bb36 0x0043c736 4   5    .text   ascii   Y_^[
2088 0x0003bb84 0x0043c784 4   5    .text   ascii   u\bSj
2089 0x0003bb9b 0x0043c79b 4   5    .text   ascii   Y_^[
2090 0x0003bbbd 0x0043c7bd 4   5    .text   ascii   Y_^[
2091 0x0003bc30 0x0043c830 4   5    .text   ascii   Y_^[
2092 0x0003bc3b 0x0043c83b 4   5    .text   ascii   u\bSj
2093 0x0003bc52 0x0043c852 4   5    .text   ascii   Y_^[
2094 0x0003bc9d 0x0043c89d 4   5    .text   ascii   Y_^[
2095 0x0003bd0d 0x0043c90d 4   7    .text   utf8    U쐀}\f blocks=Basic Latin,Hangul Syllables
2096 0x0003be9c 0x0043ca9c 4   5    .text   ascii   Y_^[
2097 0x0003beed 0x0043caed 4   5    .text   ascii   Y_^[
2098 0x0003c10e 0x0043cd0e 4   5    .text   ascii   Y_^[
2099 0x0003c163 0x0043cd63 4   5    .text   ascii   Y_^[
2100 0x0003c172 0x0043cd72 5   6    .text   ascii   \bSUVW
2101 0x0003c189 0x0043cd89 4   5    .text   ascii   ;3t>
2102 0x0003c1da 0x0043cdda 5   6    .text   ascii   Ph<[I
2103 0x0003c1ee 0x0043cdee 4   5    .text   ascii   D$ P
2104 0x0003c240 0x0043ce40 4   5    .text   ascii   PQVW
2105 0x0003c332 0x0043cf32 4   5    .text   ascii   D$\bW
2106 0x0003c395 0x0043cf95 4   5    .text   ascii   ;A\bu
2107 0x0003c59e 0x0043d19e 4   5    .text   ascii   SVWP
2108 0x0003c628 0x0043d228 4   5    .text   ascii   Y_^[
2109 0x0003c6b3 0x0043d2b3 6   7    .text   ascii   j7hT[I
2110 0x0003c729 0x0043d329 4   5    .text   ascii   r\rAQ
2111 0x0003c73b 0x0043d33b 4   5    .text   ascii   \aD[I
2112 0x0003c83c 0x0043d43c 4   5    .text   ascii   SVWP
2113 0x0003c8b4 0x0043d4b4 4   5    .text   ascii   \aD[I
2114 0x0003c8c8 0x0043d4c8 4   5    .text   ascii   Y_^[
2115 0x0003c8fc 0x0043d4fc 4   5    .text   ascii   SVWP
2116 0x0003c94c 0x0043d54c 4   5    .text   ascii   \aD[I
2117 0x0003c960 0x0043d560 4   5    .text   ascii   Y_^[
2118 0x0003c9ac 0x0043d5ac 4   5    .text   ascii   SVWP
2119 0x0003ca2f 0x0043d62f 4   5    .text   ascii   Y_^[
2120 0x0003ca5d 0x0043d65d 5   6    .text   ascii   \$\fVW
2121 0x0003cac1 0x0043d6c1 8   10   .text   utf8    ƋL$\f_^[3 blocks=Latin Extended-B,Basic Latin
2122 0x0003cb44 0x0043d744 6   9    .text   utf8    t\vjpV运 blocks=Basic Latin,CJK Unified Ideographs
2123 0x0003cb7c 0x0043d77c 4   5    .text   ascii   SVWP
2124 0x0003cbcc 0x0043d7cc 4   5    .text   ascii   \aD[I
2125 0x0003cbda 0x0043d7da 5   6    .text   ascii   t\vjdW
2126 0x0003cbf3 0x0043d7f3 4   5    .text   ascii   Y_^[
2127 0x0003cc23 0x0043d823 5   6    .text   ascii   t\vjPV
2128 0x0003cc4d 0x0043d84d 6   9    .text   utf8    t\vj V趏 blocks=Basic Latin,CJK Unified Ideographs
2129 0x0003cd98 0x0043d998 5   6    .text   ascii   G\f_^3
2130 0x0003cec2 0x0043dac2 4   5    .text   ascii   ;F\bu
2131 0x0003cf2e 0x0043db2e 4   5    .text   ascii   SVWP
2132 0x0003cf95 0x0043db95 4   6    .text   utf8    \t;щM blocks=Basic Latin,Cyrillic
2133 0x0003cffa 0x0043dbfa 4   6    .text   utf8    t\a\e҃ blocks=Basic Latin,Cyrillic
2134 0x0003d068 0x0043dc68 5   6    .text   ascii   ;p\bu\v
2135 0x0003d100 0x0043dd00 5   6    .text   ascii   ;p\bu\v
2136 0x0003d125 0x0043dd25 4   5    .text   ascii   Y_^[
2137 0x0003d158 0x0043dd58 5   7    .text   utf8    3ĉD$p blocks=Basic Latin,Latin Extended-A
2138 0x0003d25e 0x0043de5e 8   10   .text   utf8    3ŉExSVWP blocks=Basic Latin,Latin Extended-A
2139 0x0003d28c 0x0043de8c 11  15   .text   utf8    F\f\eɉE܍B\b#ȉu blocks=Basic Latin,Latin Extended-B,Syriac
2140 0x0003d29c 0x0043de9c 9   14   .text   utf8    M؍MЉUĉ]Љ] blocks=Basic Latin,Arabic,Cyrillic,Latin Extended-A
2141 0x0003d2d6 0x0043ded6 4   7    .text   utf8    Mณ$I blocks=Basic Latin,Thai
2142 0x0003d373 0x0043df73 4   5    .text   ascii   *+N(
2143 0x0003d3d7 0x0043dfd7 4   6    .text   utf8    ]̍EH blocks=Basic Latin,Combining Diacritical Marks
2144 0x0003d420 0x0043e020 4   6    .text   utf8    ]̋Et blocks=Basic Latin,Combining Diacritical Marks
2145 0x0003d460 0x0043e060 4   6    .text   utf8    ]̋ED blocks=Basic Latin,Combining Diacritical Marks
2146 0x0003d748 0x0043e348 5   7    .text   utf8    M؍E`P blocks=Basic Latin,Arabic
2147 0x0003d7e7 0x0043e3e7 5   7    .text   utf8    M؍E`P blocks=Basic Latin,Arabic
2148 0x0003d84d 0x0043e44d 5   7    .text   utf8    M؍E`P blocks=Basic Latin,Arabic
2149 0x0003d8dd 0x0043e4dd 4   6    .text   utf8    }čE` blocks=Basic Latin,Latin Extended-A
2150 0x0003d8f9 0x0043e4f9 5   6    .text   ascii   ;p8v-
2151 0x0003da05 0x0043e605 4   5    .text   ascii   Y_^[
2152 0x0003da53 0x0043e653 4   5    .text   ascii   \bSVW
2153 0x0003dab6 0x0043e6b6 4   5    .text   ascii   Y_^[
2154 0x0003daf3 0x0043e6f3 4   5    .text   ascii   \bSVW
2155 0x0003db56 0x0043e756 4   5    .text   ascii   Y_^[
2156 0x0003db9e 0x0043e79e 4   5    .text   ascii   SVWP
2157 0x0003dc33 0x0043e833 4   6    .text   utf8    M܋A  blocks=Basic Latin,Syriac
2158 0x0003dca1 0x0043e8a1 4   6    .text   utf8    M܋A  blocks=Basic Latin,Syriac
2159 0x0003dd14 0x0043e914 4   6    .text   utf8    M܋A  blocks=Basic Latin,Syriac
2160 0x0003dda1 0x0043e9a1 6   8    .text   utf8    A\f\vǃy8 blocks=Basic Latin,Latin Extended-B
2161 0x0003dec7 0x0043eac7 4   5    .text   ascii   Y_^[
2162 0x0003df61 0x0043eb61 4   5    .text   ascii   \a;D$
2163 0x0003dfaa 0x0043ebaa 4   5    .text   ascii   \a;D$
2164 0x0003dfc1 0x0043ebc1 5   6    .text   ascii   u\t_^2
2165 0x0003e010 0x0043ec10 4   5    .text   ascii   \a;D$
2166 0x0003e0a8 0x0043eca8 4   5    .text   ascii   \a;D$
2167 0x0003e194 0x0043ed94 4   5    .text   ascii   \a;D$
2168 0x0003e220 0x0043ee20 4   5    .text   ascii   \a;D$
2169 0x0003e291 0x0043ee91 4   5    .text   ascii   SVRP
2170 0x0003e2bf 0x0043eebf 6   8    .text   utf8    ̋L$\fSV blocks=Combining Diacritical Marks,Basic Latin
2171 0x0003e308 0x0043ef08 4   5    .text   ascii   \bGF;
2172 0x0003e30d 0x0043ef0d 4   6    .text   utf8    uыD$ blocks=Basic Latin,Cyrillic
2173 0x0003e353 0x0043ef53 4   5    .text   ascii   \fSVW
2174 0x0003e3fb 0x0043effb 4   5    .text   ascii   Y_^[
2175 0x0003e416 0x0043f016 4   5    .text   ascii   t$\f;
2176 0x0003e44f 0x0043f04f 4   6    .text   utf8    ^ËD$ blocks=Basic Latin,Latin-1 Supplement
2177 0x0003e4f0 0x0043f0f0 4   5    .text   ascii   PQVW
2178 0x0003e510 0x0043f110 5   6    .text   ascii   Gp,^I
2179 0x0003e553 0x0043f153 6   7    .text   ascii   D8p ^I
2180 0x0003e5a0 0x0043f1a0 4   5    .text   ascii   PQVW
2181 0x0003e5c0 0x0043f1c0 5   6    .text   ascii   G l^I
2182 0x0003e5ed 0x0043f1ed 4   5    .text   ascii   \aL^I
2183 0x0003e603 0x0043f203 6   7    .text   ascii   D8 `^I
2184 0x0003e650 0x0043f250 4   5    .text   ascii   PQVW
2185 0x0003e700 0x0043f300 4   5    .text   ascii   PQVW
2186 0x0003e739 0x0043f339 4   5    .text   ascii   \aT\I
2187 0x0003e793 0x0043f393 6   8    .text   utf8    t$\f3ɍF blocks=Basic Latin,Latin Extended-B
2188 0x0003e7eb 0x0043f3eb 5   6    .text   ascii   F\fD^I
2189 0x0003e86e 0x0043f46e 4   5    .text   ascii   SVWP
2190 0x0003e8f7 0x0043f4f7 4   5    .text   ascii   Y_^[
2191 0x0003e92e 0x0043f52e 4   5    .text   ascii   SVWP
2192 0x0003e9b7 0x0043f5b7 4   5    .text   ascii   Y_^[
2193 0x0003eb03 0x0043f703 4   5    .text   ascii   \fSVW
2194 0x0003eba2 0x0043f7a2 4   5    .text   ascii   wy9~
2195 0x0003ec15 0x0043f815 4   5    .text   ascii   Y_^[
2196 0x0003ec40 0x0043f840 4   5    .text   ascii   PQVW
2197 0x0003ec81 0x0043f881 4   6    .text   utf8    ǋu\bj blocks=Latin Extended-B,Basic Latin
2198 0x0003ed00 0x0043f900 5   6    .text   ascii   PQSVW
2199 0x0003edde 0x0043f9de 4   5    .text   ascii   Y_^[
2200 0x0003ee2a 0x0043fa2a 5   6    .text   ascii   Gp,^I
2201 0x0003ee6d 0x0043fa6d 6   7    .text   ascii   D8p ^I
2202 0x0003eee9 0x0043fae9 5   6    .text   ascii   Fp,^I
2203 0x0003ef22 0x0043fb22 6   7    .text   ascii   D0p ^I
2204 0x0003ef8a 0x0043fb8a 5   6    .text   ascii   G l^I
2205 0x0003efb7 0x0043fbb7 4   5    .text   ascii   \aL^I
2206 0x0003efcd 0x0043fbcd 6   7    .text   ascii   D8 `^I
2207 0x0003f049 0x0043fc49 5   6    .text   ascii   F l^I
2208 0x0003f078 0x0043fc78 5   6    .text   ascii   F\fX^I
2209 0x0003f082 0x0043fc82 6   7    .text   ascii   D0 `^I
2210 0x0003f22e 0x0043fe2e 4   5    .text   ascii   SVWP
2211 0x0003f2cb 0x0043fecb 4   5    .text   ascii   Y_^[
2212 0x0003f2fe 0x0043fefe 4   5    .text   ascii   SVWP
2213 0x0003f39f 0x0043ff9f 4   5    .text   ascii   Y_^[
2214 0x0003f3de 0x0043ffde 4   5    .text   ascii   SVWP
2215 0x0003f468 0x00440068 4   5    .text   ascii   Y_^[
2216 0x0003f4fc 0x004400fc 4   5    .text   ascii   ;F@t
2217 0x0003f50f 0x0044010f 4   6    .text   utf8    2\bFD
2218 0x0003f5f6 0x004401f6 4   5    .text   ascii   Y_^[
2219 0x0003f630 0x00440230 4   5    .text   ascii   PQVW
2220 0x0003f662 0x00440262 4   5    .text   ascii   \aT\I
2221 0x0003f6e6 0x004402e6 6   7    .text   ascii   j(hd\I
2222 0x0003f7ee 0x004403ee 4   5    .text   ascii   SVWP
2223 0x0003f7fc 0x004403fc 5   8    .text   utf8    ى]ԋ}\b blocks=Arabic,Basic Latin,Cyrillic Supplement
2224 0x0003f804 0x00440404 5   7    .text   utf8    M؋u\fj blocks=Basic Latin,Arabic
2225 0x0003f84a 0x0044044a 4   5    .text   ascii   r\rAQ
2226 0x0003f86b 0x0044046b 4   5    .text   ascii   Y_^[
2227 0x0003f893 0x00440493 4   5    .text   ascii   \bSVW
2228 0x0003f976 0x00440576 4   5    .text   ascii   Y_^[
2229 0x0003fa4d 0x0044064d 4   6    .text   utf8    }ԋu\b blocks=Basic Latin,Cyrillic Supplement
2230 0x0003fa55 0x00440655 6   7    .text   ascii   j(h$\I
2231 0x0003fa93 0x00440693 4   5    .text   ascii   r\rAQ
2232 0x0003fbac 0x004407ac 4   5    .text   ascii   SVWP
2233 0x0003fbcf 0x004407cf 6   7    .text   ascii   D8p ^I
2234 0x0003fc32 0x00440832 4   5    .text   ascii   Y_^[
2235 0x0003fc6c 0x0044086c 4   5    .text   ascii   SVWP
2236 0x0003fcf8 0x004408f8 4   5    .text   ascii   Y_^[
2237 0x0003fd2c 0x0044092c 4   5    .text   ascii   SVWP
2238 0x0003fd8a 0x0044098a 4   5    .text   ascii   Y_^[
2239 0x0003fdbc 0x004409bc 4   5    .text   ascii   SVWP
2240 0x0003fdcc 0x004409cc 4   5    .text   ascii   \a8^I
2241 0x0003fdd2 0x004409d2 5   6    .text   ascii   G\fD^I
2242 0x0003fe2c 0x00440a2c 4   5    .text   ascii   Y_^[
2243 0x0003fe5c 0x00440a5c 4   5    .text   ascii   SVWP
2244 0x0003fec0 0x00440ac0 4   5    .text   ascii   Y_^[
2245 0x0003ff80 0x00440b80 4   5    .text   ascii   PQSW
2246 0x0003ff98 0x00440b98 4   5    .text   ascii   \aT\I
2247 0x0004002c 0x00440c2c 4   5    .text   ascii   SVWP
2248 0x00040141 0x00440d41 4   5    .text   ascii   Y_^[
2249 0x0004018c 0x00440d8c 4   5    .text   ascii   SVWP
2250 0x00040212 0x00440e12 4   5    .text   ascii   Y_^[
2251 0x0004022f 0x00440e2f 5   7    .text   utf8    ̋L$\bj blocks=Combining Diacritical Marks,Basic Latin
2252 0x0004026e 0x00440e6e 4   5    .text   ascii   SVWP
2253 0x00040295 0x00440e95 4   5    .text   ascii   t=j\b
2254 0x000402c3 0x00440ec3 4   6    .text   utf8    u\f3\v
2255 0x0004037d 0x00440f7d 4   5    .text   ascii   Y_^[
2256 0x000403be 0x00440fbe 4   5    .text   ascii   SVWP
2257 0x000404a0 0x004410a0 4   5    .text   ascii   Y_^[
2258 0x000404ed 0x004410ed 5   6    .text   ascii   F\fX^I
2259 0x000404f7 0x004410f7 6   7    .text   ascii   D0 `^I
2260 0x000405e4 0x004411e4 5   6    .text   ascii   t\vj|V
2261 0x0004060d 0x0044120d 5   6    .text   ascii   F\fX^I
2262 0x00040617 0x00441217 6   7    .text   ascii   D0 `^I
2263 0x0004063c 0x0044123c 5   6    .text   ascii   t\vj,V
2264 0x00040664 0x00441264 5   6    .text   ascii   t\vjpV
2265 0x0004069c 0x0044129c 4   5    .text   ascii   SVWP
2266 0x000406f4 0x004412f4 5   6    .text   ascii   t\vjpW
2267 0x0004070d 0x0044130d 4   5    .text   ascii   Y_^[
2268 0x0004073d 0x0044133d 5   6    .text   ascii   t\vj V
2269 0x0004076c 0x0044136c 4   5    .text   ascii   SVWP
2270 0x000407ca 0x004413ca 5   6    .text   ascii   t\vjdW
2271 0x000407e3 0x004413e3 4   5    .text   ascii   Y_^[
2272 0x0004083d 0x0044143d 5   6    .text   ascii   t\vj\V
2273 0x0004085d 0x0044145d 5   6    .text   ascii   t\vjTV
2274 0x0004087e 0x0044147e 5   6    .text   ascii   t\vj\fV
2275 0x000408b3 0x004414b3 5   6    .text   ascii   t\vjPV
2276 0x000408de 0x004414de 5   6    .text   ascii   t\vj\bV
2277 0x00040913 0x00441513 4   5    .text   ascii   \fSVW
2278 0x00040a14 0x00441614 4   5    .text   ascii   Y_^[
2279 0x00040aee 0x004416ee 4   5    .text   ascii   Y_^[
2280 0x00040b1f 0x0044171f 4   7    .text   utf8    ̋ыL$ blocks=Combining Diacritical Marks,Cyrillic,Basic Latin
2281 0x00040ba8 0x004417a8 4   5    .text   ascii   r.+1
2282 0x00040bfe 0x004417fe 4   5    .text   ascii   SVWP
2283 0x00040c3c 0x0044183c 6   7    .text   ascii   ;F4u\nj
2284 0x00040c5c 0x0044185c 6   7    .text   ascii   ;F4u\nj
2285 0x00040ccf 0x004418cf 4   5    .text   ascii   Y_^[
2286 0x00040e15 0x00441a15 5   6    .text   ascii   Ph44I
2287 0x00040e31 0x00441a31 4   5    .text   ascii   \bu:h
2288 0x00040e71 0x00441a71 6   7    .text   ascii   u:h44I
2289 0x0004125e 0x00441e5e 8   10   .text   utf8    3ŉEdSVWP blocks=Basic Latin,Latin Extended-A
2290 0x00041273 0x00441e73 5   7    .text   utf8    Up3ۉU blocks=Basic Latin,Arabic
2291 0x0004137e 0x00441f7e 4   5    .text   ascii   +G A
2292 0x00041394 0x00441f94 6   11   .text   utf8    ]Ћu܋Mห blocks=Basic Latin,Cyrillic,Syriac,Thai
2293 0x0004150b 0x0044210b 4   5    .text   ascii   Y_^[
2294 0x00041541 0x00442141 4   5    .text   ascii   SVWP
2295 0x000417e0 0x004423e0 4   5    .text   ascii   Y_^[
2296 0x0004181e 0x0044241e 4   5    .text   ascii   SVWP
2297 0x0004182e 0x0044242e 5   7    .text   utf8    u\b3ۉ] blocks=Basic Latin,Arabic
2298 0x0004183e 0x0044243e 4   5    .text   ascii   9_,u
2299 0x00041992 0x00442592 4   5    .text   ascii   Y_^[
2300 0x000419d1 0x004425d1 8   10   .text   utf8    3ŉE<SVWP blocks=Basic Latin,Latin Extended-A
2301 0x00041aa9 0x004426a9 4   5    .text   ascii   Vj P
2302 0x00041baf 0x004427af 4   5    .text   ascii   tSj 
2303 0x00041c44 0x00442844 4   5    .text   ascii   Y_^[
2304 0x00041c7e 0x0044287e 4   5    .text   ascii   SVWP
2305 0x00041c8f 0x0044288f 4   6    .text   utf8    }ЋE$ blocks=Basic Latin,Cyrillic
2306 0x00041c95 0x00442895 5   6    .text   ascii   M\f)E(
2307 0x00041cf5 0x004428f5 4   5    .text   ascii   GFB;
2308 0x00041d4b 0x0044294b 4   5    .text   ascii   E\fPW
2309 0x00041da9 0x004429a9 5   6    .text   ascii   4\bt:;
2310 0x00041db2 0x004429b2 4   5    .text   ascii   > t1
2311 0x00041dc3 0x004429c3 5   6    .text   ascii    t\vH;
2312 0x00041dde 0x004429de 5   7    .text   utf8    ;ڋ](s blocks=Basic Latin,Arabic
2313 0x00041e0b 0x00442a0b 6   8    .text   utf8    E$+؉]( blocks=Basic Latin,Arabic
2314 0x00041e18 0x00442a18 4   5    .text   ascii   t*j\n
2315 0x00041e42 0x00442a42 4   6    .text   utf8    }ċ]( blocks=Basic Latin,Latin Extended-A
2316 0x00041e61 0x00442a61 4   5    .text   ascii   r?@=
2317 0x00041eac 0x00442aac 4   5    .text   ascii   Y_^[
2318 0x00041ec8 0x00442ac8 4   6    .text   utf8    3ĉD$ blocks=Basic Latin,Latin Extended-A
2319 0x00041f4a 0x00442b4a 4   5    .text   ascii   _^[3
2320 0x00041f81 0x00442b81 8   10   .text   utf8    3ŉE@SVWP blocks=Basic Latin,Latin Extended-A
2321 0x00041f9a 0x00442b9a 4   6    .text   utf8    3ɉU\b blocks=Basic Latin,Latin Extended-B
2322 0x00041fa0 0x00442ba0 5   6    .text   ascii   F$+F 
2323 0x0004207b 0x00442c7b 4   5    .text   ascii   Vj P
2324 0x000420bf 0x00442cbf 4   5    .text   ascii   M(@=
2325 0x00042195 0x00442d95 4   6    .text   utf8    s_+C
2326 0x000421e2 0x00442de2 5   6    .text   ascii   F$+F 
2327 0x00042220 0x00442e20 7   9    .text   utf8    ؋F<G+F8 blocks=Arabic,Basic Latin
2328 0x00042247 0x00442e47 4   5    .text   ascii   Y_^[
2329 0x00042294 0x00442e94 4   5    .text   ascii   D$\bP
2330 0x000422c5 0x00442ec5 4   5    .text   ascii   t.Vj
2331 0x000422ce 0x00442ece 5   6    .text   ascii   D$\b*j
2332 0x000422e6 0x00442ee6 5   6    .text   ascii   D$\f^Y
2333 0x00042321 0x00442f21 4   5    .text   ascii   SVWP
2334 0x000425d9 0x004431d9 4   6    .text   utf8    t\nǅ\f blocks=Basic Latin,Latin Extended-B
2335 0x00042849 0x00443449 4   5    .text   ascii   Y_^[
2336 0x00042872 0x00443472 5   6    .text   ascii   \$\bUV
2337 0x000428e8 0x004434e8 6   7    .text   ascii   F$G+F 
2338 0x000428f3 0x004434f3 5   7    .text   utf8    rˋF<3 blocks=Basic Latin,Spacing Modifier Letters
2339 0x00042920 0x00443520 6   7    .text   ascii   F<G+F8
2340 0x0004292d 0x0044352d 4   5    .text   ascii   _^][
2341 0x0004298c 0x0044358c 6   7    .text   ascii   ;N\bu\tj
2342 0x000429cf 0x004435cf 7   8    .text   ascii   8;N\bu\tj
2343 0x00042a4a 0x0044364a 6   7    .text   ascii   ;F\bu\tj
2344 0x00042a76 0x00443676 7   8    .text   ascii   &;F\bu\tj
2345 0x00042ace 0x004436ce 4   5    .text   ascii   SVWP
2346 0x00042b72 0x00443772 6   8    .text   utf8    B\f\vCz8
2347 0x00042bd2 0x004437d2 4   5    .text   ascii   Y_^[
2348 0x00042bef 0x004437ef 4   6    .text   utf8    ̋D$\f blocks=Combining Diacritical Marks,Basic Latin
2349 0x00042c04 0x00443804 6   8    .text   utf8    D$\b+ȃ~ blocks=Basic Latin,Latin Extended-B
2350 0x00042c36 0x00443836 4   5    .text   ascii   L$\b+
2351 0x00042c8b 0x0044388b 5   7    .text   utf8    3ĉD$| blocks=Basic Latin,Latin Extended-A
2352 0x00042cc4 0x004438c4 5   7    .text   utf8    A؍\f$j blocks=Basic Latin,Arabic
2353 0x00042d08 0x00443908 5   7    .text   utf8    3ĉD$p blocks=Basic Latin,Latin Extended-A
2354 0x00042d7e 0x0044397e 4   5    .text   ascii   SVWP
2355 0x00042f31 0x00443b31 4   5    .text   ascii   r\rAQ
2356 0x00042f4c 0x00443b4c 4   5    .text   ascii   Y_^[
2357 0x0004302e 0x00443c2e 4   5    .text   ascii   D$\bY
2358 0x00043042 0x00443c42 4   5    .text   ascii   \$\fV
2359 0x00043047 0x00443c47 4   5    .text   ascii   t$\f;
2360 0x0004306f 0x00443c6f 6   8    .text   utf8    _^[ËD$ blocks=Basic Latin,Latin-1 Supplement
2361 0x0004309c 0x00443c9c 4   5    .text   ascii   SVWP
2362 0x000430ff 0x00443cff 4   5    .text   ascii   Y_^[
2363 0x00043150 0x00443d50 4   5    .text   ascii   PSVW
2364 0x00043260 0x00443e60 4   5    .text   ascii   Y_^[
2365 0x00043287 0x00443e87 4   7    .text   utf8    t$ 豰 blocks=Basic Latin,CJK Unified Ideographs
2366 0x000432b3 0x00443eb3 4   5    .text   ascii   \fSVW
2367 0x00043357 0x00443f57 4   5    .text   ascii   Y_^[
2368 0x00043373 0x00443f73 4   5    .text   ascii   \fSVW
2369 0x000433f2 0x00443ff2 4   5    .text   ascii   Y_^[
2370 0x00043410 0x00444010 4   5    .text   ascii   PQVW
2371 0x00043430 0x00444030 5   6    .text   ascii   G 0dI
2372 0x00043473 0x00444073 6   7    .text   ascii   D8 $dI
2373 0x000434c0 0x004440c0 4   5    .text   ascii   PQVW
2374 0x00043570 0x00444170 4   5    .text   ascii   PQVW
2375 0x00043590 0x00444190 5   6    .text   ascii   G pdI
2376 0x000435bd 0x004441bd 4   5    .text   ascii   \aPdI
2377 0x000435d3 0x004441d3 6   7    .text   ascii   D8 ddI
2378 0x00043613 0x00444213 6   8    .text   utf8    t$\f3ɍF blocks=Basic Latin,Latin Extended-B
2379 0x0004366b 0x0044426b 5   6    .text   ascii   F\f\bdI
2380 0x000436cd 0x004442cd 4   5    .text   ascii   \a|dI
