[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 6   7            ascii   Rich$e
2    0x000001e0 0x000001e0 5   6            ascii   .text
3    0x00000207 0x00000207 7   8            ascii   `.rdata
4    0x0000022f 0x0000022f 6   7            ascii   @.data
5    0x00000258 0x00000258 5   6            ascii   .rsrc
6    0x0000027f 0x0000027f 7   8            ascii   @.reloc
7    0x00000429 0x10001029 4   5    .text   ascii   SVWP
8    0x0000056e 0x1000116e 4   5    .text   ascii   y\aH\r
9    0x000005e5 0x100011e5 4   5    .text   ascii   Y_^[
10   0x00000629 0x10001229 4   5    .text   ascii   SVWP
11   0x0000064e 0x1000124e 5   7    .text   utf8    u\t3\tE
12   0x000006a1 0x100012a1 4   5    .text   ascii   y\aH\r
13   0x000007a5 0x100013a5 4   5    .text   ascii   Y_^[
14   0x000007d4 0x100013d4 4   5    .text   ascii   E\fSV
15   0x00000ad9 0x100016d9 4   5    .text   ascii   SVWP
16   0x00000bde 0x100017de 4   5    .text   ascii   Y_^[
17   0x00000c09 0x10001809 4   5    .text   ascii   SVWh
18   0x00000d59 0x10001959 4   5    .text   ascii   SVWP
19   0x00000d9a 0x1000199a 5   6    .text   ascii   vGPSh
20   0x00000feb 0x10001beb 9   14   .text   utf8    3\tE҉E։EډE blocks=Basic Latin,Cyrillic,Armenian,Arabic
21   0x000012a8 0x10001ea8 5   8    .text   utf8    EЋЍd$ blocks=Basic Latin,Cyrillic
22   0x00001465 0x10002065 4   7    .text   utf8    t\tP誾 blocks=Basic Latin,CJK Unified Ideographs
23   0x0000147c 0x1000207c 4   5    .text   ascii   Y_^[
24   0x0000158b 0x1000218b 4   5    .text   ascii   D$ 0
25   0x000015b3 0x100021b3 5   6    .text   ascii   T$lR3
26   0x000016d7 0x100022d7 5   8    .text   utf8    D$lP迼 blocks=Basic Latin,CJK Unified Ideographs
27   0x000016ed 0x100022ed 4   5    .text   ascii   t$|f
28   0x000016f2 0x100022f2 4   5    .text   ascii   L$l;
29   0x00001708 0x10002308 6   7    .text   ascii   @f94Cu
30   0x00001718 0x10002318 4   5    .text   ascii   t$D3
31   0x00001729 0x10002329 4   5    .text   ascii   |$Lf
32   0x0000173a 0x1000233a 7   10   .text   utf8    ÍL$TƄ$4 blocks=Latin-1 Supplement,Basic Latin,Latin Extended-B
33   0x0000176e 0x1000236e 6   7    .text   ascii   9t$dr\r
34   0x00001775 0x10002375 4   5    .text   ascii   L$PQ
35   0x00001799 0x10002399 9   10   .text   ascii   T$P9t$Hr\r
36   0x000017a3 0x100023a3 4   5    .text   ascii   D$4P
37   0x000017e6 0x100023e6 7   10   .text   utf8    ƍL$TƄ$4 blocks=Latin Extended-B,Basic Latin
38   0x0000181a 0x1000241a 6   7    .text   ascii   9t$dr\r
39   0x00001821 0x10002421 4   5    .text   ascii   L$PQ
40   0x00001845 0x10002445 9   10   .text   ascii   T$P9t$Hr\r
41   0x0000184f 0x1000244f 4   5    .text   ascii   D$4P
42   0x000018f8 0x100024f8 4   6    .text   utf8    ̉d$L blocks=Combining Diacritical Marks,Basic Latin
43   0x00001912 0x10002512 4   6    .text   utf8    ̉d$d blocks=Combining Diacritical Marks,Basic Latin
44   0x0000191d 0x1000251d 7   9    .text   utf8    D$lPƄ$l blocks=Basic Latin,Latin Extended-B
45   0x00001930 0x10002530 4   6    .text   utf8    <Ƅ$0 blocks=Basic Latin,Latin Extended-B
46   0x0000193e 0x1000253e 5   7    .text   utf8    |$4+ϸ blocks=Basic Latin,Greek and Coptic
47   0x00001a36 0x10002636 4   5    .text   ascii   |$d\b
48   0x00001a3b 0x1000263b 4   5    .text   ascii   D$Ps
49   0x00001a51 0x10002651 6   8    .text   utf8    \$4Ƅ$0 blocks=Basic Latin,Latin Extended-B
50   0x00001ab4 0x100026b4 4   5    .text   ascii   Y_^[
51   0x00001b68 0x10002768 4   5    .text   ascii   t$Tf
