[Strings]
nth  paddr      vaddr       len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d  44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000e8 0x000000e8  5   6            ascii   RichR
2    0x00000208 0x00000208  5   6            ascii   .text
3    0x0000022f 0x0000022f  7   8            ascii   `.rdata
4    0x00000257 0x00000257  6   7            ascii   @.data
5    0x00000280 0x00000280  6   7            ascii   .pdata
6    0x000002a7 0x000002a7  6   7            ascii   @.rsrc
7    0x000002cf 0x000002cf  7   8            ascii   @.reloc
8    0x00000400 0x140001000 10  11   .text   ascii   UAWAVATVWS
9    0x000005c9 0x1400011c9 5   7    .text   utf8    JnJԋI blocks=Basic Latin,Cyrillic Supplement
10   0x00000743 0x140001343 5   6    .text   ascii   ,z_aI
11   0x0000086b 0x14000146b 4   5    .text   ascii   4kEI
12   0x000008de 0x1400014de 4   7    .text   utf8    \b<p盎 blocks=Basic Latin,CJK Unified Ideographs
13   0x000009d9 0x1400015d9 4   5    .text   ascii   C&w?
14   0x00000a32 0x140001632 6   7    .text   ascii   =^K1=H
15   0x00000a9c 0x14000169c 4   6    .text   utf8    ~̟YI blocks=Basic Latin,Combining Diacritical Marks
16   0x00000b45 0x140001745 4   6    .text   utf8    _ڌ\f| blocks=Basic Latin,Arabic
17   0x00000b58 0x140001758 6   7    .text   ascii   ^he:QI
18   0x00000be0 0x1400017e0 4   5    .text   ascii   ^4g8
19   0x00000dad 0x1400019ad 4   5    .text   ascii   .~TI
20   0x00000e00 0x140001a00 4   5    .text   ascii   -/0]
21   0x00000e22 0x140001a22 4   5    .text   ascii   Tjl"
22   0x00000e63 0x140001a63 4   6    .text   utf8    HdRՙ blocks=Basic Latin,Armenian
23   0x00000ed5 0x140001ad5 4   5    .text   ascii   4~I\t
24   0x00000f71 0x140001b71 4   5    .text   ascii   X#/<
25   0x00000f82 0x140001b82 4   5    .text   ascii   w\b6\v
26   0x00000fee 0x140001bee 4   5    .text   ascii   8F'H
27   0x00000fff 0x140001bff 5   6    .text   ascii   &(D\eE
28   0x00001021 0x140001c21 4   5    .text   ascii   MW\I
29   0x00001076 0x140001c76 4   5    .text   ascii   ,gQ.
30   0x0000111c 0x140001d1c 6   7    .text   ascii   .zb"s{
31   0x00001284 0x140001e84 4   5    .text   ascii   ]r7I
32   0x000012a6 0x140001ea6 4   5    .text   ascii   cM=I
33   0x0000135e 0x140001f5e 5   7    .text   utf8    ~TvǡI blocks=Basic Latin,Latin Extended-B
34   0x0000145c 0x14000205c 4   5    .text   ascii   pTXI
35   0x000014a0 0x1400020a0 4   5    .text   ascii   UQ#I
36   0x0000164d 0x14000224d 5   6    .text   ascii   Xio$H
37   0x00001681 0x140002281 4   5    .text   ascii   U%IY
38   0x000017f0 0x1400023f0 4   5    .text   ascii   PMy$
39   0x00001849 0x140002449 4   5    .text   ascii   ?bAI
40   0x000018e1 0x1400024e1 4   5    .text   ascii   F$wU
41   0x00001948 0x140002548 4   5    .text   ascii   b\e\I
42   0x000019f3 0x1400025f3 6   7    .text   ascii   HtD18r
43   0x00001a4d 0x14000264d 4   5    .text   ascii   A\neI
44   0x00001b3b 0x14000273b 4   5    .text   ascii   2j6I
45   0x00001bb1 0x1400027b1 4   6    .text   utf8    Ĳ4PI blocks=Latin Extended-A,Basic Latin
46   0x00001c45 0x140002845 5   6    .text   ascii   ^\nytI
47   0x00001ce1 0x1400028e1 7   8    .text   ascii   5'0q+u\f
48   0x00001ea3 0x140002aa3 5   6    .text   ascii   I=MUH
49   0x00001fc9 0x140002bc9 7   8    .text   ascii   nL_iHcI
50   0x00002151 0x140002d51 5   7    .text   utf8    ցCG;* blocks=Armenian,Basic Latin
51   0x000021a5 0x140002da5 4   6    .text   utf8    ͖nY. blocks=Combining Diacritical Marks,Basic Latin
52   0x00002254 0x140002e54 4   5    .text   ascii   <`#I
53   0x0000233a 0x140002f3a 4   5    .text   ascii   \f;T?
54   0x000023ae 0x140002fae 4   5    .text   ascii   4vI\t
55   0x0000252e 0x14000312e 6   7    .text   ascii   x'G?5H
56   0x00002543 0x140003143 5   6    .text   ascii   $@@JI
57   0x00002613 0x140003213 5   6    .text   ascii   Jq0Yy
58   0x000027b0 0x1400033b0 4   5    .text   ascii   Q\vDI
59   0x000027de 0x1400033de 4   6    .text   utf8    p.Uӗ blocks=Basic Latin,Cyrillic
60   0x00002800 0x140003400 6   10   .text   utf8    \vּv⦪ZI blocks=Basic Latin,Hebrew,Miscellaneous Mathematical Symbols-B
61   0x00002907 0x140003507 7   8    .text   ascii   k%[(w$I
