Error parsing resource directory
[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x000000d0 0x000000d0 4   5            ascii   Rich
2     0x000001e0 0x000001e0 5   6            ascii   .text
3     0x00000207 0x00000207 6   7            ascii   `.data
4     0x00000230 0x00000230 5   6            ascii   .rsrc
5     0x00000257 0x00000257 7   8            ascii   @.reloc
6     0x0000060c 0x0040120c 14  15   .text   ascii   bad allocation
7     0x00000628 0x00401228 17  18   .text   ascii   Unknown exception
8     0x0000063c 0x0040123c 6   14   .text   utf16le (null)
9     0x0000064c 0x0040124c 6   7    .text   ascii   (null)
10    0x00000679 0x00401279 7   8    .text   ascii   ( 8PX\a\b
11    0x00000681 0x00401281 6   7    .text   ascii   700WP\a
12    0x00000690 0x00401290 7   8    .text   ascii   \b`h````
13    0x00000699 0x00401299 9   10   .text   ascii   xpxxxx\b\a\b
14    0x000006bc 0x004012bc 14  15   .text   ascii   CorExitProcess
15    0x000006cc 0x004012cc 11  24   .text   utf16le mscoree.dll
16    0x000006e4 0x004012e4 14  15   .text   ascii   runtime error 
17    0x000006f8 0x004012f8 13  14   .text   ascii   TLOSS error\r\n
18    0x00000708 0x00401308 12  13   .text   ascii   SING error\r\n
19    0x00000718 0x00401318 14  15   .text   ascii   DOMAIN error\r\n
20    0x00000728 0x00401328 154 155  .text   ascii   R6034\r\nAn application has made an attempt to load the C runtime library incorrectly.\nPlease contact the application's support team for more information.\r\n
21    0x000007c8 0x004013c8 246 247  .text   ascii   R6033\r\n- Attempt to use MSIL code from this assembly during native code initialization\nThis indicates a bug in your application. It is most likely the result of calling an MSIL-compiled (/clr) function from a native constructor or from DllMain.\r\n
22    0x000008c0 0x004014c0 50  51   .text   ascii   R6032\r\n- not enough space for locale information\r\n
23    0x000008f8 0x004014f8 98  99   .text   ascii   R6031\r\n- Attempt to initialize the CRT more than once.\nThis indicates a bug in your application.\r\n
24    0x0000095c 0x0040155c 30  31   .text   ascii   R6030\r\n- CRT not initialized\r\n
25    0x0000097c 0x0040157c 36  37   .text   ascii   R6028\r\n- unable to initialize heap\r\n
26    0x000009a4 0x004015a4 52  53   .text   ascii   R6027\r\n- not enough space for lowio initialization\r\n
27    0x000009dc 0x004015dc 52  53   .text   ascii   R6026\r\n- not enough space for stdio initialization\r\n
28    0x00000a14 0x00401614 37  38   .text   ascii   R6025\r\n- pure virtual function call\r\n
29    0x00000a3c 0x0040163c 52  53   .text   ascii   R6024\r\n- not enough space for _onexit/atexit table\r\n
30    0x00000a74 0x00401674 40  41   .text   ascii   R6019\r\n- unable to open console device\r\n
31    0x00000aa0 0x004016a0 32  33   .text   ascii   R6018\r\n- unexpected heap error\r\n
32    0x00000ac4 0x004016c4 44  45   .text   ascii   R6017\r\n- unexpected multithread lock error\r\n
33    0x00000af4 0x004016f4 43  44   .text   ascii   R6016\r\n- not enough space for thread data\r\n
34    0x00000b20 0x00401720 149 150  .text   ascii   \r\nThis application has requested the Runtime to terminate it in an unusual way.\nPlease contact the application's support team for more information.\r\n
35    0x00000bb8 0x004017b8 43  44   .text   ascii   R6009\r\n- not enough space for environment\r\n
36    0x00000be4 0x004017e4 41  42   .text   ascii   R6008\r\n- not enough space for arguments\r\n
37    0x00000c10 0x00401810 44  45   .text   ascii   R6002\r\n- floating point support not loaded\r\n
38    0x00000c40 0x00401840 36  37   .text   ascii   Microsoft Visual C++ Runtime Library
39    0x00000c70 0x00401870 22  23   .text   ascii   <program name unknown>
40    0x00000c88 0x00401888 25  26   .text   ascii   Runtime Error!\n\nProgram: 
41    0x00000d24 0x00401924 13  14   .text   ascii   EncodePointer
42    0x00000d34 0x00401934 12  26   .text   utf16le KERNEL32.DLL
43    0x00000d50 0x00401950 13  14   .text   ascii   DecodePointer
44    0x00000d60 0x00401960 7   8    .text   ascii   FlsFree
45    0x00000d68 0x00401968 11  12   .text   ascii   FlsSetValue
46    0x00000d74 0x00401974 11  12   .text   ascii   FlsGetValue
47    0x00000d80 0x00401980 8   9    .text   ascii   FlsAlloc
48    0x00000d96 0x00401996 7   8    .text   ascii   \a\b\t\n\v\f\r
