[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x0000008d 0x0000008d 7   8            ascii   5HNvSKO
2    0x00000095 0x00000095 7   8            ascii   5HNvSMO
3    0x0000009d 0x0000009d 7   8            ascii   5HNvSLO
4    0x000000a5 0x000000a5 31  32           ascii   5HNA]KO\a5HNA]MOW5HNA]LO15HNvSIO
5    0x000000c9 0x000000c9 7   8            ascii   5IN|5HN
6    0x000000e5 0x000000e5 7   8            ascii   5HNRich
7    0x000001f8 0x000001f8 8   9            ascii   .textbss
8    0x00000220 0x00000220 5   6            ascii   .text
9    0x00000247 0x00000247 7   8            ascii   `.rdata
10   0x0000026f 0x0000026f 6   7            ascii   @.data
11   0x00000298 0x00000298 6   7            ascii   .idata
12   0x000002bf 0x000002bf 10  11           ascii   @.msvcjmc\
13   0x000002e8 0x000002e8 6   7            ascii   .00cfg
14   0x0000030f 0x0000030f 6   7            ascii   @.rsrc
15   0x00000337 0x00000337 7   8            ascii   @.reloc
16   0x0000fcb9 0x004978b9 4   5    .text   ascii   SVWQ
17   0x0000fd29 0x00497929 4   5    .text   ascii   SVWQ
18   0x0000fd99 0x00497999 4   5    .text   ascii   SVWQ
19   0x0000fe09 0x00497a09 4   5    .text   ascii   SVWQ
20   0x0000fe87 0x00497a87 4   5    .text   ascii   SVWQ
21   0x0000fefc 0x00497afc 4   5    .text   ascii   Y_^[
22   0x0000ff57 0x00497b57 4   5    .text   ascii   SVWQ
23   0x0000ff99 0x00497b99 4   5    .text   ascii   Y_^[
24   0x0000ffd9 0x00497bd9 4   5    .text   ascii   SVWQ
25   0x00010057 0x00497c57 4   5    .text   ascii   SVWQ
26   0x000100a5 0x00497ca5 4   5    .text   ascii   Y_^[
27   0x000100f7 0x00497cf7 4   5    .text   ascii   SVWQ
28   0x000101ad 0x00497dad 4   5    .text   ascii   Y_^[
29   0x00010209 0x00497e09 4   5    .text   ascii   SVWQ
30   0x00010287 0x00497e87 4   5    .text   ascii   SVWQ
31   0x000102fc 0x00497efc 4   5    .text   ascii   Y_^[
32   0x00010349 0x00497f49 4   5    .text   ascii   SVWQ
33   0x000103c7 0x00497fc7 4   5    .text   ascii   SVWQ
