[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000c7 0x000000c7 5   6            ascii   ARich
2    0x000001d0 0x000001d0 5   6            ascii   .text
3    0x000001f7 0x000001f7 7   8            ascii   `.rdata
4    0x0000021f 0x0000021f 6   7            ascii   @.data
5    0x00000248 0x00000248 6   7            ascii   .reloc
6    0x00000415 0x00401015 5   7    .text   utf8    E\b1ɉE blocks=Basic Latin,Latin Extended-B
7    0x00000435 0x00401035 5   7    .text   utf8    E\b1ɉE blocks=Basic Latin,Latin Extended-B
8    0x00000455 0x00401055 5   7    .text   utf8    E\b1ɉE blocks=Basic Latin,Latin Extended-B
9    0x00000475 0x00401075 5   7    .text   utf8    E\b1ɉE blocks=Basic Latin,Latin Extended-B
10   0x000004c6 0x004010c6 4   5    .text   ascii   SVWP
11   0x000004dc 0x004010dc 5   8    .text   utf8    1ۉ]؉] blocks=Basic Latin,Arabic
12   0x00000608 0x00401208 4   6    .text   utf8    )MD9
13   0x000006a9 0x004012a9 4   5    .text   ascii   @Pj@
14   0x0000075e 0x0040135e 4   5    .text   ascii   5( A
15   0x00000799 0x00401399 4   7    .text   utf8    )ЉEԍ blocks=Basic Latin,Cyrillic,Cyrillic Supplement
16   0x000007ed 0x004013ed 4   5    .text   ascii   Y_^[
17   0x00000840 0x00401440 4   5    .text   ascii   T$\bj
18   0x00000957 0x00401557 4   5    .text   ascii   ^_[]
19   0x000009b3 0x004015b3 4   5    .text   ascii   ^_[]
20   0x00000ad0 0x004016d0 6   8    .text   utf8    t'1\vM\b
21   0x00000b07 0x00401707 6   8    .text   utf8    E\b1ɋU\b blocks=Basic Latin,Latin Extended-B
22   0x00000b9b 0x0040179b 4   5    .text   ascii   E\f;E
23   0x00000bdc 0x004017dc 4   6    .text   utf8     ]ÐU blocks=Basic Latin,Latin-1 Supplement
24   0x00000c1f 0x0040181f 5   8    .text   utf8    M܉U؋E blocks=Basic Latin,Syriac,Arabic
25   0x00000c4e 0x0040184e 5   7    .text   utf8    ~71\vM
26   0x00000cdc 0x004018dc 4   5    .text   ascii   8^_]
27   0x00000cf7 0x004018f7 4   6    .text   utf8    E\b1Ƀ blocks=Basic Latin,Latin Extended-B
28   0x00000fcd 0x00401bcd 4   7    .text   utf8    \b1Ɉʃ blocks=Basic Latin,Latin Extended-B,IPA Extensions
29   0x00000fe3 0x00401be3 5   9    .text   utf8    HMϊEϨ blocks=Basic Latin,Greek and Coptic
30   0x00001009 0x00401c09 4   7    .text   utf8    E܋Eܹ blocks=Basic Latin,Syriac
31   0x00001042 0x00401c42 6   9    .text   utf8    E؋E؋M\b blocks=Basic Latin,Arabic
32   0x00001063 0x00401c63 4   6    .text   utf8    E܋M\b blocks=Basic Latin,Syriac
33   0x000010dd 0x00401cdd 4   6    .text   utf8    M܉\f$ blocks=Basic Latin,Syriac
34   0x000010ff 0x00401cff 4   7    .text   utf8    EԋEԃ blocks=Basic Latin,Cyrillic Supplement
35   0x00001108 0x00401d08 4   6    .text   utf8    M܉\f$ blocks=Basic Latin,Syriac
36   0x00001168 0x00401d68 4   5    .text   ascii   4^_]
37   0x00001193 0x00401d93 5   7    .text   utf8    tD1\vM
38   0x000011ef 0x00401def 5   6    .text   ascii   ;A\f}=
39   0x00001246 0x00401e46 5   7    .text   utf8    t*1\vM
40   0x00001313 0x00401f13 5   7    .text   utf8    u21\vM
41   0x00001447 0x00402047 4   5    .text   ascii   D$\b@
42   0x0000144f 0x0040204f 5   7    .text   utf8    EԉD$\f blocks=Basic Latin,Cyrillic Supplement
43   0x00001498 0x00402098 6   9    .text   utf8    e1\vM܋U blocks=Basic Latin,Syriac
44   0x0000173d 0x0040233d 7   8    .text   ascii   M\b;A\f}&
45   0x00001790 0x00402390 4   5    .text   ascii   USWV
46   0x000018ee 0x004024ee 4   7    .text   utf8    \t1$ blocks=Basic Latin,Private Use Area
47   0x00001940 0x00402540 4   7    .text   utf8    \t1( blocks=Basic Latin,Private Use Area
48   0x00001992 0x00402592 4   7    .text   utf8    \t1, blocks=Basic Latin,Private Use Area
49   0x000019e4 0x004025e4 4   7    .text   utf8    \t10 blocks=Basic Latin,Private Use Area
50   0x00001a36 0x00402636 4   7    .text   utf8    \t14 blocks=Basic Latin,Private Use Area
51   0x00001a88 0x00402688 4   7    .text   utf8    \t18 blocks=Basic Latin,Private Use Area
52   0x00001ada 0x004026da 4   7    .text   utf8    \t1< blocks=Basic Latin,Private Use Area
53   0x00002289 0x00402e89 6   7    .text   ascii   x<^_[]
54   0x00002cf0 0x004038f0 4   5    .text   ascii   USWV
55   0x00002d69 0x00403969 9   10   .text   ascii   CCCCCCCC9
56   0x00002dda 0x004039da 5   6    .text   ascii   KKKKu
57   0x00002dea 0x004039ea 10  11   .text   ascii   IIIIIIIIf.
58   0x00002e11 0x00403a11 4   5    .text   ascii   ^_[]
59   0x00002e20 0x00403a20 4   5    .text   ascii   USWV
60   0x00002e8a 0x00403a8a 5   6    .text   ascii   KKKKu
61   0x00002e9a 0x00403a9a 10  11   .text   ascii   HHHHHHHHf.
62   0x000030fe 0x00403cfe 5   6    .text   ascii   Vh4=@
63   0x00003134 0x00403d34 9   10   .text   ascii   DDDDVhR=@
64   0x00003152 0x00403d52 9   10   .text   ascii   DDDDVhr=@
65   0x00003172 0x00403d72 6   7    .text   ascii   DDDDVh
66   0x000031a4 0x00403da4 6   7    .text   ascii   DDDDVh
67   0x000031be 0x00403dbe 6   7    .text   ascii   DDDDVh
68   0x000031e0 0x00403de0 6   7    .text   ascii   DDDDVh
69   0x00003216 0x00403e16 9   10   .text   ascii   DDDDVh6>@
70   0x00003236 0x00403e36 9   10   .text   ascii   DDDDVhP>@
71   0x00003250 0x00403e50 9   10   .text   ascii   DDDDVhn>@
72   0x0000326e 0x00403e6e 6   7    .text   ascii   DDDDVh
73   0x0000328e 0x00403e8e 6   7    .text   ascii   DDDDVh
74   0x000032a8 0x00403ea8 6   7    .text   ascii   DDDDVh
75   0x000032c8 0x00403ec8 6   7    .text   ascii   DDDDVh
76   0x000032ea 0x00403eea 9   10   .text   ascii   DDDDVh(?@
77   0x00003328 0x00403f28 9   10   .text   ascii   DDDDVhH?@
78   0x00003348 0x00403f48 9   10   .text   ascii   DDDDVhh?@
79   0x00003368 0x00403f68 6   7    .text   ascii   DDDDVh
80   0x0000338e 0x00403f8e 6   7    .text   ascii   DDDDVh
81   0x000033b8 0x00403fb8 6   7    .text   ascii   DDDDVh
82   0x000033de 0x00403fde 6   7    .text   ascii   DDDDVh
83   0x0000341c 0x0040401c 9   10   .text   ascii   DDDDVh:@@
84   0x0000343a 0x0040403a 9   10   .text   ascii   DDDDVhl@@
85   0x0000346c 0x0040406c 6   7    .text   ascii   DDDDVh
86   0x0000348e 0x0040408e 6   7    .text   ascii   DDDDVh
87   0x000034b8 0x004040b8 6   7    .text   ascii   DDDDVh
88   0x000034d2 0x004040d2 6   7    .text   ascii   DDDDVh
89   0x000034f2 0x004040f2 9   10   .text   ascii   DDDDVh\fA@
90   0x0000350c 0x0040410c 9   10   .text   ascii   DDDDVh6A@
91   0x00003536 0x00404136 9   10   .text   ascii   DDDDVhPA@
92   0x00003550 0x00404150 9   10   .text   ascii   DDDDVhpA@
93   0x00003570 0x00404170 6   7    .text   ascii   DDDDVh
94   0x0000359a 0x0040419a 6   7    .text   ascii   DDDDVh
95   0x000035d4 0x004041d4 6   7    .text   ascii   DDDDVh
96   0x00003612 0x00404212 9   10   .text   ascii   DDDDVh2B@
97   0x00003632 0x00404232 9   10   .text   ascii   DDDDVhdB@
98   0x00003664 0x00404264 6   7    .text   ascii   DDDDVh
99   0x0000368e 0x0040428e 6   7    .text   ascii   DDDDVh
100  0x000036b8 0x004042b8 6   7    .text   ascii   DDDDVh
101  0x000036d2 0x004042d2 6   7    .text   ascii   DDDDVh
102  0x000036f4 0x004042f4 6   7    .text   ascii   DDDDVh
