[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f0 0x000000f0 5   6            ascii   Rich\t
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x0000067f 0x0040127f 4   7    .text   utf8    ĳʯt\b blocks=Latin Extended-A,IPA Extensions,Basic Latin
8    0x00000731 0x00401331 4   5    .text   ascii   1pt\b
9    0x00000941 0x00401541 4   5    .text   ascii   VPt\b
10   0x00000bfd 0x004017fd 4   5    .text   ascii   hH\aN
11   0x00000c07 0x00401807 4   5    .text   ascii   hH\aN
12   0x00000c9d 0x0040189d 4   5    .text   ascii   h4\aN
13   0x00000ca7 0x004018a7 4   5    .text   ascii   h4\aN
14   0x00000d3d 0x0040193d 4   5    .text   ascii   h`\aN
15   0x00000d47 0x00401947 4   5    .text   ascii   h`\aN
16   0x00000d68 0x00401968 5   6    .text   ascii   Qh!:L
17   0x00000ddd 0x004019dd 4   5    .text   ascii   ht\aN
18   0x00000de7 0x004019e7 4   5    .text   ascii   ht\aN
19   0x00000e08 0x00401a08 5   6    .text   ascii   QhU:L
20   0x00000e0e 0x00401a0e 4   5    .text   ascii   h$:L
21   0x00000ea0 0x00401aa0 4   5    .text   ascii   h@\eK
22   0x00000eb5 0x00401ab5 4   5    .text   ascii   hP\eK
23   0x00000fac 0x00401bac 4   6    .text   utf8    Y_^ù blocks=Basic Latin,Latin-1 Supplement
24   0x00001332 0x00401f32 4   5    .text   ascii   t$\fW
25   0x0000140f 0x0040200f 6   8    .text   utf8    ̍D$\bPj blocks=Combining Diacritical Marks,Basic Latin
26   0x00001418 0x00402018 4   5    .text   ascii   t$\fj
27   0x0000148f 0x0040208f 7   9    .text   utf8    ̍D$\bPQj blocks=Combining Diacritical Marks,Basic Latin
28   0x0000150f 0x0040210f 6   8    .text   utf8    ̋L$\fVW blocks=Combining Diacritical Marks,Basic Latin
29   0x0000154f 0x0040214f 4   6    .text   utf8    ̋L$\f blocks=Combining Diacritical Marks,Basic Latin
30   0x00001566 0x00402166 4   5    .text   ascii   |$\b\v
31   0x000015cc 0x004021cc 4   5    .text   ascii   T$\bW
32   0x000015e8 0x004021e8 6   8    .text   utf8    ^ËD$\b^ blocks=Basic Latin,Latin-1 Supplement
33   0x000015f5 0x004021f5 4   5    .text   ascii   hpfJ
34   0x0000176b 0x0040236b 5   6    .text   ascii   t\vj\fV
35   0x000017e6 0x004023e6 5   6    .text   ascii   t\vj\fV
36   0x00001865 0x00402465 4   5    .text   ascii   hUgJ
37   0x00001916 0x00402516 5   6    .text   ascii   t\vj\fV
38   0x0000199b 0x0040259b 4   5    .text   ascii   h0gM
39   0x00001aaf 0x004026af 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
40   0x00001af5 0x004026f5 4   5    .text   ascii   hMhJ
41   0x00001da2 0x004029a2 5   6    .text   ascii   ;D$\fu
42   0x00001e68 0x00402a68 4   6    .text   utf8    Eк:  blocks=Basic Latin,Cyrillic
43   0x00001ec0 0x00402ac0 4   7    .text   utf8    uԋƋU blocks=Basic Latin,Cyrillic Supplement,Latin Extended-B
44   0x00001edc 0x00402adc 4   6    .text   utf8    CE\r4
45   0x00002065 0x00402c65 4   5    .text   ascii   h]iJ
46   0x00002130 0x00402d30 4   5    .text   ascii   PQVW
47   0x000021d0 0x00402dd0 4   5    .text   ascii   PQVW
48   0x00002265 0x00402e65 4   5    .text   ascii   h^jJ
49   0x00002328 0x00402f28 5   6    .text   ascii   t\vj\bV
50   0x000025b7 0x004031b7 5   6    .text   ascii   ~\bOu\t
51   0x000026aa 0x004032aa 4   5    .text   ascii   t%PV
52   0x000026d1 0x004032d1 4   5    .text   ascii   h,8L
53   0x000026e5 0x004032e5 4   5    .text   ascii   h?kJ
54   0x0000278e 0x0040338e 4   7    .text   utf8    t\tP踾 blocks=Basic Latin,CJK Unified Ideographs
55   0x000027a9 0x004033a9 4   7    .text   utf8    t\tP蝾 blocks=Basic Latin,CJK Unified Ideographs
