[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1467 0x000130ce 0x10051cce 4   5    .upx1   ascii   $zKS
1468 0x00013100 0x10051d00 5   6    .upx1   ascii   ++gzp
1469 0x0001313a 0x10051d3a 5   6    .upx1   ascii   7}XuG
1470 0x00013183 0x10051d83 6   7    .upx1   ascii   bKK]n\b
1471 0x000131c2 0x10051dc2 5   6    .upx1   ascii   3VzVn
1472 0x000131ca 0x10051dca 4   5    .upx1   ascii   `F:X
1473 0x000131d2 0x10051dd2 4   6    .upx1   utf8    \nǹjX blocks=Basic Latin,Latin Extended-B
1474 0x00013205 0x10051e05 7   9    .upx1   utf8    (Lֻ}x?_ blocks=Basic Latin,Hebrew
1475 0x00013213 0x10051e13 4   6    .upx1   utf8    ً9P` blocks=Arabic,Basic Latin
1476 0x00013222 0x10051e22 5   6    .upx1   ascii   B;Ju;
1477 0x00013239 0x10051e39 6   9    .upx1   utf8    ğXU7ߚA blocks=Latin Extended-A,Basic Latin,NKo
1478 0x0001325e 0x10051e5e 5   6    .upx1   ascii   Y(]Cv
1479 0x0001326f 0x10051e6f 4   8    .upx1   utf8    ʏ@Z blocks=Private Use Area,IPA Extensions,Basic Latin
1480 0x00013290 0x10051e90 5   7    .upx1   utf8    \b\r`̓m blocks=Basic Latin,Combining Diacritical Marks
1481 0x000132fb 0x10051efb 4   5    .upx1   ascii   1_ y
1482 0x00013330 0x10051f30 4   5    .upx1   ascii   ?\b\e\n
1483 0x00013377 0x10051f77 4   5    .upx1   ascii   W%\e\n
1484 0x000133fc 0x10051ffc 4   5    .upx1   ascii   5nhK
1485 0x0001342f 0x1005202f 4   5    .upx1   ascii   \a{Kh
1486 0x00013441 0x10052041 4   7    .upx1   utf8    IߕߘV blocks=Basic Latin,NKo
1487 0x00013455 0x10052055 5   6    .upx1   ascii   MVlU0
1488 0x000134da 0x100520da 4   6    .upx1   utf8    6T_ǃ blocks=Basic Latin,Latin Extended-B
1489 0x000134f8 0x100520f8 8   9    .upx1   ascii   UC'{$:1H
1490 0x00013571 0x10052171 4   5    .upx1   ascii   C\t6a
1491 0x000135ab 0x100521ab 5   6    .upx1   ascii   -C\bx&
1492 0x000135cf 0x100521cf 4   6    .upx1   utf8    ;V?ϋ blocks=Basic Latin,Greek and Coptic
1493 0x00013603 0x10052203 4   5    .upx1   ascii   OU_/
1494 0x0001362b 0x1005222b 4   6    .upx1   utf8    %ԃx] blocks=Basic Latin,Cyrillic Supplement
1495 0x00013636 0x10052236 6   7    .upx1   ascii   KJEVtx
1496 0x00013658 0x10052258 4   5    .upx1   ascii   \fY9J
1497 0x0001365e 0x1005225e 6   7    .upx1   ascii   wDG xz
1498 0x0001369b 0x1005229b 5   7    .upx1   utf8    MZ܉qZ blocks=Basic Latin,Syriac
1499 0x000136b1 0x100522b1 5   6    .upx1   ascii   Xs6T{
1500 0x000136ba 0x100522ba 6   8    .upx1   utf8    \aڣ%X[T blocks=Basic Latin,Arabic
1501 0x000136f0 0x100522f0 4   6    .upx1   utf8    2@߇j blocks=Basic Latin,NKo
1502 0x0001370a 0x1005230a 6   7    .upx1   ascii   \ruVGP9
1503 0x00013713 0x10052313 6   7    .upx1   ascii   W1yv4K
1504 0x00013788 0x10052388 7   9    .upx1   utf8    B/UGаd\b blocks=Basic Latin,Cyrillic
1505 0x00013791 0x10052391 5   6    .upx1   ascii   Kfi8V
1506 0x000137ed 0x100523ed 4   6    .upx1   utf8    AӿY} blocks=Basic Latin,Cyrillic
1507 0x0001388e 0x1005248e 4   5    .upx1   ascii   \eE|Z
1508 0x000138eb 0x100524eb 4   6    .upx1   utf8    ̩Zm\ blocks=Combining Diacritical Marks,Basic Latin
1509 0x000138fa 0x100524fa 6   10   .upx1   utf8    ᙻXZ0\ѱ blocks=Unified Canadian Aboriginal Syllabics,Basic Latin,Cyrillic
1510 0x00013951 0x10052551 4   5    .upx1   ascii   |9N%
1511 0x0001398c 0x1005258c 5   7    .upx1   utf8    ;qċTt blocks=Basic Latin,Latin Extended-A
1512 0x00013996 0x10052596 4   5    .upx1   ascii   vH[B
1513 0x000139ff 0x100525ff 6   7    .upx1   ascii   0D6Z*~
1514 0x00013a1c 0x1005261c 4   5    .upx1   ascii   \nZlw
1515 0x00013a3e 0x1005263e 4   5    .upx1   ascii   Q5O@
1516 0x00013abf 0x100526bf 4   5    .upx1   ascii   ;GX9
1517 0x00013ac5 0x100526c5 4   5    .upx1   ascii   UFx[
1518 0x00013adc 0x100526dc 4   5    .upx1   ascii   U43=
1519 0x00013b1c 0x1005271c 5   6    .upx1   ascii   HQl9u
1520 0x00013b2a 0x1005272a 5   7    .upx1   utf8    \n~˘Yu blocks=Basic Latin,Spacing Modifier Letters
1521 0x00013b81 0x10052781 7   9    .upx1   utf8    sn%֑WUE blocks=Basic Latin,Hebrew
1522 0x00013b93 0x10052793 4   5    .upx1   ascii   \eZWy
1523 0x00013bc0 0x100527c0 6   8    .upx1   utf8    ʖ,Ap_: blocks=IPA Extensions,Basic Latin
1524 0x00013bd3 0x100527d3 4   5    .upx1   ascii   jZ8a
1525 0x00013c18 0x10052818 6   8    .upx1   utf8    \eRZYÍ\a blocks=Basic Latin,Latin-1 Supplement
1526 0x00013c29 0x10052829 4   5    .upx1   ascii   Ml\nG
1527 0x00013c52 0x10052852 4   5    .upx1   ascii   CD98
1528 0x00013cfe 0x100528fe 6   7    .upx1   ascii   xYv4-\a
1529 0x00013d28 0x10052928 4   6    .upx1   utf8    m0?Ȓ blocks=Basic Latin,Latin Extended-B
1530 0x00013d3c 0x1005293c 6   7    .upx1   ascii   t5;]v8
1531 0x00013d60 0x10052960 4   5    .upx1   ascii   WLyK
1532 0x00013dab 0x100529ab 4   5    .upx1   ascii   Z(X[
1533 0x00013dd9 0x100529d9 4   5    .upx1   ascii   UeWZ
1534 0x00013dfe 0x100529fe 5   6    .upx1   ascii   jf6? 
1535 0x00013e0c 0x10052a0c 4   5    .upx1   ascii   WY_T
1536 0x00013e79 0x10052a79 4   6    .upx1   utf8    \t[ZÀ blocks=Basic Latin,Latin-1 Supplement
1537 0x00013e90 0x10052a90 4   5    .upx1   ascii   _VDv
1538 0x00013e95 0x10052a95 6   7    .upx1   ascii   k/;U5}
1539 0x00013ecf 0x10052acf 4   5    .upx1   ascii    _dK
1540 0x00013f18 0x10052b18 8   9    .upx1   ascii   [_u6M9Ga
1541 0x00013f46 0x10052b46 4   5    .upx1   ascii   !0vC
1542 0x00013fb6 0x10052bb6 5   6    .upx1   ascii   @?x3H
1543 0x00013fcc 0x10052bcc 4   5    .upx1   ascii   T<Eu
1544 0x0001401b 0x10052c1b 5   7    .upx1   utf8    \rVĒeO blocks=Basic Latin,Latin Extended-A
1545 0x00014062 0x10052c62 4   5    .upx1   ascii   '0;n
1546 0x0001411c 0x10052d1c 4   7    .upx1   utf8    ԙJgۻ blocks=Cyrillic Supplement,Basic Latin,Arabic
1547 0x00014128 0x10052d28 4   6    .upx1   utf8    ZMߩQ blocks=Basic Latin,NKo
1548 0x00014188 0x10052d88 5   6    .upx1   ascii   :vg]f
1549 0x000141b1 0x10052db1 4   5    .upx1   ascii   ??G|
1550 0x00014229 0x10052e29 4   7    .upx1   utf8    긮_\el blocks=Hangul Syllables,Basic Latin
1551 0x000142bd 0x10052ebd 4   5    .upx1   ascii   YU}s
1552 0x0001430c 0x10052f0c 5   6    .upx1   ascii   zQ#+}
1553 0x0001434f 0x10052f4f 7   9    .upx1   utf8    јY4R:Y5 blocks=Cyrillic,Basic Latin
1554 0x00014358 0x10052f58 5   6    .upx1   ascii   ?VU`l
1555 0x00014381 0x10052f81 5   6    .upx1   ascii   XkHs3
1556 0x000143e3 0x10052fe3 5   6    .upx1   ascii   9\rA4T
1557 0x0001440a 0x1005300a 6   7    .upx1   ascii   sn$2'3
1558 0x0001442e 0x1005302e 4   5    .upx1   ascii   5v:C
1559 0x00014461 0x10053061 4   7    .upx1   utf8    蚣_\n; blocks=CJK Unified Ideographs,Basic Latin
1560 0x00014496 0x10053096 5   6    .upx1   ascii   9R~.\a
1561 0x00014513 0x10053113 6   7    .upx1   ascii   5/;Cit
1562 0x000145a3 0x100531a3 4   6    .upx1   utf8    FyYԜ blocks=Basic Latin,Cyrillic Supplement
1563 0x000145c9 0x100531c9 4   5    .upx1   ascii   3DpA
1564 0x000145dd 0x100531dd 5   6    .upx1   ascii   %qz7!
1565 0x000145ee 0x100531ee 5   7    .upx1   utf8    \fnʚYU blocks=Basic Latin,IPA Extensions
1566 0x00014608 0x10053208 7   9    .upx1   utf8    \tkֶ5Y9U blocks=Basic Latin,Hebrew
1567 0x0001461e 0x1005321e 4   5    .upx1   ascii   V\eD6
1568 0x00014657 0x10053257 4   5    .upx1   ascii   ;_<U
1569 0x0001466d 0x1005326d 5   6    .upx1   ascii   GP}F9
1570 0x000146ce 0x100532ce 6   8    .upx1   utf8    ATpZߪ= blocks=Basic Latin,NKo
1571 0x000146da 0x100532da 4   5    .upx1   ascii   65tO
1572 0x000146fe 0x100532fe 4   5    .upx1   ascii   0y6%
1573 0x000147da 0x100533da 5   6    .upx1   ascii   }u\eUU
1574 0x00014853 0x10053453 4   6    .upx1   utf8    ZA6֢ blocks=Basic Latin,Hebrew
1575 0x000148bf 0x100534bf 4   7    .upx1   utf8    Ի]=ث blocks=Armenian,Basic Latin,Arabic
1576 0x0001496f 0x1005356f 4   5    .upx1   ascii   \eVB[
1577 0x000149a2 0x100535a2 4   5    .upx1   ascii   {sa1
1578 0x00014a0b 0x1005360b 4   5    .upx1   ascii   KFuj
1579 0x00014a24 0x10053624 5   6    .upx1   ascii   _KoN:
1580 0x00014a46 0x10053646 4   5    .upx1   ascii   _x6\e
1581 0x00014aa4 0x100536a4 6   8    .upx1   utf8    ߦd5GRr blocks=NKo,Basic Latin
1582 0x00014ab9 0x100536b9 5   7    .upx1   utf8    ڛOY:\b blocks=Arabic,Basic Latin
1583 0x00014ad3 0x100536d3 5   6    .upx1   ascii   CB:)f
1584 0x00014af3 0x100536f3 4   5    .upx1   ascii   J\auK
1585 0x00014b0c 0x1005370c 5   6    .upx1   ascii   /U}4[
1586 0x00014b14 0x10053714 4   5    .upx1   ascii   ekA\r
1587 0x00014b36 0x10053736 4   5    .upx1   ascii   -{{Y
1588 0x00014b4d 0x1005374d 4   6    .upx1   utf8    xב_7 blocks=Basic Latin,Hebrew
1589 0x00014b53 0x10053753 4   5    .upx1   ascii   9u\aG
1590 0x00014b7b 0x1005377b 4   5    .upx1   ascii   \a_8:
1591 0x00014b92 0x10053792 4   5    .upx1   ascii   +(^a
1592 0x00014b97 0x10053797 7   8    .upx1   ascii   UZ$Nyx\t
1593 0x00014bdc 0x100537dc 4   5    .upx1   ascii   \eivu
1594 0x00014c29 0x10053829 5   6    .upx1   ascii   GaGeb
1595 0x00014c56 0x10053856 5   6    .upx1   ascii   C\rh+J
1596 0x00014c65 0x10053865 4   5    .upx1   ascii   /\nJ{
1597 0x00014ca5 0x100538a5 4   6    .upx1   utf8    OP\nց blocks=Basic Latin,Armenian
1598 0x00014cac 0x100538ac 6   8    .upx1   utf8    h:CgJ5
1599 0x00014cc0 0x100538c0 6   7    .upx1   ascii   C.KY\r`
1600 0x00014cd9 0x100538d9 5   6    .upx1   ascii   PIT`\e
1601 0x00014ce9 0x100538e9 5   7    .upx1   utf8    K3B\eӪ blocks=Basic Latin,Cyrillic
1602 0x00014cf0 0x100538f0 4   5    .upx1   ascii   ,|9K
1603 0x00014d0e 0x1005390e 5   6    .upx1   ascii   /9GMm
1604 0x00014d1e 0x1005391e 4   5    .upx1   ascii   \a\tv\e
1605 0x00014d53 0x10053953 7   9    .upx1   utf8    |U\njvu˚ blocks=Basic Latin,Spacing Modifier Letters
1606 0x00014daf 0x100539af 5   6    .upx1   ascii   HEPjE
1607 0x00014dc2 0x100539c2 6   7    .upx1   ascii   \tf]yZ^
1608 0x00014dd1 0x100539d1 4   6    .upx1   utf8    $Phڕ blocks=Basic Latin,Arabic
1609 0x00014e18 0x10053a18 5   6    .upx1   ascii   hx8gq
1610 0x00014e23 0x10053a23 4   5    .upx1   ascii   4[6~
1611 0x00014e5a 0x10053a5a 7   8    .upx1   ascii   <%_zAY5
1612 0x00014e74 0x10053a74 6   8    .upx1   utf8    a\n+sız blocks=Basic Latin,Latin Extended-A
1613 0x00014e7f 0x10053a7f 5   7    .upx1   utf8    Ԛ\er4+ blocks=Cyrillic Supplement,Basic Latin
1614 0x00014ea0 0x10053aa0 4   6    .upx1   utf8    fڶxG blocks=Basic Latin,Arabic
1615 0x00014ec2 0x10053ac2 4   6    .upx1   utf8    8|˙C blocks=Basic Latin,Spacing Modifier Letters
1616 0x00014ef3 0x10053af3 5   6    .upx1   ascii   \f?9Yt
1617 0x00014f07 0x10053b07 4   5    .upx1   ascii   PUX9
1618 0x00014f12 0x10053b12 4   6    .upx1   utf8    ګZUB blocks=Arabic,Basic Latin
1619 0x00014f26 0x10053b26 6   8    .upx1   utf8    /_M,ҙA blocks=Basic Latin,Cyrillic
1620 0x00014f42 0x10053b42 5   6    .upx1   ascii   vy<7P
1621 0x00014f73 0x10053b73 4   5    .upx1   ascii   w8BZ
1622 0x00014ff1 0x10053bf1 4   5    .upx1   ascii   Ck\v&
1623 0x00015009 0x10053c09 4   5    .upx1   ascii   |H\ep
1624 0x00015023 0x10053c23 5   6    .upx1   ascii   >A~%e
1625 0x0001502d 0x10053c2d 4   5    .upx1   ascii   7-gf
1626 0x00015077 0x10053c77 4   5    .upx1   ascii   <JVn
1627 0x00015082 0x10053c82 4   5    .upx1   ascii   8\t1t
1628 0x000150a4 0x10053ca4 5   6    .upx1   ascii   Q4+~x
1629 0x000150bf 0x10053cbf 4   5    .upx1   ascii   o69G
1630 0x000150f1 0x10053cf1 4   5    .upx1   ascii   /[_k
1631 0x00015101 0x10053d01 4   5    .upx1   ascii   __{n
1632 0x0001512a 0x10053d2a 4   6    .upx1   utf8    [ZքL blocks=Basic Latin,Armenian
1633 0x00015133 0x10053d33 4   5    .upx1   ascii   Sjl`
1634 0x00015140 0x10053d40 5   6    .upx1   ascii   !\[C4
1635 0x00015166 0x10053d66 6   7    .upx1   ascii   n-rAO[
1636 0x00015173 0x10053d73 4   6    .upx1   utf8    [ͭ;# blocks=Basic Latin,Combining Diacritical Marks
1637 0x000151a5 0x10053da5 4   5    .upx1   ascii   #Y?6
1638 0x000151b2 0x10053db2 5   8    .upx1   utf8    ꠦW0"[ blocks=Syloti Nagri,Basic Latin
1639 0x000151bf 0x10053dbf 5   6    .upx1   ascii   ~R[|o
1640 0x000151e0 0x10053de0 4   5    .upx1   ascii   [`bd
1641 0x00015205 0x10053e05 4   5    .upx1   ascii   <[,W
1642 0x00015243 0x10053e43 6   8    .upx1   utf8    <P6TT&
1643 0x000152d0 0x10053ed0 5   6    .upx1   ascii   \Q[~)
1644 0x000152e2 0x10053ee2 4   5    .upx1   ascii   B\r[@
1645 0x00015311 0x10053f11 4   5    .upx1   ascii   P[1F
1646 0x00015318 0x10053f18 4   6    .upx1   utf8    Ҝ\e[\n blocks=Cyrillic,Basic Latin
1647 0x00015363 0x10053f63 5   6    .upx1   ascii   V|0`[
1648 0x0001539d 0x10053f9d 5   6    .upx1   ascii   \a\nIgK
1649 0x000153ab 0x10053fab 4   6    .upx1   utf8    ]ў{' blocks=Basic Latin,Cyrillic
1650 0x000153bb 0x10053fbb 4   5    .upx1   ascii   &yR$
1651 0x000153ee 0x10053fee 4   5    .upx1   ascii   .~U\a
1652 0x000153f6 0x10053ff6 5   6    .upx1   ascii   Gv6kg
1653 0x00015403 0x10054003 4   5    .upx1   ascii   -UbA
1654 0x00015411 0x10054011 5   6    .upx1   ascii   Z 7[x
1655 0x00015433 0x10054033 4   6    .upx1   utf8    Uq,ֿ blocks=Basic Latin,Hebrew
1656 0x00015444 0x10054044 5   7    .upx1   utf8    [HǙv{ blocks=Basic Latin,Latin Extended-B
1657 0x00015490 0x10054090 6   8    .upx1   utf8    V[cB̾  blocks=Basic Latin,Combining Diacritical Marks
1658 0x000154ad 0x100540ad 4   5    .upx1   ascii   0yBy
1659 0x000154b5 0x100540b5 4   7    .upx1   utf8    _\fE blocks=Basic Latin,Private Use Area
1660 0x00015509 0x10054109 4   5    .upx1   ascii   UabY
1661 0x0001551d 0x1005411d 5   7    .upx1   utf8    ٓCjDM blocks=Arabic,Basic Latin
1662 0x0001552f 0x1005412f 9   10   .upx1   ascii   %`q\aN[(]s
1663 0x00015584 0x10054184 5   8    .upx1   utf8    r9M[잶 blocks=Basic Latin,Hangul Syllables
1664 0x0001559c 0x1005419c 5   6    .upx1   ascii   p8'jK
1665 0x000155ac 0x100541ac 5   6    .upx1   ascii   {\\eqU
1666 0x000155b6 0x100541b6 4   5    .upx1   ascii   I[\fj
1667 0x000155c5 0x100541c5 6   8    .upx1   utf8    =Y2";ӻ blocks=Basic Latin,Cyrillic
1668 0x000155d2 0x100541d2 6   7    .upx1   ascii   &[O/H!
1669 0x0001565f 0x1005425f 5   6    .upx1   ascii   [!{DV
1670 0x0001566c 0x1005426c 4   6    .upx1   utf8    ƹU<f blocks=Latin Extended-B,Basic Latin
1671 0x000156a1 0x100542a1 4   6    .upx1   utf8    ʀdR[ blocks=IPA Extensions,Basic Latin
1672 0x000156c5 0x100542c5 7   9    .upx1   utf8    #^hDԊ[C blocks=Basic Latin,Cyrillic Supplement
1673 0x000156d6 0x100542d6 8   9    .upx1   ascii   &RcJ1*/^
1674 0x000156f2 0x100542f2 5   7    .upx1   utf8    4[q\nߣ blocks=Basic Latin,NKo
1675 0x000156fa 0x100542fa 5   6    .upx1   ascii   =l[mv
1676 0x0001570e 0x1005430e 5   6    .upx1   ascii   C%[\tE
1677 0x00015739 0x10054339 5   6    .upx1   ascii   QGp"Y
1678 0x00015758 0x10054358 5   6    .upx1   ascii   u[/.]
1679 0x00015766 0x10054366 4   5    .upx1   ascii   jK$D
1680 0x00015777 0x10054377 4   5    .upx1   ascii   pwF[
1681 0x000157cf 0x100543cf 5   6    .upx1   ascii   StJf4
1682 0x000157f6 0x100543f6 8   10   .upx1   utf8    )0tε{R[K blocks=Basic Latin,Greek and Coptic
1683 0x00015807 0x10054407 4   5    .upx1   ascii   x[VQ
1684 0x00015855 0x10054455 6   7    .upx1   ascii   cGU6Bc
1685 0x00015864 0x10054464 5   6    .upx1   ascii   wCzAb
1686 0x000158a1 0x100544a1 4   5    .upx1   ascii   o [F
1687 0x000158ae 0x100544ae 4   5    .upx1   ascii   ejQ_
1688 0x000158d2 0x100544d2 5   6    .upx1   ascii   )?p;*
1689 0x000158e5 0x100544e5 4   5    .upx1   ascii   X_u=
1690 0x000158ee 0x100544ee 4   6    .upx1   utf8    hvλp blocks=Basic Latin,Greek and Coptic
1691 0x000159bd 0x100545bd 4   5    .upx1   ascii   "[4E
1692 0x000159d1 0x100545d1 4   5    .upx1   ascii   8[E\n
1693 0x00015a27 0x10054627 10  12   .upx1   utf8    a[lVP%5Yv2
1694 0x00015a41 0x10054641 8   12   .upx1   utf8    ד\rӣՇr_[  blocks=Hebrew,Basic Latin,Cyrillic,Armenian
1695 0x00015a89 0x10054689 4   5    .upx1   ascii   x_QA
1696 0x00015af2 0x100546f2 5   8    .upx1   utf8    -埏[N> blocks=Basic Latin,CJK Unified Ideographs
1697 0x00015b24 0x10054724 7   8    .upx1   ascii   ]\fGQ)2_
1698 0x00015b90 0x10054790 7   8    .upx1   ascii   L/\b28O[
1699 0x00015ba2 0x100547a2 5   6    .upx1   ascii   Q\fNsY
1700 0x00015bad 0x100547ad 4   5    .upx1   ascii   T\bi\t
1701 0x00015bb2 0x100547b2 4   5    .upx1   ascii   b[\rm
1702 0x00015bb9 0x100547b9 5   7    .upx1   utf8    ҝF[GV blocks=Cyrillic,Basic Latin
1703 0x00015be2 0x100547e2 4   5    .upx1   ascii   [reF
1704 0x00015be7 0x100547e7 5   7    .upx1   utf8    p$Ү[& blocks=Basic Latin,Cyrillic
1705 0x00015c5a 0x1005485a 4   5    .upx1   ascii   O]q}
1706 0x00015c61 0x10054861 6   8    .upx1   utf8    R)*F[Ό blocks=Basic Latin,Greek and Coptic
1707 0x00015c73 0x10054873 4   5    .upx1   ascii   K4X\t
1708 0x00015c7e 0x1005487e 6   7    .upx1   ascii   ^3'\e["
1709 0x00015c8e 0x1005488e 4   5    .upx1   ascii   y 1p
1710 0x00015c97 0x10054897 10  13   .upx1   utf8    \vO*З(3dҖ[^ blocks=Basic Latin,Cyrillic
1711 0x00015ccc 0x100548cc 7   8    .upx1   ascii   kLjHw_,
1712 0x00015ce7 0x100548e7 5   7    .upx1   utf8    ěV[~n blocks=Latin Extended-A,Basic Latin
1713 0x00015cef 0x100548ef 6   7    .upx1   ascii   &+LP[7
1714 0x00015cfe 0x100548fe 6   8    .upx1   utf8    .:"V`ȵ blocks=Basic Latin,Latin Extended-B
1715 0x00015d06 0x10054906 4   5    .upx1   ascii   h[\f\
1716 0x00015d2c 0x1005492c 5   7    .upx1   utf8    \ez:I_
1717 0x00015d7d 0x1005497d 7   8    .upx1   ascii   [|N0m9S
1718 0x00015de7 0x100549e7 5   6    .upx1   ascii   h]q_D
1719 0x00015dff 0x100549ff 5   6    .upx1   ascii   ]%[m`
1720 0x00015e0a 0x10054a0a 4   5    .upx1   ascii   j"1[
1721 0x00015e99 0x10054a99 4   6    .upx1   utf8    =2;[ blocks=Basic Latin,Greek and Coptic
1722 0x00015ea5 0x10054aa5 4   5    .upx1   ascii   fUdv
1723 0x00015eb0 0x10054ab0 4   6    .upx1   utf8    ոIE# blocks=Armenian,Basic Latin
1724 0x00015ef4 0x10054af4 6   7    .upx1   ascii   ay_YqP
1725 0x00015f89 0x10054b89 4   6    .upx1   utf8    o[dԤ blocks=Basic Latin,Cyrillic Supplement
1726 0x00015fbd 0x10054bbd 4   6    .upx1   utf8    \a_I^
1727 0x00015fde 0x10054bde 4   5    .upx1   ascii   jYXH
1728 0x00015fee 0x10054bee 4   7    .upx1   utf8    [f\n翂 blocks=Basic Latin,CJK Unified Ideographs
1729 0x0001602c 0x10054c2c 6   7    .upx1   ascii   cf^.Q[
1730 0x00016038 0x10054c38 6   7    .upx1   ascii   |xC=_$
1731 0x00016097 0x10054c97 8   10   .upx1   utf8    NtR(kԿVU blocks=Basic Latin,Armenian
1732 0x000160b3 0x10054cb3 5   8    .upx1   utf8    x@U\tĲ blocks=Basic Latin,Latin Extended-A
1733 0x000160f5 0x10054cf5 6   7    .upx1   ascii   oyZ[Y%
1734 0x0001611a 0x10054d1a 4   5    .upx1   ascii   :[^z
1735 0x00016131 0x10054d31 5   6    .upx1   ascii   +*!Kk
1736 0x00016155 0x10054d55 4   5    .upx1   ascii   T$[&
1737 0x0001615b 0x10054d5b 6   7    .upx1   ascii   \e7{3\t[
1738 0x000161b2 0x10054db2 6   7    .upx1   ascii   -\bXla5
1739 0x000161e3 0x10054de3 4   5    .upx1   ascii   \f7[+
1740 0x000161fd 0x10054dfd 6   8    .upx1   utf8    @vdۂCg blocks=Basic Latin,Arabic
1741 0x0001621e 0x10054e1e 5   7    .upx1   utf8    ˑ s[. blocks=Spacing Modifier Letters,Basic Latin
1742 0x00016234 0x10054e34 4   5    .upx1   ascii   p4kT
1743 0x0001624b 0x10054e4b 5   6    .upx1   ascii   -[VKe
1744 0x000162cd 0x10054ecd 4   5    .upx1   ascii   W?[n
1745 0x000162d4 0x10054ed4 4   6    .upx1   utf8    Z{ø[ blocks=Basic Latin,Latin-1 Supplement
1746 0x000162e1 0x10054ee1 4   5    .upx1   ascii   [r?u
1747 0x000162fe 0x10054efe 11  13   .upx1   utf8    Ͷ[%\t8(2F5}[ blocks=Greek and Coptic,Basic Latin
1748 0x0001635b 0x10054f5b 4   5    .upx1   ascii   \b+fW
1749 0x00016369 0x10054f69 4   5    .upx1   ascii   ]![o
1750 0x0001638d 0x10054f8d 4   5    .upx1   ascii   Z/*\f
1751 0x000163ae 0x10054fae 4   5    .upx1   ascii   [<3\r
1752 0x000163d8 0x10054fd8 7   9    .upx1   utf8    [EܳpgK; blocks=Basic Latin,Syriac
1753 0x000163f8 0x10054ff8 4   5    .upx1   ascii   OUd3
1754 0x000163ff 0x10054fff 4   5    .upx1   ascii   \fl_\v
1755 0x00016406 0x10055006 4   5    .upx1   ascii   |^M[
1756 0x0001643c 0x1005503c 5   6    .upx1   ascii   V=[l5
1757 0x00016449 0x10055049 4   5    .upx1   ascii   )_U{
1758 0x00016452 0x10055052 5   6    .upx1   ascii   R\t\rTU
1759 0x00016489 0x10055089 5   7    .upx1   utf8    D}Ԉ[z blocks=Basic Latin,Cyrillic Supplement
1760 0x00016499 0x10055099 6   7    .upx1   ascii   vf$MZY
1761 0x000164b0 0x100550b0 5   8    .upx1   utf8    6ӔʣP; blocks=Basic Latin,Cyrillic,IPA Extensions
1762 0x000164b8 0x100550b8 4   5    .upx1   ascii   UWdS
1763 0x00016511 0x10055111 4   6    .upx1   utf8    {ӷo\t blocks=Basic Latin,Cyrillic
1764 0x0001651b 0x1005511b 4   6    .upx1   utf8    <8Y͘ blocks=Basic Latin,Combining Diacritical Marks
1765 0x00016535 0x10055135 4   5    .upx1   ascii   _\eP2
1766 0x000165b4 0x100551b4 4   5    .upx1   ascii   34C\b
1767 0x000165c1 0x100551c1 5   6    .upx1   ascii   9GPF.
1768 0x000165c7 0x100551c7 4   5    .upx1   ascii   z dV
1769 0x0001664e 0x1005524e 4   5    .upx1   ascii   AKWt
1770 0x00016656 0x10055256 4   5    .upx1   ascii   \b_W&
1771 0x0001669d 0x1005529d 5   6    .upx1   ascii   \pt+_
1772 0x000166b1 0x100552b1 5   7    .upx1   utf8    'WÚ9} blocks=Basic Latin,Latin-1 Supplement
1773 0x00016709 0x10055309 4   7    .upx1   utf8    6Ym blocks=Basic Latin,Private Use Area
1774 0x00016744 0x10055344 4   6    .upx1   utf8    ̶ w. blocks=Combining Diacritical Marks,Basic Latin
1775 0x00016792 0x10055392 7   9    .upx1   utf8    'K\vm4ˁ- blocks=Basic Latin,Spacing Modifier Letters
1776 0x000167ad 0x100553ad 4   5    .upx1   ascii   5U@g
1777 0x0001683e 0x1005543e 4   5    .upx1   ascii   y!qO
1778 0x0001684e 0x1005544e 4   6    .upx1   utf8    ҖAfh blocks=Cyrillic,Basic Latin
1779 0x00016879 0x10055479 4   5    .upx1   ascii   \ntsM
1780 0x000168b0 0x100554b0 5   6    .upx1   ascii   .y/Am
1781 0x000168c3 0x100554c3 4   5    .upx1   ascii   IQm9
1782 0x000168f2 0x100554f2 5   6    .upx1   ascii   ~\b2Y)
1783 0x000168f9 0x100554f9 5   6    .upx1   ascii   G)%Ta
1784 0x000168ff 0x100554ff 5   7    .upx1   utf8    FxΪG+ blocks=Basic Latin,Greek and Coptic
1785 0x00016954 0x10055554 5   7    .upx1   utf8    ǃ%MO! blocks=Latin Extended-B,Basic Latin
1786 0x000169dd 0x100555dd 4   5    .upx1   ascii   XZz!
1787 0x00016a98 0x10055698 4   6    .upx1   utf8    \nw}7
1788 0x00016b2a 0x1005572a 4   6    .upx1   utf8    \a/aی blocks=Basic Latin,Arabic
1789 0x00016b46 0x10055746 5   7    .upx1   utf8    \t!S:ѽ blocks=Basic Latin,Cyrillic
1790 0x00016b63 0x10055763 4   5    .upx1   ascii   _\b^_
1791 0x00016ba1 0x100557a1 5   7    .upx1   utf8    Yi\bz˔ blocks=Basic Latin,Spacing Modifier Letters
1792 0x00016bea 0x100557ea 4   5    .upx1   ascii   C;|X
1793 0x00016c0c 0x1005580c 4   5    .upx1   ascii   tm^\f
1794 0x00016c42 0x10055842 4   5    .upx1   ascii   \v^d6
