[Strings]
nth   paddr      vaddr      len  size section       type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
15492 0x00108483 0x00527883 40   41                 ascii   .rdata$.refptr.nimExe__toolsZkochdocs_20
15493 0x001084ac 0x005278ac 17   18                 ascii   __do_global_dtors
15494 0x001084be 0x005278be 17   18                 ascii   __do_global_ctors
15495 0x001084d0 0x005278d0 28   29                 ascii   .rdata$.refptr.__CTOR_LIST__
15496 0x001084ed 0x005278ed 11   12                 ascii   initialized
15497 0x001084f9 0x005278f9 13   14                 ascii   my_lconv_init
15498 0x00108507 0x00527907 22   23                 ascii   __security_init_cookie
15499 0x0010851e 0x0052791e 23   24                 ascii   .data$__security_cookie
15500 0x00108536 0x00527936 34   35                 ascii   .data$__security_cookie_complement
15501 0x00108559 0x00527959 18   19                 ascii   __report_gsfailure
15502 0x0010856c 0x0052796c 16   17                 ascii   GS_ContextRecord
15503 0x0010857d 0x0052797d 18   19                 ascii   GS_ExceptionRecord
15504 0x00108590 0x00527990 20   21                 ascii   GS_ExceptionPointers
15505 0x001085a5 0x005279a5 14   15                 ascii   __dyn_tls_dtor
15506 0x001085b4 0x005279b4 14   15                 ascii   __dyn_tls_init
15507 0x001085c3 0x005279c3 22   23                 ascii   .rdata$.refptr._CRT_MT
15508 0x001085da 0x005279da 11   12                 ascii   __tlregdtor
15509 0x001085e6 0x005279e6 14   15                 ascii   __report_error
15510 0x001085f5 0x005279f5 21   22                 ascii   __write_memory.part.0
15511 0x0010860b 0x00527a0b 11   12                 ascii   maxSections
15512 0x00108617 0x00527a17 25   26                 ascii   _pei386_runtime_relocator
15513 0x00108631 0x00527a31 14   15                 ascii   was_init.90489
15514 0x00108640 0x00527a40 48   49                 ascii   .rdata$.refptr.__RUNTIME_PSEUDO_RELOC_LIST_END__
15515 0x00108671 0x00527a71 44   45                 ascii   .rdata$.refptr.__RUNTIME_PSEUDO_RELOC_LIST__
15516 0x0010869e 0x00527a9e 14   15                 ascii   .text.unlikely
15517 0x001086ad 0x00527aad 15   16                 ascii   .xdata.unlikely
15518 0x001086bd 0x00527abd 15   16                 ascii   .pdata.unlikely
15519 0x001086cd 0x00527acd 21   22                 ascii   __mingw_raise_matherr
15520 0x001086e3 0x00527ae3 13   14                 ascii   stUserMathErr
15521 0x001086f1 0x00527af1 22   23                 ascii   __mingw_setusermatherr
15522 0x00108708 0x00527b08 25   26                 ascii   __mingw_SEH_error_handler
15523 0x00108722 0x00527b22 21   22                 ascii   __mingw_init_ehandler
15524 0x00108738 0x00527b38 14   15                 ascii   was_here.90333
15525 0x00108747 0x00527b47 9    10                 ascii   emu_pdata
15526 0x00108751 0x00527b51 9    10                 ascii   emu_xdata
15527 0x0010875b 0x00527b5b 22   23                 ascii   _gnu_exception_handler
15528 0x00108772 0x00527b72 31   32                 ascii   __mingwthr_run_key_dtors.part.0
15529 0x00108792 0x00527b92 13   14                 ascii   __mingwthr_cs
15530 0x001087a0 0x00527ba0 13   14                 ascii   key_dtor_list
15531 0x001087ae 0x00527bae 28   29                 ascii   ___w64_mingwthr_add_key_dtor
15532 0x001087cb 0x00527bcb 18   19                 ascii   __mingwthr_cs_init
15533 0x001087de 0x00527bde 31   32                 ascii   ___w64_mingwthr_remove_key_dtor
15534 0x001087fe 0x00527bfe 19   20                 ascii   __mingw_TLScallback
15535 0x00108812 0x00527c12 19   20                 ascii   pseudo-reloc-list.c
15536 0x00108826 0x00527c26 25   26                 ascii   _ValidateImageBase.part.0
15537 0x00108840 0x00527c40 18   19                 ascii   _ValidateImageBase
15538 0x00108853 0x00527c53 14   15                 ascii   _FindPESection
15539 0x00108862 0x00527c62 20   21                 ascii   _FindPESectionByName
15540 0x00108877 0x00527c77 28   29                 ascii   __mingw_GetSectionForAddress
15541 0x00108894 0x00527c94 23   24                 ascii   __mingw_GetSectionCount
15542 0x001088ac 0x00527cac 18   19                 ascii   _FindPESectionExec
15543 0x001088bf 0x00527cbf 15   16                 ascii   _GetPEImageBase
15544 0x001088cf 0x00527ccf 28   29                 ascii   _IsNonwritableInCurrentImage
15545 0x001088ec 0x00527cec 33   34                 ascii   __mingw_enum_import_library_names
15546 0x0010890e 0x00527d0e 13   14                 ascii   __popcountdi2
15547 0x0010891c 0x00527d1c 15   16                 ascii   __acrt_iob_func
15548 0x0010892c 0x00527d2c 35   36                 ascii   mingw_get_invalid_parameter_handler
15549 0x00108950 0x00527d50 30   31                 ascii   _get_invalid_parameter_handler
15550 0x0010896f 0x00527d6f 35   36                 ascii   mingw_set_invalid_parameter_handler
15551 0x00108993 0x00527d93 30   31                 ascii   _set_invalid_parameter_handler
15552 0x001089b2 0x00527db2 27   28                 ascii   invalid_parameter_handler.c
15553 0x001089ce 0x00527dce 9    10                 ascii   _ftelli64
15554 0x001089d8 0x00527dd8 30   31                 ascii   .rdata$.refptr.__imp___pioinfo
15555 0x001089f7 0x00527df7 9    10                 ascii   _fseeki64
15556 0x00108a01 0x00527e01 11   12                 ascii   __p__acmdln
15557 0x00108a0d 0x00527e0d 28   29                 ascii   .rdata$.refptr.__imp__acmdln
15558 0x00108a2a 0x00527e2a 10   11                 ascii   __p__fmode
15559 0x00108a35 0x00527e35 27   28                 ascii   .rdata$.refptr.__imp__fmode
15560 0x00108a51 0x00527e51 13   14                 ascii   __FRAME_END__
15561 0x00108a5f 0x00527e5f 19   20                 ascii   register_frame_ctor
15562 0x00108a73 0x00527e73 13   14                 ascii   .text.startup
15563 0x00108a81 0x00527e81 14   15                 ascii   .xdata.startup
15564 0x00108a90 0x00527e90 14   15                 ascii   .pdata.startup
15565 0x00108a9f 0x00527e9f 12   13                 ascii   .ctors.65535
15566 0x00108aac 0x00527eac 14   15                 ascii   Dl_1241514175_
15567 0x00108abb 0x00527ebb 23   24                 ascii   tempFrames__system_2652
15568 0x00108ad3 0x00527ed3 96   97                 ascii   NTIprocLs58stream_buffer58pointer_buflen58intT58intLOnimcall_gcsafeOT__2VVzVL9bOnKhj1eZKkf9cEuA_
15569 0x00108b34 0x00527f34 30   31                 ascii   ___RUNTIME_PSEUDO_RELOC_LIST__
15570 0x00108b53 0x00527f53 14   15                 ascii   Dl_1241514528_
15571 0x00108b62 0x00527f62 24   25                 ascii   ws2__windowsZwinlean_804
15572 0x00108b7b 0x00527f7b 21   22                 ascii   __imp_GetStartupInfoA
15573 0x00108b91 0x00527f91 14   15                 ascii   Dl_1241514577_
15574 0x00108ba0 0x00527fa0 14   15                 ascii   Dl_1241514266_
15575 0x00108baf 0x00527faf 51   52                 ascii   .refptr.NTIfilepermission__uTVeDpjCH6aWw9c74YkAskA_
15576 0x00108be3 0x00527fe3 11   12                 ascii   __imp_abort
15577 0x00108bef 0x00527fef 31   32                 ascii   NTIint__LMYflhuReOvRMmhNLdPp5w_
15578 0x00108c0f 0x0052800f 27   28                 ascii   __lib64_libkernel32_a_iname
15579 0x00108c2b 0x0052802b 36   37                 ascii   NTItokkind__PXxfBn560z0EWOn5M2H9aWw_
15580 0x00108c50 0x00528050 13   14                 ascii   Dl_419430957_
15581 0x00108c5e 0x0052805e 51   52                 ascii   NTIobjectassignmentdefect__6toVe0IizlEwN9bORXEdX3g_
15582 0x00108c92 0x00528092 42   43                 ascii   NTIwidecstringobj__4HwedE75WPfqZSQ0Cq2OUg_
15583 0x00108cbd 0x005280bd 31   32                 ascii   NTIint__rR5Bzr1D5krxoo1NcNyeMA_
15584 0x00108cdd 0x005280dd 12   13                 ascii   op__koch_316
15585 0x00108cea 0x005280ea 14   15                 ascii   __data_start__
15586 0x00108cf9 0x005280f9 14   15                 ascii   ___DTOR_LIST__
15587 0x00108d08 0x00528108 12   13                 ascii   __imp__fmode
15588 0x00108d15 0x00528115 39   40                 ascii   NTIfielddefect__GuXpRSBAcOXR7KZUhKKcgQ_
15589 0x00108d3d 0x0052813d 22   23                 ascii   .refptr.Dl_1241514292_
15590 0x00108d54 0x00528154 33   34                 ascii   onUnhandledException__system_2864
15591 0x00108d76 0x00528176 40   41                 ascii   .refptr.NTIbool__VaVACK0bpYmqIQ0mKcHfQQ_
15592 0x00108d9f 0x0052819f 22   23                 ascii   __imp_RtlVirtualUnwind
15593 0x00108db6 0x005281b6 43   44                 ascii   NTIassertiondefect__PtYxPmY5X0dorfvxAFbJpQ_
15594 0x00108de2 0x005281e2 27   28                 ascii   SetUnhandledExceptionFilter
15595 0x00108dfe 0x005281fe 31   32                 ascii   toUpperRanges__pureZunicode_916
15596 0x00108e1e 0x0052821e 18   19                 ascii   cleanExt__koch_107
15597 0x00108e31 0x00528231 23   24                 ascii   excHandler__system_2567
15598 0x00108e49 0x00528249 28   29                 ascii   tokKindToStr__pureZpegs_3220
15599 0x00108e66 0x00528266 12   13                 ascii   __imp_ferror
15600 0x00108e73 0x00528273 31   32                 ascii   toLowerRanges__pureZunicode_914
15601 0x00108e93 0x00528293 13   14                 ascii   __imp_longjmp
15602 0x00108ea1 0x005282a1 44   45                 ascii   NTIseqLnonterminalT__wbtGjaWHe0od6j1oiCOVBQ_
15603 0x00108ece 0x005282ce 47   48                 ascii   WSAID_GETACCEPTEXSOCKADDRS__windowsZwinlean_714
15604 0x00108efe 0x005282fe 49   50                 ascii   .refptr.NTIrefvalueerror__Ie1m0dv1ZHg72IgPRr1cDw_
15605 0x00108f30 0x00528330 25   26                 ascii   cb64safe__pureZbase5452_5
15606 0x00108f4a 0x0052834a 40   41                 ascii   NTIrangedefect__Rp9adJYTsbbIUzQ8fWxwgdA_
15607 0x00108f73 0x00528373 35   36                 ascii   NTIpointer__vr5DoT1jILTGdRlYv1OYpw_
15608 0x00108f97 0x00528397 12   13                 ascii   __imp_calloc
15609 0x00108fa4 0x005283a4 16   17                 ascii   __imp___p__fmode
15610 0x00108fb5 0x005283b5 46   47                 ascii   .refptr.NTIstreamobj__THYguAi9bSgidczZ3ywEIMQ_
15611 0x00108fe4 0x005283e4 40   41                 ascii   NTIcmdlinekind__XkdXq9atxjiuhkFFh0XYrSA_
15612 0x0010900d 0x0052840d 14   15                 ascii   ___tls_start__
15613 0x0010901c 0x0052841c 36   37                 ascii   NTIcstring__S9agCYBinaYZnGWcjTdxclg_
15614 0x00109041 0x00528441 14   15                 ascii   Dl_1241514234_
15615 0x00109050 0x00528450 30   31                 ascii   .refptr.__native_startup_state
15616 0x0010906f 0x0052846f 11   12                 ascii   __ImageBase
15617 0x0010907b 0x0052847b 51   52                 ascii   .refptr.NTIkeyvaluepairseq__4eRCaZmrYLLw2k30GPTiMw_
15618 0x001090af 0x005284af 33   34                 ascii   NTIint__xHTZrq9aYs6boc9bCba0JbpQ_
15619 0x001090d1 0x005284d1 16   17                 ascii   gch__system_5301
15620 0x001090e2 0x005284e2 18   19                 ascii   threadLocalMarkers
15621 0x001090f5 0x005284f5 21   22                 ascii   state__pureZrandom_14
15622 0x0010910b 0x0052850b 12   13                 ascii   GetLastError
15623 0x00109118 0x00528518 23   24                 ascii   GetSystemTimeAsFileTime
15624 0x00109130 0x00528530 22   23                 ascii   mingw_initltssuo_force
15625 0x00109147 0x00528547 40   41                 ascii   NTIindexdefect__n6tGEPHKkh7E1AP9bj30WrQ_
15626 0x00109170 0x00528570 14   15                 ascii   Dl_1241514237_
15627 0x0010917f 0x0052857f 19   20                 ascii   __rt_psrelocs_start
15628 0x00109193 0x00528593 37   38                 ascii   NTIrootobj__ytyiCJqK439aF9cIibuRVpAg_
15629 0x001091b9 0x005285b9 14   15                 ascii   Dl_1241514167_
15630 0x001091c8 0x005285c8 33   34                 ascii   toLowerSinglets__pureZunicode_915
15631 0x001091ea 0x005285ea 30   31                 ascii   .refptr.mingw_initltsdyn_force
15632 0x00109209 0x00528609 43   44                 ascii   NTIkeyvaluepairseq__4eRCaZmrYLLw2k30GPTiMw_
15633 0x00109235 0x00528635 44   45                 ascii   NTInonterminalobj__VMn2tGRm8B9a9cqMEec3KPEA_
15634 0x00109262 0x00528662 23   24                 ascii   __dll_characteristics__
15635 0x0010927a 0x0052867a 22   23                 ascii   .refptr.Dl_1241514170_
15636 0x00109291 0x00528691 24   25                 ascii   __size_of_stack_commit__
15637 0x001092aa 0x005286aa 14   15                 ascii   Dl_1241514096_
15638 0x001092b9 0x005286b9 21   22                 ascii   __mingw_module_is_dll
15639 0x001092cf 0x005286cf 10   11                 ascii   __iob_func
15640 0x001092da 0x005286da 13   14                 ascii   __imp__acmdln
15641 0x001092e8 0x005286e8 25   26                 ascii   __size_of_stack_reserve__
15642 0x00109302 0x00528702 27   28                 ascii   __major_subsystem_version__
15643 0x0010931e 0x0052871e 17   18                 ascii   ___crt_xl_start__
15644 0x00109330 0x00528730 27   28                 ascii   __imp_DeleteCriticalSection
15645 0x0010934c 0x0052874c 14   15                 ascii   Dl_1241514252_
15646 0x0010935b 0x0052875b 36   37                 ascii   __imp__set_invalid_parameter_handler
15647 0x00109380 0x00528780 22   23                 ascii   localDocsOut__koch_319
15648 0x00109397 0x00528797 21   22                 ascii   .refptr.__CTOR_LIST__
15649 0x001093ad 0x005287ad 11   12                 ascii   __imp_fputc
15650 0x001093b9 0x005287b9 49   50                 ascii   NTIsetLnonterminalflagT__lU0PfHKIn29cxb4xJ1TaXlA_
15651 0x001093eb 0x005287eb 12   13                 ascii   VirtualQuery
15652 0x001093f8 0x005287f8 90   91                 ascii   NTIprocLs58stream_buffer58pointer_buflen58intTLOnimcall_gcsafeOT__ki6p1QyfOkJLQJ9aw5NI0AQ_
15653 0x00109453 0x00528853 17   18                 ascii   ___crt_xi_start__
15654 0x00109465 0x00528865 20   21                 ascii   .refptr.__imp__fmode
15655 0x0010947a 0x0052887a 45   46                 ascii   NTInonterminalflag__raeF9a9anryo8cnwfITE0Glw_
15656 0x001094a8 0x005288a8 36   37                 ascii   NimDT___4Bytir9b2lq5I84yi5O7ztQ_kind
15657 0x001094cd 0x005288cd 46   47                 ascii   NTIarithmeticdefect__cT9c9bHlHSpA1QTnKbHjnIkA_
15658 0x001094fc 0x005288fc 16   17                 ascii   __imp__amsg_exit
15659 0x0010950d 0x0052890d 15   16                 ascii   ___crt_xi_end__
15660 0x0010951d 0x0052891d 14   15                 ascii   Dl_1241514107_
15661 0x0010952c 0x0052892c 13   14                 ascii   Dl_989856409_
15662 0x0010953a 0x0052893a 12   13                 ascii   __imp__errno
15663 0x00109547 0x00528947 23   24                 ascii   .refptr.__imp___initenv
15664 0x0010955f 0x0052895f 35   36                 ascii   NTIobject__diB2NTuAIWY0FO9c5IUJRGg_
15665 0x00109583 0x00528983 10   11                 ascii   _tls_start
15666 0x0010958e 0x0052898e 41   42                 ascii   .refptr.NTIint__xHTZrq9aYs6boc9bCba0JbpQ_
15667 0x001095b8 0x005289b8 14   15                 ascii   Dl_1358954498_
15668 0x001095c7 0x005289c7 36   37                 ascii   NTIseqLintT__qwqHTkRvwhrRyENtudHQ7g_
15669 0x001095ec 0x005289ec 14   15                 ascii   Dl_1241514240_
15670 0x001095fb 0x005289fb 12   13                 ascii   __imp_getenv
15671 0x00109608 0x00528a08 37   38                 ascii   NTIpegparser__YGbAG2ONLZxyHsgzU1OeCg_
15672 0x0010962e 0x00528a2e 27   28                 ascii   ownParsedArgv__pureZos_1621
15673 0x0010964a 0x00528a4a 45   46                 ascii   NTIrefoverflowdefect__r8GBEWywN07B3Rat3azS4Q_
15674 0x00109678 0x00528a78 25   26                 ascii   __mingw_winmain_lpCmdLine
15675 0x00109692 0x00528a92 34   35                 ascii   NTIstream__1G0jiQbe7KwD5ADza5AZaw_
15676 0x001096b5 0x00528ab5 16   17                 ascii   .refptr._matherr
15677 0x001096c6 0x00528ac6 37   38                 ascii   .refptr.__RUNTIME_PSEUDO_RELOC_LIST__
15678 0x001096ec 0x00528aec 24   25                 ascii   __mingw_oldexcpt_handler
15679 0x00109705 0x00528b05 54   55                 ascii   .refptr.NTIseqLutf4954charT__9aKpvUh0ca6Bp9cKAwrowqUg_
15680 0x0010973c 0x00528b3c 27   28                 ascii   localRaiseHook__system_2294
15681 0x00109758 0x00528b58 24   25                 ascii   __imp_GetCurrentThreadId
15682 0x00109771 0x00528b71 30   31                 ascii   .refptr.mingw_initltssuo_force
15683 0x00109790 0x00528b90 25   26                 ascii   outOfMemHook__system_2296
15684 0x001097aa 0x00528baa 22   23                 ascii   .refptr.Dl_1241514582_
15685 0x001097c1 0x00528bc1 19   20                 ascii   GetCurrentProcessId
15686 0x001097d5 0x00528bd5 42   43                 ascii   NTIrefexception__vU9aO9cTqOMn6CBzhV8rX7Sw_
15687 0x00109800 0x00528c00 14   15                 ascii   Dl_1241514154_
15688 0x0010980f 0x00528c0f 14   15                 ascii   Dl_1241514088_
15689 0x0010981e 0x00528c1e 55   56                 ascii   NTIuncheckedarrayLutf4954charT__Tyd4y3haUOOHTj71TPIRag_
15690 0x00109856 0x00528c56 22   23                 ascii   .refptr.Dl_1241514123_
15691 0x0010986d 0x00528c6d 11   12                 ascii   TlsGetValue
15692 0x00109879 0x00528c79 16   17                 ascii   TerminateProcess
15693 0x0010988a 0x00528c8a 12   13                 ascii   __imp_strcmp
15694 0x00109897 0x00528c97 20   21                 ascii   __imp__get_osfhandle
15695 0x001098ac 0x00528cac 22   23                 ascii   .refptr.Dl_1241514249_
15696 0x001098c3 0x00528cc3 13   14                 ascii   __bss_start__
15697 0x001098d1 0x00528cd1 26   27                 ascii   __imp___C_specific_handler
15698 0x001098ec 0x00528cec 34   35                 ascii   ___RUNTIME_PSEUDO_RELOC_LIST_END__
15699 0x0010990f 0x00528d0f 22   23                 ascii   RtlLookupFunctionEntry
15700 0x00109926 0x00528d26 12   13                 ascii   __imp__write
15701 0x00109933 0x00528d33 23   24                 ascii   __size_of_heap_commit__
15702 0x0010994b 0x00528d4b 18   19                 ascii   __imp_GetLastError
15703 0x0010995e 0x00528d5e 19   20                 ascii   .refptr._dowildcard
15704 0x00109972 0x00528d72 10   11                 ascii   __imp_free
15705 0x0010997d 0x00528d7d 22   23                 ascii   .refptr.Dl_1241514138_
15706 0x00109994 0x00528d94 12   13                 ascii   LoadLibraryA
15707 0x001099a1 0x00528da1 44   45                 ascii   NTIdivbyzerodefect__n3A4gjRrFZBuNnTYx1h9a8w_
15708 0x001099ce 0x00528dce 14   15                 ascii   Dl_1241514102_
15709 0x001099dd 0x00528ddd 36   37                 ascii   NTIpegkind__r9a6rAhGclsLWkBysfmtr6Q_
15710 0x00109a02 0x00528e02 14   15                 ascii   Dl_1241514566_
15711 0x00109a11 0x00528e11 28   29                 ascii   __imp_RtlLookupFunctionEntry
15712 0x00109a2e 0x00528e2e 56   57                 ascii   NTIfilehandlestream58objecttype__Uwf6VGZy4JPKquxCiOCalQ_
15713 0x00109a67 0x00528e67 56   57                 ascii   .refptr.NTIrefassertiondefect__S8DV6hfcgC9c0IiUsAoR29cQ_
15714 0x00109aa0 0x00528ea0 14   15                 ascii   VirtualProtect
15715 0x00109aaf 0x00528eaf 41   42                 ascii   NTIprocessoption__bnU6W8LhTMnT4JaSWtGlSA_
15716 0x00109ad9 0x00528ed9 14   15                 ascii   mingw_app_type
15717 0x00109ae8 0x00528ee8 29   30                 ascii   spaceRanges__pureZunicode_921
15718 0x00109b06 0x00528f06 17   18                 ascii   ___crt_xp_start__
15719 0x00109b18 0x00528f18 22   23                 ascii   .refptr.Dl_1241514144_
15720 0x00109b2f 0x00528f2f 26   27                 ascii   __imp_LeaveCriticalSection
15721 0x00109b4a 0x00528f4a 13   14                 ascii   __mingw_pinit
15722 0x00109b58 0x00528f58 14   15                 ascii   Dl_1241514157_
15723 0x00109b67 0x00528f67 29   30                 ascii   .refptr.framePtr__system_2566
15724 0x00109b85 0x00528f85 62   63                 ascii   NTIprocLs58streamTLOnimcall_gcsafeOT__JQrsH08b4uPTH9cyFPlVOZg_
15725 0x00109bc4 0x00528fc4 33   34                 ascii   NTItoken__7MBEr6JdfMtt2SLdWJ4TnA_
15726 0x00109be6 0x00528fe6 22   23                 ascii   .refptr.Dl_1241514180_
15727 0x00109bfd 0x00528ffd 44   45                 ascii   .refptr.NTIseqLintT__qwqHTkRvwhrRyENtudHQ7g_
15728 0x00109c2a 0x0052902a 20   21                 ascii   __C_specific_handler
