[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
332  0x00004f5f 0x0040bd5f 4   7    .rsrc   utf8    -z饽8 blocks=Basic Latin,CJK Unified Ideographs
333  0x00004f84 0x0040bd84 4   5    .rsrc   ascii   /(\t\n
334  0x00004f90 0x0040bd90 5   6    .rsrc   ascii   3?e$j
335  0x00004f9c 0x0040bd9c 9   11   .rsrc   utf8    \a9+\vf\taչh blocks=Basic Latin,Armenian
336  0x00005011 0x0040be11 6   7    .rsrc   ascii   ej5\a')
337  0x0000503b 0x0040be3b 4   5    .rsrc   ascii   dnh7
338  0x0000504c 0x0040be4c 6   7    .rsrc   ascii   cL^HnK
339  0x00005085 0x0040be85 4   6    .rsrc   utf8    IƊIg blocks=Basic Latin,Latin Extended-B
340  0x000050ba 0x0040beba 4   5    .rsrc   ascii   #3 W
341  0x000050c8 0x0040bec8 5   6    .rsrc   ascii   hm]#\e
342  0x000050d7 0x0040bed7 7   8    .rsrc   ascii   _AU\n|o0
343  0x000050df 0x0040bedf 4   6    .rsrc   utf8    <Ȳ,e blocks=Basic Latin,Latin Extended-B
344  0x000050ec 0x0040beec 4   5    .rsrc   ascii   $=/G
345  0x000050fb 0x0040befb 4   5    .rsrc   ascii   xs{{
346  0x00005111 0x0040bf11 4   5    .rsrc   ascii   Md{\r
347  0x00005149 0x0040bf49 4   6    .rsrc   utf8    ̫&)q blocks=Combining Diacritical Marks,Basic Latin
348  0x00005188 0x0040bf88 5   6    .rsrc   ascii   N9=>`
349  0x000051d7 0x0040bfd7 7   10   .rsrc   utf8    ˴))PJ͍# blocks=Spacing Modifier Letters,Basic Latin,Combining Diacritical Marks
350  0x000051e5 0x0040bfe5 5   6    .rsrc   ascii   "\*:W
351  0x000051f6 0x0040bff6 5   6    .rsrc   ascii   b\t\n!:
352  0x0000521a 0x0040c01a 6   7    .rsrc   ascii   ;;;_k6
353  0x00005225 0x0040c025 4   6    .rsrc   utf8    SߔF_ blocks=Basic Latin,NKo
354  0x0000528d 0x0040c08d 4   5    .rsrc   ascii   q\v-@
355  0x000052da 0x0040c0da 4   5    .rsrc   ascii   e!O&
356  0x000052e6 0x0040c0e6 4   5    .rsrc   ascii   Ln1y
357  0x000052ec 0x0040c0ec 5   6    .rsrc   ascii   \tX/M^
358  0x0000532e 0x0040c12e 5   6    .rsrc   ascii   C6:&9
359  0x0000533c 0x0040c13c 4   5    .rsrc   ascii   666~
360  0x000053d2 0x0040c1d2 8   9    .rsrc   ascii   -;JyM>)%
361  0x0000540e 0x0040c20e 4   6    .rsrc   utf8    cڽ>" blocks=Basic Latin,Arabic
362  0x00005427 0x0040c227 4   5    .rsrc   ascii   RGhC
363  0x000054b7 0x0040c2b7 5   6    .rsrc   ascii   |`^0^
364  0x000054c0 0x0040c2c0 4   5    .rsrc   ascii   B&pq
365  0x0000559b 0x0040c39b 4   6    .rsrc   utf8    řSon blocks=Latin Extended-A,Basic Latin
366  0x000055d5 0x0040c3d5 4   5    .rsrc   ascii   \e\e\eo
367  0x00005603 0x0040c403 4   5    .rsrc   ascii   \07P
368  0x00005666 0x0040c466 4   5    .rsrc   ascii   5tz]
369  0x00005671 0x0040c471 4   5    .rsrc   ascii    \b};
370  0x0000567f 0x0040c47f 4   5    .rsrc   ascii   [m6^
371  0x000056a4 0x0040c4a4 5   6    .rsrc   ascii   6I>a$
372  0x000056b7 0x0040c4b7 4   5    .rsrc   ascii   @K\tv
373  0x000056d5 0x0040c4d5 6   8    .rsrc   utf8    ɱnV<x~ blocks=IPA Extensions,Basic Latin
374  0x00005736 0x0040c536 4   5    .rsrc   ascii   cfRR
375  0x0000577d 0x0040c57d 5   6    .rsrc   ascii   DA@f,
376  0x00005785 0x0040c585 6   7    .rsrc   ascii   c08cmc
377  0x000057b5 0x0040c5b5 5   6    .rsrc   ascii   Ph jw
378  0x000057f8 0x0040c5f8 5   8    .rsrc   utf8    0\b犕jb blocks=Basic Latin,CJK Unified Ideographs
379  0x00005827 0x0040c627 5   6    .rsrc   ascii   lxL>}
380  0x00005854 0x0040c654 4   5    .rsrc   ascii   @css
381  0x00005892 0x0040c692 5   6    .rsrc   ascii   WB\bt6
382  0x000058a0 0x0040c6a0 5   7    .rsrc   utf8    \fȭCi blocks=Basic Latin,Latin Extended-B
383  0x000058ec 0x0040c6ec 5   6    .rsrc   ascii   e<NX[
384  0x00005901 0x0040c701 8   10   .rsrc   utf8    W8mƜ\fF$I blocks=Basic Latin,Latin Extended-B
385  0x00005912 0x0040c712 4   5    .rsrc   ascii   St#F
386  0x0000592a 0x0040c72a 4   5    .rsrc   ascii   NI'C
387  0x000059a6 0x0040c7a6 5   6    .rsrc   ascii   "w=6K
388  0x000059b7 0x0040c7b7 4   5    .rsrc   ascii   e_g'
389  0x000059cc 0x0040c7cc 6   7    .rsrc   ascii   k1f}h%
390  0x000059df 0x0040c7df 4   5    .rsrc   ascii   F+FH
391  0x000059e4 0x0040c7e4 5   6    .rsrc   ascii   u%2\rQ
392  0x00005a1c 0x0040c81c 6   8    .rsrc   utf8    ЁbpvJ2 blocks=Cyrillic,Basic Latin
393  0x00005a34 0x0040c834 4   5    .rsrc   ascii   \e\rZR
394  0x00005a3e 0x0040c83e 5   6    .rsrc   ascii   9$=<!
395  0x00005a44 0x0040c844 5   6    .rsrc   ascii   2b-X\t
396  0x00005a8b 0x0040c88b 7   8    .rsrc   ascii   ve)i>Wd
397  0x00005ab1 0x0040c8b1 4   6    .rsrc   utf8    olnn
398  0x00005ae2 0x0040c8e2 5   7    .rsrc   utf8    ><Ƴ,C blocks=Basic Latin,Latin Extended-B
399  0x00005b06 0x0040c906 5   7    .rsrc   utf8    AFgmݯ blocks=Basic Latin,Arabic Supplement
400  0x00005b16 0x0040c916 5   6    .rsrc   ascii   E4\e1a
401  0x00005b40 0x0040c940 4   7    .rsrc   utf8    \f訁sc blocks=Basic Latin,CJK Unified Ideographs
402  0x00005b49 0x0040c949 5   6    .rsrc   ascii   x2axv
403  0x00005b94 0x0040c994 4   5    .rsrc   ascii   pf\f&
404  0x00005bf0 0x0040c9f0 4   5    .rsrc   ascii   /"\vx
405  0x00005c19 0x0040ca19 4   5    .rsrc   ascii   \b87K
406  0x00005c3d 0x0040ca3d 5   6    .rsrc   ascii   t7hn]
407  0x00005c5d 0x0040ca5d 4   5    .rsrc   ascii   \f$@\n
408  0x00005c66 0x0040ca66 4   5    .rsrc   ascii   JyqO
409  0x00005c9f 0x0040ca9f 4   5    .rsrc   ascii   {DaD
410  0x00005d06 0x0040cb06 4   5    .rsrc   ascii   X0xR
411  0x00005da5 0x0040cba5 4   5    .rsrc   ascii   \bi6B
412  0x00005dce 0x0040cbce 5   6    .rsrc   ascii   R1M&D
413  0x00005dd4 0x0040cbd4 4   5    .rsrc   ascii   #ohF
414  0x00005e21 0x0040cc21 7   9    .rsrc   utf8    3-^ՕSg^ blocks=Basic Latin,Armenian
415  0x00005e31 0x0040cc31 4   6    .rsrc   utf8    ϼF-X blocks=Greek and Coptic,Basic Latin
416  0x00005e61 0x0040cc61 4   5    .rsrc   ascii   \blnn
417  0x00005e6b 0x0040cc6b 5   6    .rsrc   ascii   kX@\t\b
418  0x00005eb6 0x0040ccb6 4   6    .rsrc   utf8    Rpޝs blocks=Basic Latin,Thaana
419  0x00005eed 0x0040cced 5   6    .rsrc   ascii   0D)U!
420  0x00005f0c 0x0040cd0c 5   8    .rsrc   utf8    B爛\r:A blocks=Basic Latin,CJK Unified Ideographs
421  0x00005f84 0x0040cd84 6   9    .rsrc   utf8    7旑P9,K blocks=Basic Latin,CJK Unified Ideographs
422  0x00005f9e 0x0040cd9e 4   5    .rsrc   ascii   k\e\e\e
423  0x00005fe0 0x0040cde0 5   6    .rsrc   ascii   u%-Ul
424  0x00006000 0x0040ce00 5   6    .rsrc   ascii   =AJ0.
425  0x00006034 0x0040ce34 5   7    .rsrc   utf8    (\nA\bΎ blocks=Basic Latin,Greek and Coptic
426  0x0000604c 0x0040ce4c 4   5    .rsrc   ascii   bl-?
427  0x00006068 0x0040ce68 7   8    .rsrc   ascii   \f2!PN!D
428  0x00006098 0x0040ce98 4   5    .rsrc   ascii   w!\e;
429  0x000060a6 0x0040cea6 4   5    .rsrc   ascii   m\bWD
430  0x000060b8 0x0040ceb8 6   8    .rsrc   utf8    3RԈJbV blocks=Basic Latin,Cyrillic Supplement
431  0x000060ce 0x0040cece 5   7    .rsrc   utf8    [$g\aϖ blocks=Basic Latin,Greek and Coptic
432  0x000060fd 0x0040cefd 7   9    .rsrc   utf8    lonl|5к blocks=Basic Latin,Cyrillic
433  0x0000612c 0x0040cf2c 5   8    .rsrc   utf8    \e~Ĺǉ\v blocks=Basic Latin,Latin Extended-A,Latin Extended-B
434  0x0000615b 0x0040cf5b 4   5    .rsrc   ascii   \tA.5
435  0x0000617a 0x0040cf7a 4   5    .rsrc   ascii   Jrvv
436  0x0000619d 0x0040cf9d 4   6    .rsrc   utf8    )NEȕ blocks=Basic Latin,Latin Extended-B
437  0x000061ed 0x0040cfed 4   5    .rsrc   ascii   U\bg<
438  0x000061fc 0x0040cffc 4   5    .rsrc   ascii   j|\e!
439  0x00006229 0x0040d029 4   5    .rsrc   ascii   Ia[e
440  0x0000625e 0x0040d05e 5   6    .rsrc   ascii   Q_[}>
441  0x00006266 0x0040d066 6   7    .rsrc   ascii   Cxy]=f
442  0x00006288 0x0040d088 4   5    .rsrc   ascii   c\1G
443  0x000062cc 0x0040d0cc 4   5    .rsrc   ascii   #bnl
444  0x000062d6 0x0040d0d6 4   5    .rsrc   ascii   v\ecc
445  0x000062f9 0x0040d0f9 6   8    .rsrc   utf8    \tA!ޛ;\b blocks=Basic Latin,Thaana
446  0x00006311 0x0040d111 4   5    .rsrc   ascii   /=]3
447  0x00006340 0x0040d140 4   5    .rsrc   ascii   ww_e
448  0x0000635e 0x0040d15e 8   10   .rsrc   utf8    d!\vx&bгf blocks=Basic Latin,Cyrillic
449  0x0000638a 0x0040d18a 7   11   .rsrc   utf8    q䑉PmߟXb blocks=Basic Latin,CJK Unified Ideographs Extension A,NKo
450  0x000063a6 0x0040d1a6 4   5    .rsrc   ascii   x8`:
451  0x00006434 0x0040d234 8   9    .rsrc   ascii   %"X3)qW;
452  0x00006455 0x0040d255 5   6    .rsrc   ascii   ss@e}
453  0x00006480 0x0040d280 4   6    .rsrc   utf8    NNNΘ blocks=Basic Latin,Greek and Coptic
454  0x00006487 0x0040d287 4   6    .rsrc   utf8    J\aPߠ blocks=Basic Latin,NKo
455  0x000064b1 0x0040d2b1 8   10   .rsrc   utf8    VDMHN,Y۽ blocks=Basic Latin,Arabic
456  0x0000651e 0x0040d31e 5   6    .rsrc   ascii   xm?g\t
457  0x00006559 0x0040d359 4   6    .rsrc   utf8    KԺ33 blocks=Basic Latin,Armenian
458  0x00006579 0x0040d379 4   5    .rsrc   ascii   ,g.\v
459  0x000065ea 0x0040d3ea 4   5    .rsrc   ascii   {\aWE
460  0x00006613 0x0040d413 5   6    .rsrc   ascii   a0\bk0
461  0x0000663a 0x0040d43a 6   8    .rsrc   utf8    Ê0N2&F blocks=Latin-1 Supplement,Basic Latin
462  0x00006648 0x0040d448 4   6    .rsrc   utf8    \t-%؊ blocks=Basic Latin,Arabic
463  0x0000669e 0x0040d49e 4   5    .rsrc   ascii   TCHn
464  0x000066ba 0x0040d4ba 4   5    .rsrc   ascii   xM+|
465  0x000066c4 0x0040d4c4 4   5    .rsrc   ascii   ^c:8
466  0x000066e0 0x0040d4e0 4   6    .rsrc   utf8    ݟ\t\f| blocks=Arabic Supplement,Basic Latin
467  0x00006700 0x0040d500 4   5    .rsrc   ascii   T\e}\
468  0x00006706 0x0040d506 4   6    .rsrc   utf8    S\eȑe blocks=Basic Latin,Latin Extended-B
469  0x00006752 0x0040d552 4   5    .rsrc   ascii   Hpt|
470  0x0000675c 0x0040d55c 4   5    .rsrc   ascii   LFn,
471  0x00006792 0x0040d592 4   5    .rsrc   ascii   q[2E
472  0x000067cc 0x0040d5cc 6   7    .rsrc   ascii   wy<e\V
473  0x00006875 0x0040d675 4   5    .rsrc   ascii   u'4k
474  0x000068ac 0x0040d6ac 4   5    .rsrc   ascii   8,JV
475  0x000068e7 0x0040d6e7 4   5    .rsrc   ascii   !!,X
476  0x000068ef 0x0040d6ef 4   5    .rsrc   ascii   J)7+
477  0x00006904 0x0040d704 8   9    .rsrc   ascii   h5[\n5y-
478  0x00006916 0x0040d716 5   6    .rsrc   ascii   QW\tc&
479  0x0000691c 0x0040d71c 4   5    .rsrc   ascii   Z|'f
480  0x0000692a 0x0040d72a 7   10   .rsrc   utf8    7C9e#s blocks=Basic Latin,Private Use Area
481  0x0000693d 0x0040d73d 4   5    .rsrc   ascii   P$ji
482  0x000069a5 0x0040d7a5 7   8    .rsrc   ascii   $E=\SJ9
483  0x000069e7 0x0040d7e7 5   6    .rsrc   ascii   aDfrV
484  0x00006a31 0x0040d831 4   6    .rsrc   utf8    Z̔PB blocks=Basic Latin,Combining Diacritical Marks
485  0x00006a53 0x0040d853 4   6    .rsrc   utf8    .}­U blocks=Basic Latin,Latin-1 Supplement
486  0x00006ab6 0x0040d8b6 5   6    .rsrc   ascii   qzzzR
487  0x00006adc 0x0040d8dc 4   5    .rsrc   ascii   ^!\f4
488  0x00006aef 0x0040d8ef 6   7    .rsrc   ascii   Oge& Q
489  0x00006b4c 0x0040d94c 4   5    .rsrc   ascii   CNFS
490  0x00006b6e 0x0040d96e 5   7    .rsrc   utf8    \fIe\t\r
491  0x00006bdd 0x0040d9dd 4   5    .rsrc   ascii   6+1l
492  0x00006bf8 0x0040d9f8 4   5    .rsrc   ascii   \bNQg
493  0x00006c14 0x0040da14 5   7    .rsrc   utf8    yN݀'u blocks=Basic Latin,Syriac
494  0x00006c55 0x0040da55 4   6    .rsrc   utf8    ֟b{M blocks=Hebrew,Basic Latin
495  0x00006cd4 0x0040dad4 4   5    .rsrc   ascii   9&YV
496  0x00006cda 0x0040dada 5   6    .rsrc   ascii   +L3fW
497  0x00006d20 0x0040db20 4   5    .rsrc   ascii   ZxpR
498  0x00006d36 0x0040db36 4   5    .rsrc   ascii   N %8
499  0x00006d6b 0x0040db6b 4   5    .rsrc   ascii   y>\p
500  0x00006d93 0x0040db93 5   6    .rsrc   ascii   _-S\vA
501  0x00006dbf 0x0040dbbf 4   9    .rsrc   utf8    狴\aꏭg blocks=CJK Unified Ideographs,Basic Latin,Yi Syllables
502  0x00006dc8 0x0040dbc8 4   5    .rsrc   ascii   R,F\r
503  0x00006dee 0x0040dbee 4   5    .rsrc   ascii   4'ht
504  0x00006e11 0x0040dc11 4   5    .rsrc   ascii   tH7P
505  0x00006e16 0x0040dc16 5   6    .rsrc   ascii   \nALcs
506  0x00006e1c 0x0040dc1c 4   5    .rsrc   ascii   <ab-
507  0x00006e42 0x0040dc42 4   5    .rsrc   ascii   \n%56
508  0x00006ea2 0x0040dca2 4   7    .rsrc   utf8    `tx癲 blocks=Basic Latin,CJK Unified Ideographs
509  0x00006edf 0x0040dcdf 4   5    .rsrc   ascii   $\ac}
510  0x00006f45 0x0040dd45 4   5    .rsrc   ascii   E8K 
511  0x00006f53 0x0040dd53 4   5    .rsrc   ascii   8\tD.
512  0x00006f78 0x0040dd78 4   5    .rsrc   ascii   |DOu
513  0x00006fb6 0x0040ddb6 5   7    .rsrc   utf8    Xh\nΦ0 blocks=Basic Latin,Greek and Coptic
514  0x00006fdc 0x0040dddc 5   6    .rsrc   ascii   e;7}*
515  0x00007018 0x0040de18 5   6    .rsrc   ascii   \vWVVv
516  0x00007033 0x0040de33 10  11   .rsrc   ascii   `9H?+?Cc\!
517  0x0000705d 0x0040de5d 4   5    .rsrc   ascii   C7\a\b
518  0x0000709e 0x0040de9e 8   9    .rsrc   ascii   \b$Z8B%PR
519  0x000070aa 0x0040deaa 4   5    .rsrc   ascii   RI"r
520  0x00007109 0x0040df09 4   5    .rsrc   ascii   Qf\br
521  0x0000711a 0x0040df1a 4   7    .rsrc   utf8    LTՙɭ blocks=Basic Latin,Armenian,IPA Extensions
522  0x00007168 0x0040df68 4   7    .rsrc   utf8    pY7๕ blocks=Basic Latin,Thai
523  0x0000719a 0x0040df9a 5   6    .rsrc   ascii   nqHYL
524  0x0000722b 0x0040e02b 4   5    .rsrc   ascii   \e@CY
525  0x0000725d 0x0040e05d 4   5    .rsrc   ascii   Gg1\e
526  0x00007275 0x0040e075 5   7    .rsrc   utf8    ŒOc=1 blocks=Latin Extended-A,Basic Latin
527  0x0000728d 0x0040e08d 4   8    .rsrc   utf8    Œ'ጭF blocks=Latin Extended-A,Basic Latin,Ethiopic
528  0x0000729b 0x0040e09b 6   7    .rsrc   ascii   #Kjqy=
529  0x000072b6 0x0040e0b6 6   7    .rsrc   ascii   \vi6/w;
530  0x000072de 0x0040e0de 5   6    .rsrc   ascii   N{e\vU
531  0x000072e4 0x0040e0e4 4   5    .rsrc   ascii   >?xA
532  0x000072f1 0x0040e0f1 4   5    .rsrc   ascii   [4;]
533  0x000072f8 0x0040e0f8 4   6    .rsrc   utf8    U\vǉY blocks=Basic Latin,Latin Extended-B
534  0x00007329 0x0040e129 4   5    .rsrc   ascii   :yo\v
535  0x0000733e 0x0040e13e 5   6    .rsrc   ascii   \e(gI?
536  0x0000734f 0x0040e14f 5   8    .rsrc   utf8    5(噆ZJ blocks=Basic Latin,CJK Unified Ideographs
537  0x00007358 0x0040e158 4   5    .rsrc   ascii   }(\tQ
538  0x00007376 0x0040e176 6   7    .rsrc   ascii   tXY]!w
539  0x000073c1 0x0040e1c1 5   6    .rsrc   ascii   WJA(%
540  0x000073e4 0x0040e1e4 4   6    .rsrc   utf8    RB`ʝ blocks=Basic Latin,IPA Extensions
541  0x000073fc 0x0040e1fc 4   5    .rsrc   ascii   W8yx
542  0x0000742f 0x0040e22f 4   5    .rsrc   ascii   GJZk
543  0x00007448 0x0040e248 5   7    .rsrc   utf8    (8עhM blocks=Basic Latin,Hebrew
544  0x00007478 0x0040e278 8   9    .rsrc   ascii   _q&P.Ct7
545  0x000074a4 0x0040e2a4 4   5    .rsrc   ascii   \v?s3
546  0x000074fc 0x0040e2fc 4   5    .rsrc   ascii   seEb
547  0x00007502 0x0040e302 5   6    .rsrc   ascii   NOq&E
548  0x00007526 0x0040e326 5   6    .rsrc   ascii   hA,%Z
549  0x00007557 0x0040e357 6   7    .rsrc   ascii   \vSk<HZ
550  0x00007571 0x0040e371 4   10   .rsrc   utf8    וּR\fɁ blocks=Alphabetic Presentation Forms,Basic Latin,Latin Extended-B
551  0x00007594 0x0040e394 5   6    .rsrc   ascii   ~\t%Uq
552  0x000075a6 0x0040e3a6 4   5    .rsrc   ascii   \az[!
553  0x000075bd 0x0040e3bd 5   6    .rsrc   ascii   ]^8N,
554  0x000075e7 0x0040e3e7 4   7    .rsrc   utf8     ۫t۫ blocks=Basic Latin,Arabic
555  0x00007609 0x0040e409 7   8    .rsrc   ascii   rGn2re\b
556  0x0000763c 0x0040e43c 5   6    .rsrc   ascii   >8b8<
557  0x0000765d 0x0040e45d 4   5    .rsrc   ascii   mp"4
558  0x00007662 0x0040e462 4   5    .rsrc   ascii   6aW\t
559  0x0000768a 0x0040e48a 4   6    .rsrc   utf8    )OMɭ blocks=Basic Latin,IPA Extensions
560  0x0000769b 0x0040e49b 5   6    .rsrc   ascii   Ke'B(
561  0x000076f5 0x0040e4f5 8   9    .rsrc   ascii   Ox\ahvWYY
562  0x0000772e 0x0040e52e 6   7    .rsrc   ascii   r\2\t\.
563  0x00007736 0x0040e536 4   5    .rsrc   ascii   \v\SQ
564  0x00007759 0x0040e559 6   8    .rsrc   utf8    ͦF/vh@ blocks=Combining Diacritical Marks,Basic Latin
565  0x00007779 0x0040e579 4   5    .rsrc   ascii   P$*&
566  0x0000778c 0x0040e58c 4   5    .rsrc   ascii   |yf1
567  0x000077b1 0x0040e5b1 4   5    .rsrc   ascii   v7d/
568  0x00007813 0x0040e613 4   5    .rsrc   ascii   Gz.A
569  0x0000785a 0x0040e65a 5   6    .rsrc   ascii   \t<m\tp
570  0x0000786b 0x0040e66b 8   9    .rsrc   ascii   dBH:k;Dq
571  0x0000787c 0x0040e67c 4   5    .rsrc   ascii   kfrS
572  0x00007984 0x0040e784 5   6    .rsrc   ascii   bgWE\t
573  0x000079d8 0x0040e7d8 5   7    .rsrc   utf8    nw=\nõ blocks=Basic Latin,Latin-1 Supplement
574  0x00007a03 0x0040e803 4   6    .rsrc   utf8    ֹb[K blocks=Hebrew,Basic Latin
575  0x00007a29 0x0040e829 5   7    .rsrc   utf8    b1˨VP blocks=Basic Latin,Spacing Modifier Letters
576  0x00007a70 0x0040e870 4   5    .rsrc   ascii   Oc_z
577  0x00007a75 0x0040e875 4   6    .rsrc   utf8    2ݵU> blocks=Basic Latin,Arabic Supplement
578  0x00007a8e 0x0040e88e 4   5    .rsrc   ascii   o<|p
579  0x00007ab5 0x0040e8b5 6   8    .rsrc   utf8    äg<|pH blocks=Latin-1 Supplement,Basic Latin
580  0x00007ad4 0x0040e8d4 6   8    .rsrc   utf8    2,Iյ(\t blocks=Basic Latin,Armenian
581  0x00007b14 0x0040e914 4   5    .rsrc   ascii   XkkE
582  0x00007b3f 0x0040e93f 4   5    .rsrc   ascii   n_RJ
583  0x00007b49 0x0040e949 5   6    .rsrc   ascii   <\v\bXG
584  0x00007b6f 0x0040e96f 10  12   .rsrc   utf8    x\e֧fV\n4^h3 blocks=Basic Latin,Hebrew
585  0x00007b8d 0x0040e98d 5   7    .rsrc   utf8    \nџ]\fU blocks=Basic Latin,Cyrillic
586  0x00007bc0 0x0040e9c0 4   5    .rsrc   ascii   (zWo
587  0x00007bc5 0x0040e9c5 4   5    .rsrc   ascii   7vAH
588  0x00007be1 0x0040e9e1 5   6    .rsrc   ascii   6\a[+|
589  0x00007c6b 0x0040ea6b 4   5    .rsrc   ascii   8% P
590  0x00007cb3 0x0040eab3 4   5    .rsrc   ascii   aDse
591  0x00007ceb 0x0040eaeb 6   8    .rsrc   utf8    ?˭\aWJc blocks=Basic Latin,Spacing Modifier Letters
592  0x00007cf7 0x0040eaf7 4   5    .rsrc   ascii   >)[<
593  0x00007cff 0x0040eaff 4   6    .rsrc   utf8    Ŋ*Wi blocks=Latin Extended-A,Basic Latin
594  0x00007d2e 0x0040eb2e 5   9    .rsrc   utf8    ԑl몎G) blocks=Cyrillic Supplement,Basic Latin,Hangul Syllables
595  0x00007d74 0x0040eb74 4   5    .rsrc   ascii   N[J>
596  0x00007d82 0x0040eb82 6   7    .rsrc   ascii   (UqlDU
597  0x00007d92 0x0040eb92 8   10   .rsrc   utf8    `0@jͽ{wH blocks=Basic Latin,Greek and Coptic
598  0x00007d9c 0x0040eb9c 7   8    .rsrc   ascii   )Jjz+\e\
599  0x00007dd7 0x0040ebd7 5   6    .rsrc   ascii   5DWq8
600  0x00007de3 0x0040ebe3 5   7    .rsrc   utf8    D]e؉" blocks=Basic Latin,Arabic
601  0x00007dfb 0x0040ebfb 5   6    .rsrc   ascii   1g\v*o
602  0x00007e03 0x0040ec03 4   6    .rsrc   utf8    inх  blocks=Basic Latin,Cyrillic
603  0x00007e49 0x0040ec49 4   5    .rsrc   ascii   :\b1Y
604  0x00007e50 0x0040ec50 4   6    .rsrc   utf8    4\fõN blocks=Basic Latin,Latin-1 Supplement
605  0x00007e59 0x0040ec59 4   5    .rsrc   ascii   \fn_P
606  0x00007e70 0x0040ec70 5   6    .rsrc   ascii   \vzfou
607  0x00007fab 0x0040edab 5   6    .rsrc   ascii   \eSDf\n
608  0x0000801b 0x0040ee1b 6   8    .rsrc   utf8    ePׅRpU blocks=Basic Latin,Hebrew
609  0x0000802e 0x0040ee2e 6   7    .rsrc   ascii   4AY\tP:
610  0x00008045 0x0040ee45 4   5    .rsrc   ascii   \f'X<
611  0x0000804e 0x0040ee4e 5   6    .rsrc   ascii   !W\f\eX
612  0x0000805f 0x0040ee5f 4   5    .rsrc   ascii   _28;
613  0x00008080 0x0040ee80 4   5    .rsrc   ascii    l4X
614  0x0000808a 0x0040ee8a 4   5    .rsrc   ascii   (bem
615  0x000080f0 0x0040eef0 5   6    .rsrc   ascii    \fXYY
616  0x00008103 0x0040ef03 4   6    .rsrc   utf8    w·v# blocks=Basic Latin,Latin-1 Supplement
617  0x00008143 0x0040ef43 4   5    .rsrc   ascii   *Cv3
618  0x0000814b 0x0040ef4b 5   6    .rsrc   ascii   [[AV6
619  0x000081d6 0x0040efd6 8   10   .rsrc   utf8    \aQD5K *F
620  0x000081e5 0x0040efe5 4   5    .rsrc   ascii   [Y^P
621  0x00008200 0x0040f000 8   9    .rsrc   ascii   !3)Y:b{s
622  0x0000824a 0x0040f04a 4   6    .rsrc   utf8    Y0֫\t blocks=Basic Latin,Hebrew
623  0x00008259 0x0040f059 6   7    .rsrc   ascii   \a?"MR~
624  0x00008305 0x0040f105 6   7    .rsrc   ascii   ]9z\"\a
625  0x0000831e 0x0040f11e 5   7    .rsrc   utf8    HNȅ8@ blocks=Basic Latin,Latin Extended-B
626  0x00008327 0x0040f127 4   5    .rsrc   ascii   EQs:
627  0x000083ab 0x0040f1ab 4   6    .rsrc   utf8    W\t[ӻ blocks=Basic Latin,Cyrillic
628  0x000083fc 0x0040f1fc 4   5    .rsrc   ascii   w`:q
629  0x00008479 0x0040f279 5   6    .rsrc   ascii   ~W8\n-
630  0x000084d2 0x0040f2d2 4   5    .rsrc   ascii   2xx\v
631  0x000084d7 0x0040f2d7 4   5    .rsrc   ascii   y*>@
632  0x00008505 0x0040f305 4   5    .rsrc   ascii   l^z:
633  0x00008511 0x0040f311 6   8    .rsrc   utf8    ڽZ\f_x" blocks=Arabic,Basic Latin
634  0x0000853a 0x0040f33a 6   8    .rsrc   utf8    \t\vC$B̉ blocks=Basic Latin,Combining Diacritical Marks
635  0x0000859f 0x0040f39f 6   7    .rsrc   ascii   )'''tW
636  0x000085ae 0x0040f3ae 4   5    .rsrc   ascii   !Wv7
637  0x000085cd 0x0040f3cd 4   6    .rsrc   utf8    E\r6ַ blocks=Basic Latin,Hebrew
638  0x000085ea 0x0040f3ea 6   7    .rsrc   ascii   ;$)h7B
639  0x000085f1 0x0040f3f1 5   6    .rsrc   ascii   ( #D5
640  0x00008634 0x0040f434 4   5    .rsrc   ascii   /\tbY
641  0x00008666 0x0040f466 5   6    .rsrc   ascii   ,p\fYL
642  0x00008686 0x0040f486 4   5    .rsrc   ascii   {ggg
643  0x0000868f 0x0040f48f 6   7    .rsrc   ascii   o\rzf\a 
644  0x000086b8 0x0040f4b8 5   7    .rsrc   utf8    Wn*Z8
645  0x000086d9 0x0040f4d9 6   7    .rsrc   ascii   /A%AM 
646  0x00008746 0x0040f546 4   5    .rsrc   ascii   d2a4
647  0x0000876a 0x0040f56a 4   5    .rsrc   ascii   [\eDq
648  0x00008786 0x0040f586 4   6    .rsrc   utf8    </֑K blocks=Basic Latin,Hebrew
649  0x000087a8 0x0040f5a8 4   5    .rsrc   ascii   v^bk
650  0x000087b2 0x0040f5b2 5   6    .rsrc   ascii   ^;bk%
651  0x000087f1 0x0040f5f1 5   6    .rsrc   ascii   g)L[:
652  0x000088ad 0x0040f6ad 4   5    .rsrc   ascii   2cV7
653  0x000088c0 0x0040f6c0 4   6    .rsrc   utf8    ͽ+l] blocks=Greek and Coptic,Basic Latin
654  0x000088d7 0x0040f6d7 4   5    .rsrc   ascii   h4d2
655  0x00008929 0x0040f729 4   5    .rsrc   ascii   JHJ)
656  0x00008963 0x0040f763 4   5    .rsrc   ascii   F'@\v
657  0x00008974 0x0040f774 4   5    .rsrc   ascii   _2A%
