[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x0000008e 0x0000008e 4   5            ascii   Tyy.
2    0x00000096 0x00000096 4   5            ascii   Ty#K
3    0x0000009b 0x0000009b 6   8            utf8    yՎTy#K blocks=Basic Latin,Armenian
4    0x000000a6 0x000000a6 4   5            ascii   Ty#K
5    0x000000ee 0x000000ee 6   7            ascii   TyRich
6    0x00000208 0x00000208 5   6            ascii   .text
7    0x0000022f 0x0000022f 7   8            ascii   `.rdata
8    0x00000257 0x00000257 6   7            ascii   @.data
9    0x00000280 0x00000280 5   6            ascii   .rsrc
10   0x000002a7 0x000002a7 7   8            ascii   @.reloc
353  0x0000e612 0x1000f212 7   10   .text   utf8    ;E\ft\aP芹 blocks=Basic Latin,CJK Unified Ideographs
354  0x0000e645 0x1000f245 4   5    .text   ascii   sUj\r
355  0x0000e658 0x1000f258 4   5    .text   ascii   t3f;
356  0x0000e67c 0x1000f27c 6   7    .text   ascii   j\rXP_f
357  0x0000e6b2 0x1000f2b2 5   6    .text   ascii   j\nZf9
358  0x0000e6eb 0x1000f2eb 4   5    .text   ascii   \af;E
359  0x0000e708 0x1000f308 8   9    .text   ascii   s(j\nZf9W
360  0x0000e77b 0x1000f37b 11  12   .text   ascii   HtRj\nXj\rf9E
361  0x0000e7c1 0x1000f3c1 6   7    .text   ascii   &j\rY;}
362  0x0000e7d5 0x1000f3d5 6   7    .text   ascii   j\nXf9E
363  0x0000e7fa 0x1000f3fa 6   7    .text   ascii   j\nXf9E
364  0x0000e803 0x1000f403 4   5    .text   ascii   j\rYf
365  0x0000e811 0x1000f411 4   5    .text   ascii   j\rYf
366  0x0000e828 0x1000f428 4   5    .text   ascii   @u\b\f
367  0x0000e8da 0x1000f4da 4   5    .text   ascii   xy;5
368  0x0000ea2c 0x1000f62c 4   5    .text   ascii   F\f\bt
369  0x0000eae0 0x1000f6e0 4   5    .text   ascii   9E\fv
370  0x0000eaeb 0x1000f6eb 8   9    .text   ascii   t\a@A;E\fr
371  0x0000eb7e 0x1000f77e 4   5    .text   ascii   j\bh 
372  0x0000ec81 0x1000f881 6   7    .text   ascii   bWWWWj
373  0x0000ed93 0x1000f993 5   6    .text   ascii   PRPQh
374  0x0000edcf 0x1000f9cf 5   6    .text   ascii   V9]\bu
375  0x0000f02f 0x1000fc2f 7   8    .text   ascii   uPVWhg1
376  0x0000f060 0x1000fc60 5   6    .text   ascii   _^t\eh
377  0x0000f0df 0x1000fcdf 4   5    .text   ascii   ;u\fr
378  0x0000f101 0x1000fd01 4   5    .text   ascii   ;u\fr
379  0x0000f1dc 0x1000fddc 4   7    .text   utf8    ى]ԉE blocks=Arabic,Basic Latin,Cyrillic Supplement
380  0x0000f239 0x1000fe39 4   5    .text   ascii   t\bj\b
381  0x0000f254 0x1000fe54 5   6    .text   ascii   9E\buI
382  0x0000f2a4 0x1000fea4 4   5    .text   ascii   @_^]
383  0x0000f317 0x1000ff17 4   6    .text   utf8    }\f3ۍ blocks=Basic Latin,Arabic
384  0x0000f373 0x1000ff73 6   7    .text   ascii   F\f@u^V
385  0x0000f44f 0x1001004f 4   5    .text   ascii   t\tVP
386  0x0000f481 0x10010081 5   6    .text   ascii   \aj%Y:
387  0x0000f58e 0x1001018e 4   5    .text   ascii   <6u#
388  0x0000f596 0x10010196 4   5    .text   ascii   94u\e
389  0x0000f5bd 0x100101bd 4   5    .text   ascii   92u\a
390  0x0000f5d0 0x100101d0 6   7    .text   ascii   <itx<o
391  0x0000f5e4 0x100101e4 4   5    .text   ascii   <Xu'
392  0x0000f61a 0x1001021a 4   5    .text   ascii   8lu\a
393  0x0000f66f 0x1001026f 6   8    .text   utf8    <St\vƅ{ blocks=Basic Latin,Latin Extended-B
394  0x0000f67a 0x1001027a 6   8    .text   utf8    <Cu\aƅ{ blocks=Basic Latin,Latin Extended-B
395  0x0000fb2e 0x1001072e 4   6    .text   utf8    ~\aƅj blocks=Basic Latin,Latin Extended-B
396  0x0000fd02 0x10010902 4   6    .text   utf8    ~\aƅj blocks=Basic Latin,Latin Extended-B
397  0x0000fd3c 0x1001093c 4   5    .text   ascii   :]u\t
398  0x0000fd58 0x10010958 4   5    .text   ascii   <-uP
399  0x0000fd64 0x10010964 4   5    .text   ascii   ]tEB
400  0x0000fde8 0x100109e8 5   7    .text   utf8    -u\tƅZ blocks=Basic Latin,Latin Extended-B
401  0x0000fdf6 0x100109f6 4   5    .text   ascii   +u8I
402  0x0000fe62 0x10010a62 5   7    .text   utf8    Xt]ǅL blocks=Basic Latin,Latin Extended-B
403  0x0000feb8 0x10010ab8 5   6    .text   ascii   YYj0[
404  0x0000ff9e 0x10010b9e 5   7    .text   utf8    -u\tƅZ blocks=Basic Latin,Latin Extended-B
405  0x0000ffac 0x10010bac 4   5    .text   ascii   +u2I
406  0x000101a4 0x10010da4 4   6    .text   utf8    tde<
407  0x00010338 0x10010f38 4   5    .text   ascii   ?%uA
408  0x00010357 0x10010f57 4   5    .text   ascii   t\tVP
409  0x0001041b 0x1001101b 5   6    .text   ascii   E\fSVW
410  0x000104de 0x100110de 7   8    .text   ascii   <xt\b<Xt
411  0x000104ff 0x100110ff 4   5    .text   ascii   <Xu\t
412  0x00010517 0x10011117 4   9    .text   utf8    E܉U뀐 blocks=Basic Latin,Syriac,Hangul Syllables
413  0x0001060a 0x1001120a 4   6    .text   utf8    \b3ۀ} blocks=Basic Latin,Arabic
414  0x00010634 0x10011234 5   6    .text   ascii   u\bu\ah
415  0x0001065f 0x1001125f 4   5    .text   ascii   M\fS3
416  0x000106d9 0x100112d9 7   10   .text   utf8    F\f@ubV芊 blocks=Basic Latin,CJK Unified Ideographs
417  0x00010860 0x10011460 5   6    .text   ascii   _^[t\n
418  0x0001088a 0x1001148a 6   7    .text   ascii   \bt+HHt
419  0x000109af 0x100115af 5   6    .text   ascii   :lu\fB
420  0x00010ae5 0x100116e5 10  11   .text   ascii   HHtVHHt\bHH
421  0x00010bd4 0x100117d4 4   5    .text   ascii   HHtp
422  0x00010d8d 0x1001198d 4   6    .text   utf8    guVǅ blocks=Basic Latin,Latin Extended-B
423  0x00010fae 0x10011bae 4   5    .text   ascii   RPWQ
424  0x00011003 0x10011c03 5   6    .text   ascii   >0t-N
425  0x0001120e 0x10011e0e 4   5    .text   ascii   B\f@t
426  0x0001122e 0x10011e2e 4   5    .text   ascii   E\bRP
427  0x000112cf 0x10011ecf 4   5    .text   ascii   PWj?
428  0x000112ec 0x10011eec 4   5    .text   ascii   [_^]
429  0x00011396 0x10011f96 4   5    .text   ascii   u\bWV
430  0x00011420 0x10012020 4   5    .text   ascii   u\ehl
431  0x0001144b 0x1001204b 4   5    .text   ascii   <v5h
432  0x000114dc 0x100120dc 5   8    .text   utf8    tD3ۋˊ blocks=Basic Latin,Arabic,Spacing Modifier Letters
433  0x000114ef 0x100120ef 4   5    .text   ascii   Ot\tA
434  0x00011531 0x10012131 5   6    .text   ascii   SSSSS
435  0x00011564 0x10012164 4   5    .text   ascii   f9E\b
436  0x000115a6 0x100121a6 6   7    .text   ascii   f9U\bs*
437  0x000115dd 0x100121dd 5   6    .text   ascii   M\bQRP
438  0x00011628 0x10012228 4   5    .text   ascii   t&:a
439  0x0001169c 0x1001229c 4   5    .text   ascii   j\fh`
440  0x000117b9 0x100123b9 4   5    .text   ascii   u\n+K
441  0x00011833 0x10012433 4   5    .text   ascii   t\b(S
442  0x00011a0a 0x1001260a 5   6    .text   ascii   C\f\bt\v
443  0x00011b44 0x10012744 8   9    .text   ascii   u,9E\ft'9
444  0x00011b94 0x10012794 4   5    .text   ascii   u,9E
445  0x00011bf8 0x100127f8 4   6    .text   utf8    H;ƍp blocks=Basic Latin,Latin Extended-B
446  0x00011c1a 0x1001281a 4   5    .text   ascii   9E(j
447  0x00011d54 0x10012954 4   5    .text   ascii   t@WV
448  0x00011d70 0x10012970 6   7    .text   ascii   PP9E u
449  0x00011e08 0x10012a08 4   7    .text   utf8    u\aP藁 blocks=Basic Latin,CJK Unified Ideographs
450  0x00011f01 0x10012b01 4   5    .text   ascii   u\bWP
451  0x00011f48 0x10012b48 6   7    .text   ascii    VWj\bY
452  0x00011f59 0x10012b59 4   5    .text   ascii   M\b_^
453  0x00011fb7 0x10012bb7 4   5    .text   ascii   99t\r
454  0x00012038 0x10012c38 5   7    .text   utf8    \v~du\f
455  0x000120d1 0x10012cd1 4   5    .text   ascii   vdj\b
456  0x000120fe 0x10012cfe 5   6    .text   ascii   9E\bu\r
457  0x00012127 0x10012d27 4   5    .text   ascii   SVWh
458  0x00012161 0x10012d61 4   5    .text   ascii   PSSV
459  0x000121ed 0x10012ded 6   8    .text   utf8    E\f3ɉM\b blocks=Basic Latin,Latin Extended-B
460  0x0001229c 0x10012e9c 4   5    .text   ascii   >"u3
461  0x000122db 0x10012edb 4   5    .text   ascii   tA9M
462  0x000122e0 0x10012ee0 10  11   .text   ascii   u\b< t8<\tt4
463  0x0001232e 0x10012f2e 5   6    .text   ascii   U\f_^[
464  0x000123bc 0x10012fbc 5   6    .text   ascii   t@VSP
465  0x000123f9 0x10012ff9 4   5    .text   ascii   Y[_^
466  0x00012417 0x10013017 5   6    .text   ascii   PPPPP
467  0x000124a8 0x100130a8 4   6    .text   utf8    \vȉ\rP blocks=Basic Latin,Latin Extended-B
468  0x000124d2 0x100130d2 4   5    .text   ascii   f9\at
469  0x000124e7 0x100130e7 5   6    .text   ascii   SPPP+
470  0x000124f0 0x100130f0 5   6    .text   ascii   FVWPP
471  0x00012516 0x10013116 5   6    .text   ascii   SVWPP
472  0x00012a7b 0x1001367b 4   5    .text   ascii   SVW3
473  0x00012a93 0x10013693 5   6    .text   ascii   9E WW
474  0x00012b08 0x10013708 4   5    .text   ascii   \ePWV
475  0x00012bee 0x100137ee 4   6    .text   utf8    \n3Ɉ] blocks=Basic Latin,Latin Extended-B
476  0x00012cba 0x100138ba 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
477  0x00012d72 0x10013972 4   5    .text   ascii   9E\fv
478  0x00012d78 0x10013978 4   5    .text   ascii   M\bf9
479  0x00012d83 0x10013983 4   5    .text   ascii   ;E\fr
480  0x00012d9a 0x1001399a 8   9    .text   ascii   u\r9M\fu&3
481  0x00012df5 0x100139f5 4   5    .text   ascii   t%Ou
482  0x00012eb5 0x10013ab5 4   5    .text   ascii   x$;5
483  0x00012f00 0x10013b00 6   9    .text   utf8    u؉u܋}\b blocks=Basic Latin,Arabic,Syriac
484  0x00012f65 0x10013b65 4   7    .text   utf8    tpW腔 blocks=Basic Latin,CJK Unified Ideographs
485  0x00012faf 0x10013baf 4   7    .text   utf8    މu؉] blocks=Thaana,Basic Latin,Arabic
486  0x00013000 0x10013c00 5   8    .text   utf8    u\bWV誖 blocks=Basic Latin,CJK Unified Ideographs
487  0x000130ad 0x10013cad 5   7    .text   utf8    ^]Ë\rP blocks=Basic Latin,Latin-1 Supplement
488  0x00013139 0x10013d39 5   6    .text   ascii   t\vWVS
489  0x00013184 0x10013d84 8   10   .text   utf8    ӍM\fQVWSj blocks=Cyrillic,Basic Latin
490  0x000131a5 0x10013da5 4   5    .text   ascii   9u\fu
491  0x000131c6 0x10013dc6 6   9    .text   utf8    t\vWVS萭 blocks=Basic Latin,CJK Unified Ideographs
492  0x0001321e 0x10013e1e 4   5    .text   ascii   D$\f3
493  0x00013226 0x10013e26 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
494  0x0001326f 0x10013e6f 7   8    .text   ascii   ;T$\fw\br
495  0x00013277 0x10013e77 10  11   .text   ascii   ;D$\bv\tN+D$
496  0x00013288 0x10013e88 8   9    .text   ascii   +D$\b\eT$\f
497  0x00013298 0x10013e98 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
498  0x000133b3 0x10013fb3 4   6    .text   utf8    @tɃe blocks=Basic Latin,Latin Extended-B
499  0x000134d1 0x100140d1 4   5    .text   ascii   9P\bu
500  0x000135af 0x100141af 4   5    .text   ascii   _[t\a
501  0x000135fb 0x100141fb 4   5    .text   ascii   9Q\bu
502  0x0001369e 0x1001429e 9   10   .text   ascii   f;q\fr\ff;q
503  0x000136af 0x100142af 4   5    .text   ascii   /f;q
504  0x000136b4 0x100142b4 5   6    .text   ascii   r)f;q
505  0x00013718 0x10014318 9   10   .text   ascii   f;A\fr\ff;A
506  0x00013729 0x10014329 4   5    .text   ascii   8f;A
507  0x0001372e 0x1001432e 5   6    .text   ascii   r2f;A
508  0x00013783 0x10014383 5   6    .text   ascii   _^[t\a
509  0x000137de 0x100143de 4   5    .text   ascii   _^[]
510  0x00013808 0x10014408 4   5    .text   ascii   \bSVW
511  0x00013871 0x10014471 4   5    .text   ascii   Y_^[
512  0x000138a2 0x100144a2 4   5    .text   ascii   Y_^[
513  0x000138bb 0x100144bb 4   5    .text   ascii   f9\bt
514  0x000138c2 0x100144c2 4   6    .text   utf8    ]ËH< blocks=Basic Latin,Latin-1 Supplement
515  0x000138f3 0x100144f3 5   6    .text   ascii   SVWUj
516  0x00013908 0x10014508 4   5    .text   ascii   ]_^[
517  0x0001390e 0x1001450e 4   6    .text   utf8    ]ËL$ blocks=Basic Latin,Latin-1 Supplement
518  0x00013994 0x10014594 6   7    .text   ascii   ;t$,v-
519  0x000139ef 0x100145ef 6   7    .text   ascii   R\f9Q\bu
520  0x00013a17 0x10014617 10  11   .text   ascii   k\fUQPXY]Y[
521  0x00013a9b 0x1001469b 8   9    .text   ascii   ~';_t|%3
522  0x00013aaf 0x100146af 5   6    .text   ascii   wtVj\t
523  0x00013ac2 0x100146c2 7   8    .text   ascii   u\v;_tr.
524  0x00013ae6 0x100146e6 4   5    .text   ascii   WVj\t
525  0x00013b5f 0x1001475f 4   5    .text   ascii   M\bQP
526  0x00013bd6 0x100147d6 5   6    .text   ascii   y\bj\tX
527  0x00013ccf 0x100148cf 4   5    .text   ascii   \at0f
528  0x00013d97 0x10014997 5   6    .text   ascii   t\j=S
529  0x00013ddd 0x100149dd 10  11   .text   ascii   ul9}\ft$9=$
530  0x00013e93 0x10014a93 4   5    .text   ascii   ?snj
531  0x00013f25 0x10014b25 4   5    .text   ascii   tPSS
532  0x00013fa5 0x10014ba5 5   6    .text   ascii   PPPPP
533  0x00013fb5 0x10014bb5 5   8    .text   utf8    u\b3ɋƅ blocks=Basic Latin,Latin Extended-B
534  0x00013fe1 0x10014be1 4   5    .text   ascii   u\bj\t
535  0x00014024 0x10014c24 4   5    .text   ascii   }\fWP
536  0x0001403b 0x10014c3b 5   6    .text   ascii   \a<=t 
537  0x0001404b 0x10014c4b 4   6    .text   utf8    uً\r  blocks=Basic Latin,Arabic
538  0x0001407d 0x10014c7d 4   5    .text   ascii   ;E\fs
539  0x00014157 0x10014d57 4   5    .text   ascii   VPRQ
540  0x00014168 0x10014d68 7   8    .text   ascii   w\bPRPQh
541  0x000141d8 0x10014dd8 4   5    .text   ascii   ~"VP
542  0x0001420e 0x10014e0e 5   8    .text   utf8    E$3ۉ] blocks=Basic Latin,Arabic
543  0x000143c0 0x10014fc0 5   6    .text   ascii   t5QVW
544  0x00014499 0x10015099 4   6    .text   utf8    X^Ã& blocks=Basic Latin,Latin-1 Supplement
545  0x000144a3 0x100150a3 4   5    .text   ascii   j\fh 
546  0x0001453e 0x1001513e 4   5    .text   ascii   r\rPS
547  0x00014552 0x10015152 4   5    .text   ascii   r>PS
548  0x000145ae 0x100151ae 4   5    .text   ascii   j\bh`
549  0x000145e6 0x100151e6 4   5    .text   ascii   j\bh@
550  0x00014695 0x10015295 4   6    .text   utf8    }؋u\b blocks=Basic Latin,Arabic
551  0x000146f9 0x100152f9 4   5    .text   ascii   t#Ht
552  0x0001477f 0x1001537f 4   6    .text   utf8    EЃg` blocks=Basic Latin,Cyrillic
553  0x000147a3 0x100153a3 4   8    .text   utf8    щUԡܣ blocks=Cyrillic,Basic Latin,Cyrillic Supplement,Syriac
554  0x000147c1 0x100153c1 4   7    .text   utf8    Uԋ\rأ blocks=Basic Latin,Cyrillic Supplement,Arabic
555  0x0001481e 0x1001541e 4   6    .text   utf8    EЉG` blocks=Basic Latin,Cyrillic
556  0x00014829 0x10015429 5   7    .text   utf8    ẺGd3 blocks=Basic Latin,Combining Diacritical Marks
557  0x00014844 0x10015444 4   5    .text   ascii   u\b9q
558  0x00014862 0x10015462 4   5    .text   ascii   s\t9q
559  0x0001487f 0x1001547f 6   7    .text   ascii   F\f@uoV
560  0x000148ee 0x100154ee 8   10   .text   utf8    _^[]Ë]\b; blocks=Basic Latin,Latin-1 Supplement
561  0x0001491b 0x1001551b 5   6    .text   ascii   ;F\bu\t
562  0x00014acf 0x100156cf 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
563  0x00014ad8 0x100156d8 7   9    .text   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
564  0x00014aed 0x100156ed 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
565  0x00014af7 0x100156f7 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
566  0x00014c7c 0x1001587c 4   5    .text   ascii   tO95
567  0x00014d5b 0x1001595b 4   5    .text   ascii   E\bPj
568  0x00014e57 0x10015a57 4   5    .text   ascii   u\fW3
569  0x00014eb6 0x10015ab6 4   5    .text   ascii   [_^]
570  0x00014ec2 0x10015ac2 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
571  0x00014ed8 0x10015ad8 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
572  0x00014fd3 0x10015bd3 5   6    .text   ascii   \e\vE j
573  0x00014ff7 0x10015bf7 5   7    .text   utf8    8S3ۉ] blocks=Basic Latin,Arabic
574  0x00015088 0x10015c88 8   9    .text   ascii   tHHt*Ht#
575  0x00015201 0x10015e01 4   5    .text   ascii    t\a\r
576  0x000155a8 0x100161a8 5   6    .text   ascii   uJSSR
577  0x00015616 0x10016216 6   7    .text   ascii   Ht\fHu=
578  0x0001569d 0x1001629d 5   7    .text   utf8    \nȈL2$ blocks=Basic Latin,Latin Extended-B
579  0x00015760 0x10016360 5   6    .text   ascii   SSSSS
580  0x000157d9 0x100163d9 5   7    .text   utf8    ^[Íd$ blocks=Basic Latin,Latin-1 Supplement
581  0x00015961 0x10016561 4   5    .text   ascii   u\bWS
582  0x0001597d 0x1001657d 5   6    .text   ascii   PPPPP
583  0x000159d0 0x100165d0 5   6    .text   ascii   9w\bu>
584  0x00015a00 0x10016600 5   6    .text   ascii   9M\fu\r
585  0x00015a0d 0x1001660d 6   7    .text   ascii   9E\ft\tB
586  0x00015a1e 0x1001661e 4   5    .text   ascii   9E\fu
587  0x00015c7c 0x1001687c 4   6    .text   utf8    X]á$ blocks=Basic Latin,Latin-1 Supplement
588  0x00015cf4 0x100168f4 4   5    .text   ascii   D1$$
589  0x00015d10 0x10016910 4   5    .text   ascii   D1$$
590  0x00015d39 0x10016939 5   6    .text   ascii   _^[u\a
591  0x00015d81 0x10016981 4   5    .text   ascii   \at'\n
592  0x00015e38 0x10016a38 6   8    .text   utf8    3\nD$\bS
593  0x00015e6d 0x10016a6d 4   6    .text   utf8    V\v؋\n blocks=Basic Latin,Arabic
594  0x00015eac 0x10016aac 4   5    .text   ascii   ^_[3
595  0x00015ee9 0x10016ae9 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
596  0x00015ef0 0x10016af0 5   7    .text   utf8    ^_[ÍB blocks=Basic Latin,Latin-1 Supplement
597  0x00015f43 0x10016b43 5   6    .text   ascii   H\b3M\f
598  0x00015fa7 0x10016ba7 5   11   .text   utf16le jjjjj
599  0x00015fe8 0x10016be8 4   6    .text   utf8    3KM\b
600  0x00016070 0x10016c70 5   8    .text   utf8    3IEЋE blocks=Basic Latin,Cyrillic
601  0x00016079 0x10016c79 4   6    .text   utf8    EԋE\f blocks=Basic Latin,Cyrillic Supplement
602  0x00016085 0x10016c85 4   6    .text   utf8    E܋E  blocks=Basic Latin,Syriac
603  0x0001614f 0x10016d4f 5   6    .text   ascii   ;T\b\b~
604  0x00016171 0x10016d71 6   7    .text   ascii   E\b;x\fw
605  0x000161c2 0x10016dc2 6   7    .text   ascii   QQSVWd
606  0x0001629f 0x10016e9f 6   7    .text   ascii   M\b9\bt\f
607  0x000162ba 0x10016eba 4   5    .text   ascii   \bSVW
608  0x000162f0 0x10016ef0 4   5    .text   ascii   WVS3
609  0x0001637b 0x10016f7b 7   8    .text   ascii   w\br\a;D$
610  0x000163ec 0x10016fec 4   5    .text   ascii   j\bh8
611  0x00016400 0x10017000 4   5    .text   ascii   8csm
612  0x000164d4 0x100170d4 6   9    .text   utf8    3ۉ]ȋ}\f blocks=Basic Latin,Arabic,Latin Extended-B
613  0x000164e0 0x100170e0 4   6    .text   utf8    E؋u\b blocks=Basic Latin,Arabic
614  0x00016597 0x10017197 5   6    .text   ascii   9B\fv?
615  0x000165a9 0x100171a9 4   5    .text   ascii   }\f~%
616  0x000165d6 0x100171d6 4   5    .text   ascii   ;B\fr
617  0x000165db 0x100171db 4   5    .text   ascii   QRSW
618  0x0001663d 0x1001723d 4   5    .text   ascii   >csm
619  0x0001673f 0x1001733f 4   5    .text   ascii   t\aWP
620  0x00016754 0x10017354 4   5    .text   ascii   8csm
621  0x0001679f 0x1001739f 5   6    .text   ascii   E\fSVW
622  0x000167d7 0x100173d7 4   5    .text   ascii   >csm
623  0x00016856 0x10017456 4   5    .text   ascii   >csm
624  0x0001687c 0x1001747c 4   5    .text   ascii   u\n9^
625  0x00016905 0x10017505 4   5    .text   ascii   >csm
626  0x00016972 0x10017572 6   8    .text   utf8    ]ԋ]\f9B blocks=Basic Latin,Cyrillic Supplement
627  0x00016a0a 0x1001760a 4   5    .text   ascii   u\bSV
628  0x00016a9f 0x1001769f 4   5    .text   ascii   9_\fv
629  0x00016b73 0x10017773 4   5    .text   ascii   ?MOC
630  0x00016b7b 0x1001777b 4   5    .text   ascii   ?RCC
631  0x00016bd8 0x100177d8 4   5    .text   ascii   |c;F
632  0x00016c0f 0x1001780f 4   5    .text   ascii   @u(j
633  0x00016c1b 0x1001781b 4   5    .text   ascii   u Qj
634  0x00016c50 0x10017850 4   5    .text   ascii   QQSV
635  0x00016c5a 0x1001785a 4   6    .text   utf8    tl3ۋ blocks=Basic Latin,Arabic
636  0x00016cbb 0x100178bb 5   6    .text   ascii   M\f;>|
637  0x00016d35 0x10017935 4   5    .text   ascii   Hu4j
638  0x00016ea4 0x10017aa4 4   5    .text   ascii   YYPW
639  0x00016f14 0x10017b14 4   5    .text   ascii   8RCC
640  0x00016f1c 0x10017b1c 4   5    .text   ascii   8MOC
641  0x00016f24 0x10017b24 4   5    .text   ascii   8csm
642  0x0001707b 0x10017c7b 5   6    .text   ascii   ft!9q
643  0x0001709e 0x10017c9e 5   6    .text   ascii   j9q\fu
644  0x000170b0 0x10017cb0 4   5    .text   ascii   rW9q
645  0x000170bf 0x10017cbf 4   5    .text   ascii   r,9z
646  0x0001710b 0x10017d0b 5   6    .text   ascii   @_^[]
647  0x00017133 0x10017d33 4   5    .text   ascii   B\bPQ
648  0x00017169 0x10017d69 4   5    .text   ascii   @_^]
649  0x0001723a 0x10017e3a 4   5    .text   ascii   oF f
650  0x00017296 0x10017e96 4   5    .text   ascii   oF f
651  0x000172ee 0x10017eee 4   5    .text   ascii   oF f
652  0x000174b9 0x100180b9 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
653  0x000174c5 0x100180c5 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
654  0x000174d7 0x100180d7 7   9    .text   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
655  0x000174f1 0x100180f1 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
656  0x00017655 0x10018255 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
657  0x00017663 0x10018263 7   9    .text   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
658  0x00017679 0x10018279 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
659  0x00017693 0x10018293 6   8    .text   utf8    D$\f^_Í blocks=Basic Latin,Latin-1 Supplement
660  0x000176cb 0x100182cb 4   5    .text   ascii   oV f
661  0x000176d0 0x100182d0 4   5    .text   ascii   o^0f
662  0x000176e8 0x100182e8 4   5    .text   ascii   of@f
663  0x000176ed 0x100182ed 4   5    .text   ascii   onPf
664  0x000176f2 0x100182f2 4   5    .text   ascii   ov`f
665  0x000176f7 0x100182f7 4   5    .text   ascii   o~pf
666  0x00017764 0x10018364 5   6    .text   ascii   \aFGIu
667  0x00017770 0x10018370 4   6    .text   utf8    X^_Í blocks=Basic Latin,Latin-1 Supplement
668  0x00017797 0x10018397 4   5    .text   ascii   FGIu
669  0x000177cc 0x100183cc 10  11   .text   ascii   D$\f+d$\fSVW
670  0x00017809 0x10018409 5   7    .text   utf8    YËT$\b blocks=Basic Latin,Latin-1 Supplement
671  0x00017d14 0x10019314 14  15   .rdata  ascii   bad allocation
672  0x00017d38 0x10019338 5   12   .rdata  utf16le ja-JP
673  0x00017d44 0x10019344 5   12   .rdata  utf16le zh-CN
674  0x00017d50 0x10019350 5   12   .rdata  utf16le ko-KR
675  0x00017d5c 0x1001935c 5   12   .rdata  utf16le zh-TW
676  0x00017d84 0x10019384 6   7    .rdata  ascii   Sunday
677  0x00017d8c 0x1001938c 6   7    .rdata  ascii   Monday
678  0x00017d94 0x10019394 7   8    .rdata  ascii   Tuesday
679  0x00017d9c 0x1001939c 9   10   .rdata  ascii   Wednesday
680  0x00017da8 0x100193a8 8   9    .rdata  ascii   Thursday
681  0x00017db4 0x100193b4 6   7    .rdata  ascii   Friday
682  0x00017dbc 0x100193bc 8   9    .rdata  ascii   Saturday
683  0x00017df8 0x100193f8 7   8    .rdata  ascii   January
684  0x00017e00 0x10019400 8   9    .rdata  ascii   February
685  0x00017e0c 0x1001940c 5   6    .rdata  ascii   March
686  0x00017e14 0x10019414 5   6    .rdata  ascii   April
687  0x00017e1c 0x1001941c 4   5    .rdata  ascii   June
688  0x00017e24 0x10019424 4   5    .rdata  ascii   July
689  0x00017e2c 0x1001942c 6   7    .rdata  ascii   August
690  0x00017e34 0x10019434 9   10   .rdata  ascii   September
691  0x00017e40 0x10019440 7   8    .rdata  ascii   October
692  0x00017e48 0x10019448 8   9    .rdata  ascii   November
693  0x00017e54 0x10019454 8   9    .rdata  ascii   December
694  0x00017e68 0x10019468 8   9    .rdata  ascii   MM/dd/yy
695  0x00017e74 0x10019474 19  20   .rdata  ascii   dddd, MMMM dd, yyyy
696  0x00017e88 0x10019488 8   9    .rdata  ascii   HH:mm:ss
697  0x00017ecc 0x100194cc 6   14   .rdata  utf16le Sunday
698  0x00017edc 0x100194dc 6   14   .rdata  utf16le Monday
699  0x00017eec 0x100194ec 7   16   .rdata  utf16le Tuesday
700  0x00017efc 0x100194fc 9   20   .rdata  utf16le Wednesday
701  0x00017f10 0x10019510 8   18   .rdata  utf16le Thursday
702  0x00017f24 0x10019524 6   14   .rdata  utf16le Friday
703  0x00017f34 0x10019534 8   18   .rdata  utf16le Saturday
704  0x00017fa8 0x100195a8 7   16   .rdata  utf16le January
705  0x00017fb8 0x100195b8 8   18   .rdata  utf16le February
706  0x00017fcc 0x100195cc 5   12   .rdata  utf16le March
707  0x00017fd8 0x100195d8 5   12   .rdata  utf16le April
