[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x0000008e 0x0000008e 4   5            ascii   Tyy.
2    0x00000096 0x00000096 4   5            ascii   Ty#K
3    0x0000009b 0x0000009b 6   8            utf8    yՎTy#K blocks=Basic Latin,Armenian
4    0x000000a6 0x000000a6 4   5            ascii   Ty#K
5    0x000000ee 0x000000ee 6   7            ascii   TyRich
6    0x00000208 0x00000208 5   6            ascii   .text
7    0x0000022f 0x0000022f 7   8            ascii   `.rdata
8    0x00000257 0x00000257 6   7            ascii   @.data
9    0x00000280 0x00000280 5   6            ascii   .rsrc
10   0x000002a7 0x000002a7 7   8            ascii   @.reloc
42   0x00001411 0x10002011 4   5    .text   ascii   D$0P
43   0x000014b2 0x100020b2 4   5    .text   ascii   D$0P
44   0x00001501 0x10002101 5   6    .text   ascii   D$4Pj
45   0x00001508 0x10002108 4   5    .text   ascii   D$@P
46   0x0000151b 0x1000211b 4   5    .text   ascii   D$0P
47   0x00001553 0x10002153 4   5    .text   ascii   D$0P
48   0x000015d9 0x100021d9 5   6    .text   ascii   u,h'\a
49   0x00001656 0x10002256 4   5    .text   ascii   D$0P
50   0x0000166c 0x1000226c 4   5    .text   ascii   D$0h
51   0x0000167c 0x1000227c 4   5    .text   ascii   D$0P
52   0x000016aa 0x100022aa 4   5    .text   ascii   D$4P
53   0x000016f1 0x100022f1 4   5    .text   ascii   P@h,
54   0x00001736 0x10002336 5   6    .text   ascii   D$0h`
55   0x000017bb 0x100023bb 4   5    .text   ascii   D$<P
56   0x0000184e 0x1000244e 4   5    .text   ascii   T$4P
57   0x00001888 0x10002488 4   5    .text   ascii   D$4P
58   0x000018be 0x100024be 4   5    .text   ascii   t$ h
59   0x00001a80 0x10002680 4   5    .text   ascii   QSWh
60   0x00001aaf 0x100026af 4   5    .text   ascii   uiSh
61   0x00001d6b 0x1000296b 5   6    .text   ascii   FAPhx
62   0x00001dc4 0x100029c4 4   5    .text   ascii   PSh|
63   0x00001f51 0x10002b51 4   5    .text   ascii   <0.u
64   0x00001f96 0x10002b96 4   5    .text   ascii   <8.u
65   0x00002017 0x10002c17 4   6    .text   utf8    WPhж blocks=Basic Latin,Cyrillic
66   0x000020af 0x10002caf 6   13   .text   utf16le jjjjjj
67   0x000024c3 0x100030c3 4   5    .text   ascii   SVWh
68   0x00002d42 0x10003942 4   5    .text   ascii   /t\tH
69   0x00002d75 0x10003975 4   5    .text   ascii   ]\bVW
70   0x00002e8d 0x10003a8d 5   6    .text   ascii   ucPVh
71   0x00003234 0x10003e34 4   9    .text   utf16le jjjj
72   0x000032e9 0x10003ee9 7   8    .text   ascii   9E\bu\bSV
73   0x000034fa 0x100040fa 4   9    .text   utf16le jjjj
74   0x00003784 0x10004384 4   9    .text   utf16le jjjj
75   0x00003883 0x10004483 4   5    .text   ascii   SVWh
76   0x00003abd 0x100046bd 4   9    .text   utf16le jjjj
77   0x000041e5 0x10004de5 5   6    .text   ascii   \fSVWh
78   0x00004205 0x10004e05 4   5    .text   ascii   Wj<V
79   0x00004213 0x10004e13 4   5    .text   ascii   ugVj
80   0x0000423a 0x10004e3a 4   5    .text   ascii   u@Vj
81   0x00004259 0x10004e59 4   5    .text   ascii   u!VP
82   0x000045e2 0x100051e2 4   7    .text   utf8    3҉Eع blocks=Basic Latin,Cyrillic,Arabic
83   0x0000464b 0x1000524b 5   8    .text   utf8    3҉E؉0 blocks=Basic Latin,Cyrillic,Arabic
84   0x0000485a 0x1000545a 4   6    .text   utf8    3ۍd$ blocks=Basic Latin,Arabic
85   0x000048a9 0x100054a9 4   7    .text   utf8    3ۉEؿ blocks=Basic Latin,Arabic
86   0x000049fe 0x100055fe 4   5    .text   ascii   ]\bVW
87   0x00004ab7 0x100056b7 6   8    .text   utf8    ]ËE\b_^ blocks=Basic Latin,Latin-1 Supplement
88   0x00004ada 0x100056da 4   6    .text   utf8    EԋB\f blocks=Basic Latin,Cyrillic Supplement
89   0x00004cc2 0x100058c2 4   6    .text   utf8    f;ʋU blocks=Basic Latin,IPA Extensions
90   0x00004d9f 0x1000599f 4   5    .text   ascii   E\bG;
91   0x00005165 0x10005d65 4   5    .text   ascii   tO;]
92   0x0000537d 0x10005f7d 4   7    .text   utf8    ЋΉE\f blocks=Cyrillic,Greek and Coptic,Basic Latin
93   0x000053e1 0x10005fe1 4   5    .text   ascii   \b_^[
94   0x000053f3 0x10005ff3 4   5    .text   ascii   QSVW
95   0x00005419 0x10006019 5   6    .text   ascii   f9\bu\a
96   0x000056da 0x100062da 4   6    .text   utf8    3ɍd$ blocks=Basic Latin,Latin Extended-B
97   0x00005718 0x10006318 4   6    .text   utf8    |ƋE\b blocks=Basic Latin,Latin Extended-B
98   0x0000575e 0x1000635e 4   5    .text   ascii   t\b^3
99   0x0000592c 0x1000652c 4   5    .text   ascii   @\bOu
100  0x0000595c 0x1000655c 4   5    .text   ascii   I\bOu
101  0x00005a6b 0x1000666b 4   5    .text   ascii   H9\ar
102  0x00005b33 0x10006733 4   5    .text   ascii   QSVW
103  0x00005b4d 0x1000674d 4   5    .text   ascii   H9\ar
104  0x00005b8a 0x1000678a 5   6    .text   ascii   \aH9\ar
105  0x00005c6e 0x1000686e 4   6    .text   utf8    \av\nǆ blocks=Basic Latin,Latin Extended-B
106  0x00005ed9 0x10006ad9 5   6    .text   ascii   @:J\au
107  0x00005ee5 0x10006ae5 4   5    .text   ascii   \b:\nu
108  0x00006019 0x10006c19 4   7    .text   utf8    Ju䍆p blocks=Basic Latin,CJK Unified Ideographs Extension A
109  0x00006300 0x10006f00 4   5    .text   ascii   \b_^[
110  0x00006315 0x10006f15 5   7    .text   utf8    \bSV3ۋ blocks=Basic Latin,Arabic
111  0x000065ff 0x100071ff 4   5    .text   ascii   \b_^[
112  0x000068c6 0x100074c6 4   5    .text   ascii   u\bWj
113  0x00006ddc 0x100079dc 5   6    .text   ascii   ;F u"
114  0x00006df6 0x100079f6 7   8    .text   ascii   ;F$u\b_3
115  0x00007117 0x10007d17 4   5    .text   ascii   G\b_^
116  0x000073b0 0x10007fb0 5   6    .text   ascii   t\a=PE
117  0x000073d5 0x10007fd5 4   7    .text   utf8    ű}ȅ blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
118  0x0000754d 0x1000814d 6   8    .text   utf8    ^]ËM\bP blocks=Basic Latin,Latin-1 Supplement
119  0x0000758f 0x1000818f 4   5    .text   ascii   9^@s
120  0x000075ba 0x100081ba 4   5    .text   ascii   ^@SW
121  0x000075f2 0x100081f2 4   6    .text   utf8    3IF0
122  0x00007638 0x10008238 5   7    .text   utf8    F<2ˈ\f blocks=Basic Latin,Spacing Modifier Letters
123  0x00007641 0x10008241 6   7    .text   ascii   U\b;U\fr
124  0x0000765b 0x1000825b 4   5    .text   ascii   ;F(r
125  0x0000767e 0x1000827e 4   5    .text   ascii   ^$_^
126  0x00007697 0x10008297 4   5    .text   ascii   u\fWP
127  0x000076a2 0x100082a2 6   7    .text   ascii   E\b_^[]
128  0x000076dd 0x100082dd 7   8    .text   ascii   E\b;A(r\r
129  0x00007736 0x10008336 5   6    .text   ascii   8^,u\a
130  0x000077a4 0x100083a4 4   5    .text   ascii   E\bSV
131  0x000077eb 0x100083eb 4   5    .text   ascii   _^[]
132  0x00007814 0x10008414 4   5    .text   ascii   _^[]
133  0x00007834 0x10008434 4   5    .text   ascii   _^[]
134  0x000078cb 0x100084cb 4   5    .text   ascii   FPPS
135  0x000078e4 0x100084e4 4   5    .text   ascii   PPPW
136  0x0000798e 0x1000858e 4   6    .text   utf8    \vȉVT blocks=Basic Latin,Latin Extended-B
137  0x00007ae8 0x100086e8 5   7    .text   utf8    \vЉVh3 blocks=Basic Latin,Cyrillic
138  0x00007c1d 0x1000881d 5   7    .text   utf8    \vЉVh3 blocks=Basic Latin,Cyrillic
139  0x00007c53 0x10008853 4   5    .text   ascii   QSVW
140  0x00007c83 0x10008883 6   7    .text   ascii   G]\fSPV
141  0x00007ca6 0x100088a6 4   5    .text   ascii   Gx_^
142  0x00007cc4 0x100088c4 4   5    .text   ascii   u\fSP
143  0x00007d37 0x10008937 6   7    .text   ascii   t\e;Ftt
144  0x00007d52 0x10008952 4   6    .text   utf8    ^ËFt blocks=Basic Latin,Latin-1 Supplement
145  0x00007da4 0x100089a4 4   6    .text   utf8    3҉WH blocks=Basic Latin,Cyrillic
146  0x00007ea3 0x10008aa3 4   5    .text   ascii   QSVW
147  0x00007eca 0x10008aca 4   5    .text   ascii   t#VS
148  0x00007ffe 0x10008bfe 5   7    .text   utf8    /u\aƅg blocks=Basic Latin,Latin Extended-B
149  0x0000832a 0x10008f2a 4   5    .text   ascii   \axV4
150  0x00008383 0x10008f83 4   7    .text   utf8    \f|p blocks=Basic Latin,Private Use Area
151  0x00008426 0x10009026 5   7    .text   utf8    D\rωw\b blocks=Basic Latin,Greek and Coptic
152  0x00008469 0x10009069 4   5    .text   ascii   9;t\t
153  0x00008527 0x10009127 4   5    .text   ascii   9;t\t
154  0x000086e5 0x100092e5 4   5    .text   ascii   \fSVW
155  0x000086eb 0x100092eb 4   6    .text   utf8    3ҋwD blocks=Basic Latin,Cyrillic
156  0x0000871a 0x1000931a 4   6    .text   utf8    EًN$ blocks=Basic Latin,Arabic
157  0x00008793 0x10009393 5   6    .text   ascii   t\t_^3
158  0x000087c0 0x100093c0 4   5    .text   ascii   PQVW
159  0x00008927 0x10009527 4   6    .text   utf8    Y]Ã9 blocks=Basic Latin,Latin-1 Supplement
160  0x0000893e 0x1000953e 4   6    .text   utf8    Y]ËI blocks=Basic Latin,Latin-1 Supplement
161  0x000089ec 0x100095ec 4   5    .text   ascii   Bpu\a
162  0x00008a0b 0x1000960b 4   5    .text   ascii   Apu\b
163  0x00008a9e 0x1000969e 4   6    .text   utf8    ]Ã}\f blocks=Basic Latin,Latin-1 Supplement
164  0x00008b01 0x10009701 4   5    .text   ascii   u\rSW
165  0x00008b72 0x10009772 4   5    .text   ascii   }\bww
166  0x00008c6c 0x1000986c 4   8    .text   utf8    뽋}\b3 blocks=Hangul Syllables,Basic Latin
167  0x00008cc5 0x100098c5 6   9    .text   utf8    _^]Ë׀: blocks=Basic Latin,Latin-1 Supplement,Hebrew
168  0x00008d8f 0x1000998f 5   6    .text   ascii   YYu\bj
169  0x00008f8b 0x10009b8b 4   6    .text   utf8    3\v}\b
170  0x00008fac 0x10009bac 5   7    .text   utf8    ~3\v]\f
171  0x00009198 0x10009d98 5   6    .text   ascii   M\fSVW
172  0x000092d8 0x10009ed8 4   5    .text   ascii   N\f +
173  0x00009375 0x10009f75 5   6    .text   ascii   E\fSVW
174  0x0000944f 0x1000a04f 4   6    .text   utf8    t"3ҁ blocks=Basic Latin,Cyrillic
175  0x00009513 0x1000a113 4   5    .text   ascii   N\f +
176  0x00009559 0x1000a159 4   5    .text   ascii   t19}
177  0x000095f2 0x1000a1f2 4   6    .text   utf8    ]Ë@\f blocks=Basic Latin,Latin-1 Supplement
178  0x0000967a 0x1000a27a 4   6    .text   utf8    3\vu\b
179  0x000096a1 0x1000a2a1 4   5    .text   ascii   F\f@t
180  0x000096f9 0x1000a2f9 5   6    .text   ascii   u\e95$
181  0x00009737 0x1000a337 4   5    .text   ascii   <8=u
182  0x00009758 0x1000a358 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
183  0x00009763 0x1000a363 4   5    .text   ascii   j\fh0
184  0x0000976f 0x1000a36f 4   6    .text   utf8    3\vu\b
185  0x00009802 0x1000a402 4   5    .text   ascii   9E\ft
186  0x0000983f 0x1000a43f 4   6    .text   utf8    xփ}\f blocks=Basic Latin,Armenian
187  0x00009856 0x1000a456 6   7    .text   ascii   F\f@upV
188  0x000098d0 0x1000a4d0 4   5    .text   ascii   M\ft7
189  0x000098f2 0x1000a4f2 6   7    .text   ascii   u\f;]\bu
190  0x0000992e 0x1000a52e 6   8    .text   utf8    YËL$\fW blocks=Basic Latin,Latin-1 Supplement
191  0x000099d0 0x1000a5d0 5   7    .text   utf8    D$\b_É blocks=Basic Latin,Latin-1 Supplement
192  0x00009a35 0x1000a635 5   7    .text   utf8    t\f3\t\a
193  0x00009a7e 0x1000a67e 6   7    .text   ascii   u\fWj\a3
194  0x00009b0f 0x1000a70f 4   5    .text   ascii   Wj\a3
195  0x00009c55 0x1000a855 4   5    .text   ascii   PVhK
196  0x00009c6f 0x1000a86f 4   5    .text   ascii   8"uk
197  0x00009c7e 0x1000a87e 4   5    .text   ascii   SVhK
198  0x00009ca5 0x1000a8a5 4   5    .text   ascii   8"u5
199  0x00009d1c 0x1000a91c 5   6    .text   ascii   u\fVhK
200  0x00009db3 0x1000a9b3 4   5    .text   ascii   woSW
201  0x00009df6 0x1000a9f6 6   7    .text   ascii   u&j\f[9
202  0x00009e63 0x1000aa63 4   6    .text   utf8    ]ËM\f blocks=Basic Latin,Latin-1 Supplement
203  0x00009e6c 0x1000aa6c 9   10   .text   ascii   SVWjA_jZ+
204  0x00009e7e 0x1000aa7e 4   5    .text   ascii   r\rf;
205  0x00009e95 0x1000aa95 4   5    .text   ascii   r\vf;
206  0x00009f14 0x1000ab14 8   9    .text   ascii   uBjAYjZ+
207  0x00009f25 0x1000ab25 4   5    .text   ascii   r\rf;
208  0x00009f3c 0x1000ab3c 4   5    .text   ascii   r\vf;
209  0x00009f4f 0x1000ab4f 4   5    .text   ascii   t:f;
210  0x00009f98 0x1000ab98 4   5    .text   ascii   ^[t\a
211  0x0000a0b9 0x1000acb9 4   5    .text   ascii   j\fhp
212  0x0000a0c5 0x1000acc5 4   6    .text   utf8    3\vu\b
213  0x0000a13b 0x1000ad3b 5   6    .text   ascii   QQSV3
214  0x0000a157 0x1000ad57 4   5    .text   ascii   FSSj
215  0x0000a179 0x1000ad79 4   5    .text   ascii   u\fPV
216  0x0000a24a 0x1000ae4a 4   5    .text   ascii   9q\bu
217  0x0000a2f6 0x1000aef6 4   5    .text   ascii   U\fte
218  0x0000a36e 0x1000af6e 4   5    .text   ascii   U\ft\v
219  0x0000a5f6 0x1000b1f6 4   5    .text   ascii   u\f95
220  0x0000a660 0x1000b260 4   5    .text   ascii   u$SP
221  0x0000a67d 0x1000b27d 4   5    .text   ascii   t\aSW
222  0x0000a68d 0x1000b28d 4   5    .text   ascii   u*SV
223  0x0000a6ab 0x1000b2ab 4   5    .text   ascii   t\fSV
224  0x0000a872 0x1000b472 5   6    .text   ascii   PPPPP
225  0x0000a936 0x1000b536 4   5    .text   ascii   _^[]
226  0x0000a941 0x1000b541 4   6    .text   utf8    u\b3ۋ blocks=Basic Latin,Arabic
227  0x0000a94e 0x1000b54e 4   5    .text   ascii   tf=(
228  0x0000aa8f 0x1000b68f 5   6    .text   ascii   Y_^[]
229  0x0000ab30 0x1000b730 4   5    .text   ascii   j\fh 
230  0x0000ab4a 0x1000b74a 4   5    .text   ascii   Npt"
231  0x0000ab5e 0x1000b75e 4   5    .text   ascii   u\bj 
232  0x0000abf4 0x1000b7f4 4   6    .text   utf8    _]Ã= blocks=Basic Latin,Latin-1 Supplement
233  0x0000acc0 0x1000b8c0 5   6    .text   ascii   ]\bVWh
234  0x0000aceb 0x1000b8eb 4   6    .text   utf8    \vM{\f
235  0x0000ad1f 0x1000b91f 4   5    .text   ascii   _^[]
236  0x0000aeb2 0x1000bab2 4   5    .text   ascii   j\fh@
237  0x0000aedb 0x1000badb 4   5    .text   ascii   u\bj 
238  0x0000af82 0x1000bb82 4   5    .text   ascii   E\b;F
239  0x0000b04b 0x1000bc4b 4   5    .text   ascii   DK\ff
240  0x0000b0cd 0x1000bccd 4   5    .text   ascii   }\bj\r
241  0x0000b1f1 0x1000bdf1 5   6    .text   ascii   \b\b@Iu
242  0x0000b21a 0x1000be1a 4   6    .text   utf8    \vM~\f
243  0x0000b425 0x1000c025 4   6    .text   utf8    \b\vЀ} blocks=Basic Latin,Cyrillic
244  0x0000b522 0x1000c122 4   5    .text   ascii   Y;=\
245  0x0000b55b 0x1000c15b 4   5    .text   ascii   u\bj\r
246  0x0000b564 0x1000c164 6   8    .text   utf8    YËu\bj\f blocks=Basic Latin,Latin-1 Supplement
247  0x0000b650 0x1000c250 6   7    .text   ascii   ~pjCXf
248  0x0000b6c7 0x1000c2c7 4   5    .text   ascii   u\bj\r
249  0x0000b7d4 0x1000c3d4 5   7    .text   utf8    j\rX]Í blocks=Basic Latin,Latin-1 Supplement
250  0x0000b80d 0x1000c40d 4   5    .text   ascii   t*j\f
251  0x0000b915 0x1000c515 6   7    .text   ascii   Genuu_
252  0x0000b91e 0x1000c51e 6   7    .text   ascii   ineIuV
253  0x0000b927 0x1000c527 7   8    .text   ascii   nteluM3
254  0x0000b94c 0x1000c54c 4   5    .text   ascii   t#=`
255  0x0000b968 0x1000c568 4   5    .text   ascii   t\a=p
256  0x0000b995 0x1000c595 4   5    .text   ascii   u\fWV
257  0x0000bab8 0x1000c6b8 4   5    .text   ascii   E\bPW
258  0x0000bad6 0x1000c6d6 5   6    .text   ascii   E\b[_^
259  0x0000bc95 0x1000c895 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
260  0x0000bd89 0x1000c989 4   5    .text   ascii   t\fPW
261  0x0000bd92 0x1000c992 4   7    .text   utf8    YYG떋 blocks=Basic Latin,Hangul Syllables
262  0x0000be28 0x1000ca28 4   5    .text   ascii   QQS3
263  0x0000be4a 0x1000ca4a 11  12   .text   ascii   <at-<rt"<wt
264  0x0000beb9 0x1000cab9 6   7    .text   ascii   \vtRHtC
265  0x0000bf3e 0x1000cb3e 5   6    .text   ascii   t;Ht+
266  0x0000c007 0x1000cc07 4   5    .text   ascii   Cj\bh
267  0x0000c026 0x1000cc26 4   5    .text   ascii   $j\ah
268  0x0000c0ef 0x1000ccef 5   6    .text   ascii   Y__^[
269  0x0000c108 0x1000cd08 4   5    .text   ascii   ]\fVW
270  0x0000c10d 0x1000cd0d 5   6    .text   ascii   {\b3=P
271  0x0000c1a3 0x1000cda3 4   5    .text   ascii   8csm
272  0x0000c1e3 0x1000cde3 4   5    .text   ascii   9P\ft
273  0x0000c228 0x1000ce28 4   5    .text   ascii   t6hP
274  0x0000c2af 0x1000ceaf 7   8    .text   ascii   URPQQh0
275  0x0000c2c5 0x1000cec5 6   8    .text   utf8    3ĉD$\bd blocks=Basic Latin,Latin Extended-A
276  0x0000c2da 0x1000ceda 4   5    .text   ascii   L$,3
277  0x0000c32c 0x1000cf2c 6   8    .text   utf8    _^[ËL$ blocks=Basic Latin,Latin-1 Supplement
278  0x0000c392 0x1000cf92 4   5    .text   ascii   UVWS
279  0x0000c3a4 0x1000cfa4 5   7    .text   utf8    [_^]Ë blocks=Basic Latin,Latin-1 Supplement
280  0x0000c3c5 0x1000cfc5 4   5    .text   ascii   SVWj
281  0x0000c3d6 0x1000cfd6 4   5    .text   ascii   _^[]
282  0x0000c3dd 0x1000cfdd 5   6    .text   ascii   l$\bRQ
283  0x0000c3f2 0x1000cff2 4   5    .text   ascii   j\bh8
284  0x0000c419 0x1000d019 4   5    .text   ascii   u0j\n
285  0x0000c471 0x1000d071 5   7    .text   utf8    Ë}\bj\n blocks=Latin-1 Supplement,Basic Latin
286  0x0000c4fb 0x1000d0fb 4   5    .text   ascii   u0j\n
287  0x0000c563 0x1000d163 4   7    .text   utf8    YËE܅ blocks=Basic Latin,Latin-1 Supplement,Syriac
288  0x0000c594 0x1000d194 4   5    .text   ascii   j@j 
289  0x0000c631 0x1000d231 4   5    .text   ascii   E\bVW
290  0x0000c671 0x1000d271 5   6    .text   ascii   Ht\bHu
291  0x0000c6df 0x1000d2df 4   5    .text   ascii   x&;5
292  0x0000c729 0x1000d329 4   5    .text   ascii   M\bSW
293  0x0000c72f 0x1000d32f 4   5    .text   ascii   x\;\r
294  0x0000c765 0x1000d365 5   6    .text   ascii   It\bIu
295  0x0000c929 0x1000d529 4   5    .text   ascii   _[^]
296  0x0000c969 0x1000d569 4   5    .text   ascii   jdhx
297  0x0000c97c 0x1000d57c 4   6    .text   utf8    Y3ۉ] blocks=Basic Latin,Arabic
298  0x0000c9a8 0x1000d5a8 6   7    .text   ascii   j@j _W
299  0x0000ca03 0x1000d603 4   5    .text   ascii   A%\n\n
300  0x0000ca64 0x1000d664 5   6    .text   ascii   } j@W
301  0x0000ca89 0x1000d689 5   8    .text   utf8    }ԋE؋U blocks=Basic Latin,Cyrillic Supplement,Arabic
302  0x0000cb3a 0x1000d73a 4   5    .text   ascii   A%\n\n
303  0x0000cd5a 0x1000d95a 4   5    .text   ascii   oF f
304  0x0000cdb6 0x1000d9b6 4   5    .text   ascii   oF f
305  0x0000ce0e 0x1000da0e 4   5    .text   ascii   oF f
306  0x0000cfd9 0x1000dbd9 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
307  0x0000cfe5 0x1000dbe5 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
308  0x0000cff7 0x1000dbf7 7   9    .text   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
309  0x0000d011 0x1000dc11 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
310  0x0000d175 0x1000dd75 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
311  0x0000d183 0x1000dd83 7   9    .text   utf8    D$\f^_ÍI blocks=Basic Latin,Latin-1 Supplement
312  0x0000d199 0x1000dd99 6   8    .text   utf8    D$\f^_Ð blocks=Basic Latin,Latin-1 Supplement
313  0x0000d1b3 0x1000ddb3 6   8    .text   utf8    D$\f^_Í blocks=Basic Latin,Latin-1 Supplement
314  0x0000d1eb 0x1000ddeb 4   5    .text   ascii   oV f
315  0x0000d1f0 0x1000ddf0 4   5    .text   ascii   o^0f
316  0x0000d208 0x1000de08 4   5    .text   ascii   of@f
317  0x0000d20d 0x1000de0d 4   5    .text   ascii   onPf
318  0x0000d212 0x1000de12 4   5    .text   ascii   ov`f
319  0x0000d217 0x1000de17 4   5    .text   ascii   o~pf
320  0x0000d284 0x1000de84 5   6    .text   ascii   \aFGIu
321  0x0000d290 0x1000de90 4   6    .text   utf8    X^_Í blocks=Basic Latin,Latin-1 Supplement
322  0x0000d2b7 0x1000deb7 4   5    .text   ascii   FGIu
323  0x0000d3df 0x1000dfdf 4   5    .text   ascii   u\bW3
324  0x0000d77d 0x1000e37d 6   7    .text   ascii   t$j\rXP
325  0x0000d958 0x1000e558 4   5    .text   ascii   j\rYf
326  0x0000da55 0x1000e655 4   5    .text   ascii   j\r^f
327  0x0000da7a 0x1000e67a 5   6    .text   ascii   VVhU\r
328  0x0000dc59 0x1000e859 7   9    .text   utf8    u\b3ۋF\f$ blocks=Basic Latin,Arabic
329  0x0000dc71 0x1000e871 4   5    .text   ascii   >+~\b
330  0x0000dd03 0x1000e903 4   5    .text   ascii   tWPV
331  0x0000dd50 0x1000e950 4   6    .text   utf8    \tE܃e blocks=Basic Latin,Syriac
332  0x0000dd5c 0x1000e95c 4   7    .text   utf8    F녋]\b blocks=Basic Latin,Hangul Syllables
333  0x0000de54 0x1000ea54 4   5    .text   ascii   t$VW
334  0x0000de99 0x1000ea99 4   5    .text   ascii   G\f\bt
335  0x0000df03 0x1000eb03 4   5    .text   ascii   9u\fr
336  0x0000df31 0x1000eb31 5   6    .text   ascii   \f9u\fs
337  0x0000df4c 0x1000eb4c 4   5    .text   ascii   X_^]
338  0x0000df5f 0x1000eb5f 4   6    .text   utf8    ̋T$\f blocks=Combining Diacritical Marks,Basic Latin
339  0x0000df7c 0x1000eb7c 4   5    .text   ascii   L$\fW
340  0x0000dfaf 0x1000ebaf 5   7    .text   utf8    t\f+ш\a blocks=Basic Latin,Cyrillic
341  0x0000dfe6 0x1000ebe6 7   9    .text   utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
342  0x0000e1b1 0x1000edb1 5   6    .text   ascii   9}\fu\t
343  0x0000e297 0x1000ee97 5   6    .text   ascii   %<\ntK
344  0x0000e2b8 0x1000eeb8 4   5    .text   ascii   %\nu+
345  0x0000e2c6 0x1000eec6 4   5    .text   ascii   &<\nt
346  0x0000e2db 0x1000eedb 4   5    .text   ascii   j\nBY
347  0x0000e413 0x1000f013 7   8    .text   ascii   8\nu\rj\nX
348  0x0000e46a 0x1000f06a 10  11   .text   ascii   Ht#j\nXj\r8E
349  0x0000e495 0x1000f095 5   6    .text   ascii   j\nX8E
350  0x0000e49f 0x1000f09f 6   7    .text   ascii   Fj\rY;}
351  0x0000e4c2 0x1000f0c2 5   6    .text   ascii   j\nX8E
352  0x0000e4e9 0x1000f0e9 4   5    .text   ascii   @u\b\f
